"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__edited","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__reply_to_message_id","messages__text__type","messages__text__text","messages__photo","messages__forwarded_from","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__sticker_emoji"
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp_bot","","","","","","","","","","","","","",""
"","","","","","","","",", но я просто физически не успевал все просматривать и отвечать/благодарить. Спасибо вам. Дзякуй!\n\nА запостить я хочу по особенному важное для меня место в Беларуси.\n\n«Привет. Говорят что в агрогородке ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Мотоль","","","","","","","","","","","","","",""
"","","","","","","",""," власти заставляют уйти председателя за то, что тот отказался агитировать за АГЛ. Народ вышел на площадь!» \n\nДрузья, пожалуйста. Поддерживайте тех людей, кто работает в этой системе и ведёт себя как достойный гос.служащий или чиновник. Лукашенко уйдет, а люди будут нужны )","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10937","message","2020-08-16T16:04:38","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Взаимовыручка и солидарность - наше все! Респект фермеру!","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","50","360","640","","","","","Усы Лукашенко","","","","","","","","","","","",""
"","","","10938","message","2020-08-16T16:21:36","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Надеюсь, больше инфоповодов сегодня не будет.\nДабранач!\n\nИ помните, завтра - забастовка.","","","","","","","745","478","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","10939","message","2020-08-16T16:49:17","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«Есть инфа, что в мачулищах с вечера стоит борт RF-76829 Росгвардии»\nЕсли у кого есть длиннофокусный объектив. Фото присылать на ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp_bot","","","","","","","","","","","","","",""
"","","","10940","message","2020-08-16T17:17:00","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«Відэа, як мужны хлопец у Пружанах лезе на высачэзную трубу і вывешвае вялізарны сцяг. Здаецца, легендарны Мірон пераехаў з Віцебску ў Пружаны»","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","56","640","640","","","","","","","","","","","","","","","","",""
"","","","10941","message","2020-08-16T17:43:51","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Друзья, не нужно мне присылать видео из рф про технику, что разъезжает там. Все видим сами, не слепые.\nЗаедут на территорию Беларуси - будет отдельный разговор. А пока - пусть катаются. \n\n","2020-08-16T17:44:15","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://t.me/CITeam/2202","","","","","","","","","","","","","",""
"","","","10942","message","2020-08-16T18:11:06","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Наталья, у меня для вас плохие новости. \n\nХотя, на БТ это вы и так увидели сами. Зря на стелу не заехали.","","","","","","","1280","992","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","10943","message","2020-08-16T18:50:38","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Ещё один вброс - что мол российские БТРы в Беларуси. ","2020-08-16T19:05:17","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","108","272","480","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","ФЕЙК","","","","","","","","","","","","","",""
"","","","","","","","",".\n\nЭто видимо витебские двигаются в сторону Минска и потом на Гродно(?).\n\n«Это 103-я походу, наши. Едут на  Минск.\nПод утро ждите в Минске или хз куда они там, на учения к Литве может\nТо что наши точно - дальнобои подтверждали что","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold"," номера - нулевой регион","","","","","","","","","","","","","",""
"","","","","","","","","»\n\nНе разгоняйте фейки, пожалуйста. Спокойной ночи.\n\nДополнено: «Господа вояки подтвердили что сейчас со всей республики будут тягать туда-сюда войска из-за учений 17-20»","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10944","message","2020-08-17T01:30:13","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","bold","Городской лагерь для ДЕТЕЙ, чьи родители пострадали в Окрестина!","","","","","","","","","","","","","",""
"","","","","","","","","\n❤️❤️❤️\n\nДорогие Друзья, прошу распространить информацию об открытии на базе Семейный центр Катерины Ковровой городского лагеря для детей 6-13 лет, чьи родители пострадали в Окрестино! БЕСПЛАТНО!\n🙏🙏🙏\n\nВСЮ ЗАБОТУ о детях наша команда берет на себя, чтобы мамы и папы могли спокойно заниматься медицинскими и юридическими вопросами: лучшие педагоги, мастер-классы,  горячие обеды, детский психолог, собаки-терапевты!\n🌷🌷🌷\n\nПозаботимся о детях с 9.30 до 17.00. \nОткрываем 2 группы по 10 детей!\n⚡⚡⚡\nЗапись и вся подробная информация \n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","phone","+37529 675-27-00","","","","","","","","","","","","","",""
"","","","","","","","","\n\nМЫ СДЕЛАЕМ ВСЕ ВОЗМОЖНОЕ, ЧТОБЫ ПАМЯТЬ НЕ СОХРАНИЛА ЭТИ ТРАГИЧЕСКИЕ СОБЫТИЯ В ПАМЯТИ ДЕТЕЙ!","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10945","message","2020-08-17T02:33:13","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Уранку на БТ на нейкі час прапала карцінка, і дзяржтэлебачанне пачало паказваць пустую канапу. А пасля рэзка ўключыўся архіўны матэрыял пра Хатынь. Значыць, забастоўка на БТ распачалася.","","","","","","","","","","","","","Наша Нiва","","","","","","","","","","","",""
"","","","10946","message","2020-08-17T02:34:03","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","На белорусских предприятиях продолжаются акции протеста.\n\n📌 МТЗ. По информации от некоторых сотрудников, на 8:30 назначена встреча с руководством завода. Прессу на территорию завода не пускают.\n\n\n📌 БелАЗ. За забором, отложив работу, собралось несколько сотен человек. Люди скандируют давно знакомые всем лозунги и требуют прессу, но на заводе сказали, что присутствие журналистов надо было согласовывать\n\n","","","","","","","1100","825","","","","(File not included. Change data exporting settings to download.)","Onliner","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://realt.onliner.by/2020/08/17/na-belorusskix-predpriyatiyax-prodolzhayutsya-akcii-protesta-onlajn","","","","","","","","","","","","","",""
"","","","10947","message","2020-08-17T02:34:03","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Сотрудник БелАЗ:\n\n","","","","","","","","","","","","","Onliner","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","italic","«Ни одно из наших требований, кроме того, что якобы убрали ОМОН из города, не выполнили. Ничего не выполняется, ничего не хотят подписывать, поэтому мы думаем о забастовке. Есть информация, что людей запугивают: говорят, что поувольняют, что по камерам отследят, кто ходил вчера на митинг, и тоже уволят. На нас давят. Но люди сейчас не работают — цеха не закрыты, но народ сидит и ничего не делает. Официально забастовка пока не объявлена»","","","","","","","","","","","","","",""
"","","","10948","message","2020-08-17T02:35:51","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«В своем аккаунте Инстаграм сегодня разместила заявление об уходе депутат Минского городского Совета депутатов Тесакова О.Д.»","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","10949","message","2020-08-17T02:36:35","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","МИЛИЦИЯ С НАРОДОМ\n\nВот основа новой полиции новой Беларуси. Иван Колос - без погон, без жетона, без удостоверения, но с клятвой верности народу Беларуси.\n\nСОТРУДНИКИ СИЛОВЫХ СТРУКТУР, НЕ БОЙТЕСЬ, ПРИСЫЛАЙТЕ СВОИ ВИДЕООБРАЩЕНИЯ. ПЕРЕХОДИТЕ НА СТОРОНУ НАРОДА.\n\nИнформация для уволенных по политическим причинам и готовых уйти со службы/работы в знак протеста:\n\nФонд солидарности ","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","82","1280","720","","","","","Беларусь головного мозга","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","BYSOL/Belarus solidarity foundation\n","","","https://t.me/bysol","","","","","","","","","","",""
"","","","","","","","","Гражданин, помогай верным народу силовикам  ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://bit.ly/344ANgH","","","","","","","","","","","","","",""
"","","","","","","","","\nСиловик, принимай поддержку от народа  ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://bit.ly/3gZC63X","","","","","","","","","","","","","",""
"","","","10950","message","2020-08-17T02:38:07","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Рабочыя трактарнага заводу выйшлі на вуліцу. Відэа Реальная Беларусь","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","1280","720","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","",""
"","","","10951","message","2020-08-17T02:42:41","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Бт.  В 10.30 встреча с Эйсмонтом в 600 студии(только зачем?). На СТВ и ОНТ сообщают что выйдут сотрудники в 11 часов(нужна верификация).","2020-08-17T02:55:28","","","","","","1276","956","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","10952","message","2020-08-17T02:44:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","МТЗ объявил забастовку, люди покидают территорию завода. Забастовка пока суточная, но если не выполнят требования, перерастёт в бессрочную","","","","","","","1100","733","","","","(File not included. Change data exporting settings to download.)","Onliner","","","","","","","","","","","",""
"","","","10953","message","2020-08-17T02:44:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1100","733","","","","(File not included. Change data exporting settings to download.)","Onliner","","","","","","","","","","","",""
"","","","10954","message","2020-08-17T02:44:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1100","733","","","","(File not included. Change data exporting settings to download.)","Onliner","","","","","","","","","","","",""
"","","","10955","message","2020-08-17T02:47:17","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","⚡️ ","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","NEXTA Live","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Рудники Беларуськалия практически целиком стоят.","","","","","","","","","","","","","",""
"","","","","","","","","\n\nВсе рудники вышли, Реммонтажстрой и Калийспецтранс (дочерние) тоже в теме. Шахтёры пишут, что руды фабрикам осталось на 8 часов работы, новую руду не дают.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10956","message","2020-08-17T02:47:17","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","NEXTA Live","","","","","","","","","","","",""
"","","","10957","message","2020-08-17T03:01:55","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Прилетел на МЗКТ. \n\nЛукашенко так боится, что уже только на вертолете перемещается?","2020-08-17T03:02:07","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","46","720","1280","","","","","","","","","","","","","","","","",""
"","","","10958","message","2020-08-17T03:02:37","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Работники МТЗ и МЭТЗ идут к МЗКТ.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","39","1280","720","","","","","TUT.BY новости","","","","","","","","","","","",""
"","","","10963","message","2020-08-17T03:27:11","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Партизанский 72, ребята кричат «МТЗ!». В 10.22 снято.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","720","1280","","","","","","","","","","","","","","","","",""
"","","","10964","message","2020-08-17T03:27:58","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Читатель пишет: на Белкалии стали 1,3,4,6 рудники, 2 и 5 пока работают","","","","","","","","","","","","","Чай з малинавым варэннем","","","","","","","","","","","",""
"","","","10965","message","2020-08-17T03:29:13","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Бастующие работники БТ про Ваню Кука: ""Эйсмонт трус!""","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","","","","","NEXTA Live","","","","","","","","","","","",""
"","","","10966","message","2020-08-17T03:30:38","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","На МЗКТ приехал не только Александр Лукашенко, но и Николай.","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","TUT.BY новости","","","","","","","","","","","",""
"","","","10967","message","2020-08-17T03:34:30","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Супрацоўнікі БТ сабралі 600 подпісаў за страйк\n\nПра гэта паведаміў апэратар Белтэлерадыёкампаніі Мікіта Шпак. Збор працягваецца. У дадзены момант з рэдакцыямі сустракаецца кіраўнік Іван Эйсмант. Паводле ўдзельнікаў сустрэчы, ён прапануе звальняцца тым, каму нешта не падабаецца.\n\nУ некаторых журналістаў ужо не працуюць пропускі і яны ня могуць трапіць у будынак праз турнікет.\n\nАпэратар Дзяніс Сакалоўскі расказаў Свабодзе, што апэратары АТН прыходзяць на працу, але не выяжджаюць на здымкі.\n\nПерад сядзібай БТ зьбіраюцца пратэстоўцы. Прысутныя, у тым ліку і працаўнікі БТ, скандуюць «Выходзь» у адрас Івана Эйсманта.","","","","","","","","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","",""
"","","","10968","message","2020-08-17T04:08:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Лукашенко: «Мы провели выборы, других выборов не будет».\n\nЭто его последние слова перед тем, как он сбежал с МЗКТ.","","","","","","","","","","","","","Кулуары KYKY","","","","","","","","","","","",""
"","","","10969","message","2020-08-17T04:11:13","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Видео снято на пожарном посту в Речицком районе. Сотрудник МЧС обратился к министру МЧС Ващенко с просьбой прокомментировать ситуацию.\n\n«Я плакал только три раза в жизни». ","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","236","576","1024","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","10970","message","2020-08-17T04:14:03","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Лукашенко рабочие кричат «УХОДИ!» на МЗКТ! \nЛукашенко  - «Спасибо!»","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","854","480","","","","","","","","","","","","","","","","",""
"","","","10971","message","2020-08-17T04:25:30","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","— Вы всегда поддерживали президента.\n— Не-е-е-е-ет!","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","48","720","1280","","","","","NEXTA Live","","","","","","","","","","","",""
"","","","10972","message","2020-08-17T04:25:31","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Лукашенко попустили.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","480","854","","","","","NEXTA Live","","","","","","","","","","","",""
"","","","10973","message","2020-08-17T04:29:24","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Лукашенко неоднократно за последнюю неделю говорил что самое страшное для него - это предательство.","2020-08-17T04:29:30","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10974","message","2020-08-17T04:29:24","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Всей редакции ","","","","","","","","","","","","","Кулуары KYKY","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@kyky_org","","","","","","","","","","","","","",""
"","","","","","","",""," выключили интернет. В редакции, дома, на мобильных телефонах.\n\nЧто-то происходит.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10975","message","2020-08-17T04:32:43","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Сообщают что нет интернета не только у редакции ","","","","","","","","","","","","","Кулуары KYKY","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@kyky_org","","","","","","","","","","","","","",""
"","","","","","","","",", а в целом по Минску. Тотальное отключение связи из-за освистывания Лукашенко на заводе МЗКТ?\n\nПроверяйте прокси и VPN","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10976","message","2020-08-17T04:36:23","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","У кого Мак - вот приложение, которое позволяет использовать Телеграм и другие соц.сети во время блокировок. Надеемся сегодня тоже позволит обойти блокировку интернета в Беларуси.\n\nЧтобы поставить ","","(File not included. Change data exporting settings to download.)","","","application/octet-stream","","","","","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","Psiphon","","","https://itunes.apple.com/us/app/psiphon/id1276263909?ls=1&mt=8","","","","","","","","","","",""
"","","","","","","",""," на iOS - постарайтесь расшарить интернет с устройства, на котором уже работает VPN(как вариант, после установки на мак - подключиться через провод). На айфоны можно поставить только через айстор, и со вчерашнего дня он заблокирован в Беларуси большую часть времени. Через VPN - периодически пробивается.\n\nЕще: \nЗапущен веб-сервер с ссылками на установщики VPN приложений (Android, MacOS, Windows, список пополняется...)\nСервер на территории РБ.\nОтправляйте друзьям и знакомым, лучше заранее пусть скачают\n ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","http://209.250.250.239","","","","","","","","","","","","","",""
"","","","","","","",""," (можно отправить СМСкой)","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10977","message","2020-08-17T04:41:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Есть информация по интернету: «Упал внешний канал». И НЦОТ, и Белтелеком. Сейчас потихоньку восстанавливается.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10978","message","2020-08-17T04:41:22","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Тем временем у здания ОНТ людей становится всё больше.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","720","1280","","","","","NEXTA Live","","","","","","","","","","","",""
"","","","10979","message","2020-08-17T04:45:38","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Лукашенко про пытки на Окрестина:\n\n«Теперь про то, что кто-то кого-то избил. Совершенно верно.»\n«На Окрестила 2500 или 2000 (задержанных), чтоб вы знали». \n«На Окрестина, не популярно, но скажу, получили те, кто там же, на Окрестина бросался на ментов. Вы знаете кто?» В этот момент его начинают освистывать. «Спасибо». Кричат - «УХОДИ! УХОДИ!» - «Ну спасибо, спасибо. Я вижу тут группа эта. Я вижу вас, не волнуйтесь. Я это всё услышал и ответил на этот вопрос, почему вы его поднимаете снова? Ну вы же не запятнайте честь рабочего человека, я вас услышал!» ","2020-08-17T04:47:11","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","97","640","352","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","10980","message","2020-08-17T04:47:52","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Нам пишут, что вот так выглядело падение трафика","","","","","","","446","250","","","","(File not included. Change data exporting settings to download.)","Чай з малинавым варэннем","","","","","","","","","","","",""
"","","","10981","message","2020-08-17T04:55:05","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Реакция Лукашенко бесценна.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","720","1280","","","","","NEXTA Live","","","","","","","","","","","",""
"","","","10982","message","2020-08-17T04:57:38","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Сотрудники БТ, ОНТ, СТВ, которые сомневаются и считают, что их забастовку никто не поддерживает. Вы ошибаетесь. Если под зданием БТ сегодня не так много людей как вчера - то просто посмотрите видео с коммунистической.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10983","message","2020-08-17T05:05:50","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«Молодые учёные нашего научно-исследовательских институтов НАН Беларуси подписали мирную петицию против насилия. Всего подписалось около ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","1000 сотрудников академии наук","","","","","","","","","","","","","",""
"","","","","","","","",". Руководство институтов возмущено и отказывает в научном руководстве по аспирантуре данным молодым людям! ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","В 13 часов сотрудники академии наук","","","","","","","","","","","","","",""
"","","","","","","",""," выйдут у главного здания на демонстрацию, и согласны там пообщаться с журналистами»","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10984","message","2020-08-17T05:10:43","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","92","1280","720","","bold","ЧТО ЭТО БЫЛО?\n\n","","NEXTA","","","","","","","","","","","",""
"","","","","","","","","Тот самый момент, после которого Лукашенко начали кричать ""Уходи"".","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10985","message","2020-08-17T05:11:40","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Сказано — сделано.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","1280","720","","","","","NEXTA Live","","","","","","","","","","","",""
"","","","10986","message","2020-08-17T05:14:56","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Эйсмонт: «никогда не говорите что нас не смотрят. если бы нас не смотрели - 2000 человек вчера бы не стояли тут»\n\nСотрудники очень много спрашивают про медиков и ковид, и всю ту ложь, которую их заставляли давать в эфир.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10987","message","2020-08-17T05:21:58","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","bold","Весь этот материал посвящаем Александру, который отказывается верить в мирные протесты.\n\n","","Кулуары KYKY","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://kyky.org/places/poka-menya-ne-ubiete-drugih-vyborov-ne-budet-kak-drugie-strany-dobivalis-sverzheniya-diktatur-mirnymi-protestami","","","","","","","","","","","","","",""
"","","","10988","message","2020-08-17T05:24:00","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Городское Патологоанатомическое Бюро г.Минск ул. Семашко 8/8 , акция солидарности. Прямо сейчас\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","640","360","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","10989","message","2020-08-17T05:24:00","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","640","360","","","","","","","","","","","","","","","","",""
"","","","10990","message","2020-08-17T05:27:32","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Работники ","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Белаэронавигации","","","","","","","","","","","","","",""
"","","","","","","",""," вышли для составления обращения по-поводу несогласия с существующей властью","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10991","message","2020-08-17T05:28:26","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Работники ","","","","","","","914","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","РУП «Белэнергосетьпроект»","","","","","","","","","","","","","",""
"","","","","","","",""," объявляют забастовку","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10992","message","2020-08-17T05:28:26","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","906","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","10993","message","2020-08-17T05:30:31","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Нам пишут:\n\nРаботники ","","","","","","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","«Керамина» ","","","","","","","","","","","","","",""
"","","","","","","","","сказали директору, что выйдут на улицу. Тот ответил, что полностью поддерживает своих работников и, как прошлый раз, выйдет с ними.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10994","message","2020-08-17T05:36:14","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Пишут про военных в севастопольском парке.\nНапомню, что 17-20 у Минобороны были запланированны учения. Скорее всего связь с этим. Как и военная бел.техника, что замечена на дорогах сейчас.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","720","1280","","","","","","","","","","","","","","","","",""
"","","","10995","message","2020-08-17T05:45:54","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Но не забывайте что и на БТ люди писали, что нужна поддержка. \n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://t.me/minsk_new/328370","","","","","","","","","","","","","",""
"","","","10996","message","2020-08-17T05:48:49","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Освободите задержанных  по политическим мотивам в СИЗО 1, СИЗО КГБ и Окрестина. \n\nА так же со всех остальных СИЗО и ИВС Беларуси.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10997","message","2020-08-17T05:53:49","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Обновлено. Неверную инфу дали ранее. Это внешнее кольцо МКАД, от Уручья в сторону Логойского тракта. Всё же едет в Острошицкий, скорее всего. \n\nФото присылать на ","2020-08-17T05:57:20","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","1280","720","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp_bot","","","","","","","","","","","","","",""
"","","","","","","","","\nВидео ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","10998","message","2020-08-17T06:00:24","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«В аэропорту опять Белавиа собралась у фонтана. У администрации аэропорта паника, вышел сам гендир и всех замов своих  вывел, начальников служб, работников не пускают на улицу во время обеда даже, что бы посмотреть. Фото нет соответственно, так как не пустили.»\n\n«В Белавиа говорят что протесты в аэропорту вызваны в том числе изменением графика смен, при котором появился разрыв в два часа, когда вечерняя  смена сдана, а ночная ещё не заступила. Что происходит в аэропорту в эти два часа неизвестно.»","2020-08-17T06:12:27","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10999","message","2020-08-17T06:01:18","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Тем временем показывают что лукашенко уже на МАЗе \n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://t.me/nexta_live/8600","","","","","","","","","","","","","",""
