"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__forwarded_from","messages__text__type","messages__text__text","messages__text__href","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__edited","messages__photo"
"","","","138","message","2020-09-18T04:07:17","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская прокомментировала заявление Лукашенко о закрытии границ\n\n","","","","","","","","",""
"","","","","","","","","«Лукашенко уже пугал нас несуществующими врагами, обвинял мирных людей в насилии, а настоящих патриотов – в предательстве Родины. Но то, что он вчера наговорил про закрытие границ – ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","это новый уровень отрыва от реальности","","","","","","","","",""
"","","","","","","","",". Это слова слабого человека из его собственного воображаемого мира. Не слушайте и не обращайте внимания на то, что говорит Лукашенко. Он потерял всякое доверие. Все наши соседи – наши друзья. Все беларусы – один народ».","","","","","","","","","","","","","","","","","","",""
"","","","139","message","2020-09-18T08:26:33","Светлана Тихановская","9927689195","","","","","","","906","1280","","bold","Святлана Ціханоўская падтрымала правядзенне Сусветнага дня салідарнасці з Беларуссю ў нядзелю, 20 верасня\n\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","«Ужо больш месяца працягваецца нашае супрацьстаянне пасля таго, як выбары былі сфальсіфікаваныя. Мы дзякуем усім беларусам за мяжой і замежнікам, якія падтрымліваюць беларускі народ.\n\n20 верасня і ўвесь наступны тыдзень мы заклікаем беларускія дыяспары і ўсіх людзей, якія падтрымліваюць Беларусь, праводзіць акцыі, вывешваць сцягі, пісаць беларускім палітвязням і выказваць словы падтрымкі ў інтэрнэце. Любая салідарнасць важная!»","","","","","","","","","","","","","","","","","","",""
"","","","140","message","2020-09-18T11:58:25","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","122","1280","720","","bold","Светлана Тихановская вместе с Ольгой Ковальковой и Павлом Латушко призвали беларусов подтвердить, что Координационный Совет – основной представитель общества\n\n","","","","","","","","2020-09-18T12:21:04",""
"","","","","","","","","Чтобы ускорить процесс перемен в Беларуси, нужно подтверждение, что беларусы согласны со статусом Координационного Совета как представителя, который будет участвовать в переговорах и добиваться выполнения следующих требований:\n\n• Освободить политзаключенных и прекратить репрессии,\n• Привлечь к ответственности виновных в убийствах и насилии,\n• Провести новые честные выборы.\n\nЧтобы поддержать Координационный Совет, нужно ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","пройти опрос на сайте платформы «Голос»","https://golos.partizan-results.com/polls.html","","","","","","","",""
"","","","","","","",""," и тем самым подтвердить своё доверие. Давайте вместе покажем, кто настоящий представитель голоса народа.","","","","","","","","","","","","","","","","","","",""
"","","","141","message","2020-09-19T03:17:33","Светлана Тихановская","9927689195","Светлана Тихановская обратилась ко всем, кто в это воскресенье в 14:00 собирается на Марш Справедливости в Минске и регионах.","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","33","1088","1088","","","","","","","","","","","",""
"","","","142","message","2020-09-19T06:05:32","Светлана Тихановская","9927689195","","","","","","","1080","720","","bold","Светлана Тихановская поддержала женщин перед субботним маршем:","","","","","","","","2020-09-19T07:33:19","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n\n«Сегодня смелые беларусcкие женщины снова идут на Марш. Идут, несмотря на то, что в прошлую субботу было грубо задержано больше ста беларусок. Идут, несмотря на то, что их постоянно запугивают и оказывают давление. Вопреки всему они продолжают показывать свой мирный протест и поразительную стойкость духа.\n\nДорогие мои беларуски! Теперь режим пошел дальше – и начал покушаться не только на нас, но и на наших детей. Они забрали ребёнка у Елены Лазарчик. Они пытаются поставить нас перед выбором: быть верными своим детям или своей стране. Они думают, можно заставить беларусcкую женщину выбирать. И они идут на эту низость, потому что загнаны в угол вашей решимостью. В последние месяцы они много раз ошибались, считая, что мы – слабые. Но нет никого сильнее матери, которая борется за будущее своего ребенка, своей семьи и своей страны. Весь мир восхищается беларусками, и вы по праву достойны восхищения. Мое сердце – с каждой из вас. Спасибо вам!»","","","","","","","","","","","","","","","","","","",""
"","","","143","message","2020-09-19T12:06:12","Светлана Тихановская","9927689195","","","","","","","1280","853","","bold","Светлана Тихановская требует освободить задержанных женщин\n\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","«Сегодня в Минске происходит произвол. Прекрасных и смелых женщин, которые законно и мирно протестуют, массово и грубо задерживают люди без опознавательных знаков. Сейчас в списках задержанных уже больше 240 беларусок, и там есть даже девочки 2004 года рождения. \n\nВсе задержанные должны быть отпущены. Сотрудники силовых ведомств должны помнить: беларусы готовы деанонимизировать тех, кто исполняет преступные приказы. Вам еще придётся посмотреть в глаза своему народу, который вы должны защищать».","","","","","","","","","","","","","","","","","","",""
"","","","144","message","2020-09-19T12:06:12","Светлана Тихановская","9927689195","","","","","","","1280","853","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","145","message","2020-09-19T12:06:12","Светлана Тихановская","9927689195","","","","","","","1200","798","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","146","message","2020-09-20T08:05:35","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская поддержала протестующих и тех, кто не смог выйти на улицу\n\n","","","","","","","","",""
"","","","","","","","","«Дорогие мои беларусы! Прямо сейчас тысячи человек вышли смело отстаивать свою волю на улицы своих городов. Я же хочу обратиться к тем, кто не решился это сделать. Я понимаю это. И я верю в каждого беларуса и поддерживаю всех вас. Если вы не можете идти на улицы — вы все равно можете быть полезны. Вы можете придумывать идеи для плакатов, шить флаги, помогать вызволять близких, поддерживать информационно.\n\nНаша страна навсегда изменилась, и каждый сейчас имеет значение, каждый важен. Даже если вы не вышли на улицу сегодня — вы можете сделать шаг навстречу новой Беларуси завтра. Каждый может совершить поступок, который повлияет на будущее нашей страны. Наша взаимопомощь и есть наша сила».","","","","","","","","","","","","","","","","","","",""
"","","","147","message","2020-09-20T14:25:24","Светлана Тихановская","9927689195","","","","","","","552","552","","bold","Светлана Тихановская – о сегодняшнем Марше справедливости\n\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","«Сегодня беларусы снова показали всему миру, что наш мирный протест не затихает ни в Минске, ни в регионах. Люди выходят на марши, даже несмотря на задержания, предупредительные выстрелы в воздух, пускание газа и колонны военной техники в городах. Сегодня задержано больше 100 человек и среди них – Олег Моисеев: член Основного состава Координационного Совета, мое доверенное лицо и мой друг. Олег должен быть освобожден, как и все задержанные и политзаключенные. Каждый беларус в своей стране имеет право быть свободным гражданином. Каждый сотрудник силовых структур имеет право не исполнять приказы против собственного народа».","","","","","","","","","","","","","","","","","","",""
"","","","148","message","2020-09-20T14:25:24","Светлана Тихановская","9927689195","","","","","","","1280","853","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","149","message","2020-09-20T14:25:24","Светлана Тихановская","9927689195","","","","","","","1200","800","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","150","message","2020-09-21T05:36:44","Светлана Тихановская","9927689195","Неделя начинается с задержаний шахтёров «Беларуськалия»: репрессиям подвергается отказавшийся выходить из шахты Олег Куделка и все, кто его поддержал. ","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/quicktime","254","1280","720","","","","","","","","","","","2020-09-21T08:30:52",""
"","","","","","","","","","","","","","","","","","bold","Светлана Тихановская обратилась к сотрудникам силовых структур, которые исполняют приказы против сограждан:\n\n","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","«Спросите себя: готовы ли вы нарушать закон в личных интересах одного человека? Вас обманывают, вас запугивают. Но стать преступником – это куда страшнее. Не позволяйте себя использовать, не губите свою жизнь и карьеру. Иногда по-настоящему офицерский поступок – это перестать на время быть офицером.\n\nВ Беларуси уйдут в прошлое практики, с помощью которых система превращает служащих в рабов. Не будет отработки после обучения, не придётся платить штрафы за расторжение контракта. Все, кто был уволен или был вынужден уволиться, будут восстановлены с непрерывным стажем и выслугой. А главное – вам не придётся опасаться возвращения в страну закона и действия права. Будьте с беларусским народом, и народ не забудет, что вы были на его стороне».","","","","","","","","",""
"","","","151","message","2020-09-21T11:43:26","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","602","848","464","","bold","Светлана Тихановская выступила на заседании Комитета по международным делам Европейского парламента. Вот, к чему она призвала:\n\n","","","","","","","","2020-09-21T11:47:57",""
"","","","","","","","","– Признать, что Александр Лукашенко нелегитимен.\n– Освободить политзаключённых.\n– Наложить индивидуальные санкции на всех сотрудников режима, которые были причастны к массовым фальсификациям на выборах и грубым нарушениям прав человека.\n– Рассмотреть уголовное преследование тех, кто участвовал в применении насилия и пыток.\n– Сформировать международную коалицию для облегчения переговоров между Лукашенко и беларусским народом, который будет представлен Координационным Советом.\n– Не финансировать режим и перевести программы поддержки в Беларуси из государственных в негосударственные органы.\n– Пересмотреть отношения с государственными организациями, близкими к Лукашенко.\n– Поддержать проведение свободных, прозрачных и инклюзивных выборов в соответствии с международными стандартами и под контролем локальных и международных наблюдателей.","","","","","","","","","","","","","","","","","","",""
"","","","155","message","2020-09-22T04:00:19","Светлана Тихановская","9927689195","","","","","","","1280","960","","bold","Итоги визита Светланы Тихановской в Брюссель\n\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","Светлана Тихановская завершила визит в Брюссель, где выступила перед главами МИД Евросоюза, встретилась с главой дипломатии ЕС Жозепом Боррелем, президентом Европарламента Давидом Сассоли и выступила перед евродепутатами. Светлана встретилась с беларусской диаспорой и выступила на митинге в поддержку Беларуси.\n\nСветлана призвала Евросоюз поддержать ее призыв провести новые свободные выборы, освободить политзаключенных и остановить насилие. Также она призвала не признавать легитимным режим Лукашенко, все его решения и договора; признать Координационный Совет законным представителем в переговорах; расширить санкции на виновных в фальсификациях, незаконных задержаниях и пытках; начать международное преследование этих лиц.\n\nРепрессированные режимом, студенты, журналисты, медики, правозащитники смогут рассчитывать на помощь европейских стран. Также Светлана Тихановская договорилась о том, что Беларуси будет предоставлен пакет помощи после демократических перемен.","","","","","","","","","","","","","","","","","","",""
"","","","156","message","2020-09-22T04:00:19","Светлана Тихановская","9927689195","","","","","","","1280","960","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","157","message","2020-09-22T04:00:19","Светлана Тихановская","9927689195","","","","","","","1280","960","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","158","message","2020-09-22T04:00:20","Светлана Тихановская","9927689195","","","","","","","1280","960","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","159","message","2020-09-23T07:28:05","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","83","1280","720","","bold","Светлана Тихановская прокомментировала попытку инаугурации Лукашенко\n\n","","","","","","","","",""
"","","","","","","","","«Сегодня втайне от народа Лукашенко попытался провести собственную инаугурацию. Мы все понимаем, что происходит. Эта попытка признать себя легитимным привела только к тому, что предыдущие полномочия закончены, а новый мандат народ ему не выдал. Эта так называемая инаугурация, конечно, фарс. На самом деле, сегодня Лукашенко просто ушел на пенсию.\n\nЭто значит, что его приказы силовым структурам больше нелегитимны и не подлежат исполнению. Я, Светлана Тихановская, являюсь единственным лидером, который избран беларусским народом. И наша задача сейчас – вместе построить новую Беларусь.\n\nДва дня назад я закончила визит в Брюссель. Страны Европы поддерживают беларусский народ в требовании остановить насилие, освободить политзаключенных и провести новые – честные и прозрачные – выборы. Они готовы оказать реальную помощь – существуют серьезные инвестиционные пакеты, которые предусмотрены для Беларуси после победы демократии. \n\nИ вместе мы победим».","","","","","","","","","","","","","","","","","","",""
"","","","160","message","2020-09-23T09:58:31","Светлана Тихановская","9927689195","","","","","","","","","","bold","The New York Times снял мини-фильм о Светлане Тихановской\n\n","","","","","","","","2020-09-23T10:31:09",""
"","","","","","","","","Это 11-минутный ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","ролик","https://www.nytimes.com/2020/09/23/opinion/belarus-tikhanovskaya-opposition-leader.html","","","","","","","",""
"","","","","","","","",", который раскрывает историю Светланы и Сергея Тихановских. Светлана рассказывает, как ее решение баллотироваться в президенты в поддержку собственного супруга превратилось в готовность представлять весь беларусский народ – раз прежний президент репрессирует людей за их волеизъявление. В фильме показаны уникальные кадры из больниц и свидетельства людей, которые стали жертвами насилия со стороны силовиков во время протестов. А главное – видео содержит призыв к мировому сообществу помочь провести честные выборы нового президента – чтобы положить конец политическому кризису и дать беларусам построить свою страну для жизни.","","","","","","","","","","","","","","","","","","",""
"","","","161","message","2020-09-23T12:16:33","Светлана Тихановская","9927689195","","","","","","","1280","854","","bold","Светлана Тихановская выступила на неформальной встрече Парламентской Ассамблеи ОБСЕ по видеосвязи\n\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","В своем выступлении она осудила внезапную присягу Лукашенко на шестой срок: «Его тайная инаугурация – это попытка захвата власти. Это также означает, что после сегодняшнего дня Александр Лукашенко не является ни законным, ни легитимным главой Беларуси. Единственное решение – свободные и справедливые выборы», – сказала она.\n\nНа встрече Тихановской оппонировал депутат Палаты Представителей Андрей Савиных. Савиных подчеркнул, что Координационный Совет работал на захват власти, диалог возможен только с официально зарегистрированными партиями и организациями.\n\nТихановская поприветствовала решение ОБСЕ задействовать «московский механизм» и желание отправить мониторинговую миссию в Беларусь: «ОБСЕ могло бы содействовать диалогу внутри Беларуси для мирного решения политического кризиса и проведения новых выборов. У Лукашенко нет другого выбора, кроме как согласиться на диалог».","","","","","","","","","","","","","","","","","","",""
"","","","162","message","2020-09-24T08:08:26","Светлана Тихановская","9927689195","","","","","","","960","1280","","bold","Светлана Тихановская встретилась с главой МИД Нидерландов Стефом Блоком и послом Нидерландов в Литве Бонни Хорбах\n\n","","","","","","","","2020-09-24T08:08:38","(File not included. Change data exporting settings to download.)"
"","","","","","","","","Светлана Тихановская поблагодарила представителей Нидерландов за поддержку и солидарность с беларусским народом. Стефан Блок высказал интерес к планам Светланы Тихановской и Координационного Совета и способам проведения диалога по разрешению политического кризиса в Беларуси.\n\nМинистр подтвердил, что Нидерланды не признают легитимность Александра Лукашенко и выразил готовность способствовать в деле проведения переговоров о новых выборах. Также он заявил, что Нидерланды будут продолжать поддерживать гражданское общество Беларуси.\n\nСветлана Тихановская отдельно поблагодарила собеседников за то, что поверенный в делах Нидерландов в Беларуси Хенрикус Иоханнес ван Оостерхоут лично присутствовал на суде над Марией Колесниковой.","","","","","","","","","","","","","","","","","","",""
"","","","163","message","2020-09-25T08:10:20","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","73","864","720","","bold","Светлана Тихановская обратилась ко всем, кто поддержал идею народной инаугурации\n\n","","","","","","","","2020-09-25T08:12:43",""
"","","","","","","","","","","","","","","","","","italic","«Дорогие беларусы! \n\nЯ благодарна вам за оказанное доверие. Объявив народную инаугурацию, вы в очередной раз высказали свою волю. Но инаугурация – это праздник. А праздник не должен заканчиваться арестами, разгонами и насилием. \n\nМы с вами прикладываем все возможные усилия, чтобы настоящая инаугурация избранного народом президента в будущем все же состоялась, и на нее были приглашены все.\n\nПоэтому каждый ваш голос — на улицах, на предприятиях, в университетах — важен. И я готова сделать все, чтобы каждый голос был услышан: как внутри страны, так и за ее пределами. Спасибо, что вы не останавливаетесь. Я поддерживаю всех, кто выйдет на улицы своих городов в это воскресенье. Ведь вы выходите за себя, за свой народ и за новую Беларусь. Вместе мы сможем добиться нашей цели: новых честных выборов. И – как следствие – официальной, законной инаугурации».","","","","","","","","",""
"","","","164","message","2020-09-25T11:59:49","Светлана Тихановская","9927689195","","","","","","","1280","853","","bold","Сегодня Светлана Тихановская встретилась с заместителем помощника госсекретаря США Джорджем Кентом\n\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","Они обсудили последние события в Беларуси, возможные пути выхода из кризиса, а также потенциальное участие США, ЕС и России в организации диалога о проведении новых выборов. \n\nСветлана Тихановская поблагодарила за твердую и последовательную позицию США в отношении режима Лукашенко и напомнила про важность поддержки гражданского общества Беларуси и экономической поддержки Беларуси после демократических перемен. \n\nРанее Светлана Тихановская провела отдельные звонки с сенаторами США и депутатами палаты Представителей Конгресса США. Она напомнила о важности непризнания легитимности Лукашенко, поддержке репрессированных и санкциях против лиц, виновных в разгонах мирных протестующих. Светлана Тихановская поприветствовала возможность возвращения посла США в Беларуси, но высказала опасение, что вручение дипломатических грамот Лукашенко может быть воспринято как его признание.","","","","","","","","","","","","","","","","","","",""
"","","","165","message","2020-09-25T15:41:05","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская осудила репрессии против журналистов:","","","","","","","","2020-09-25T15:41:55",""
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","\n«Я не перестаю восхищаться беларусскими журналистами. Бесстрашные, они продолжают выполнять свою работу, несмотря на давление, угрозы и аресты. Режим боится правды. Именно благодаря журналистам мир узнал о том, что происходило в Минске в августе и продолжает происходить каждый день.\n","","","","","","","","",""
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Журналистов преследуют. У корреспондентов «Радио Свобода» забрали аккредитации. Депортировали иностранных репортеров. Шантажировали и угрожали «Белсату». В первые дни после выборов ранили журналистку «Нашей нивы» Наталью Лубневскую. Посадили фотографов Уладя Грыдзина и Александра Васюковича. Два дня назад арестовали редактора «Нашей Нивы» Егора Мартиновича. Сегодня режим заявил, что хочет лишить статуса СМИ TUT.by.\n\nВо время встреч с иностранными лидерами я говорю про поддержку беларусских СМИ. Необходима самая разная помощь: оборудование, офисы, безопасность. Пару дней назад я говорила об этом с министром иностранных дел Канады, и он обещал оказать поддержку.\n\nВ новой Беларуси нет места преследованию журналистов. В новой Беларуси нет места цензуре. В новой Беларуси журналисты будут контролировать власть, и никто не будет иметь права им в этом мешать».","","","","","","","","",""
"","","","166","message","2020-09-26T11:14:00","Светлана Тихановская","9927689195","","","","","","","1040","726","","bold","Светлана Тихановская прокомментировала сегодняшний женский марш","","","","","","","","2020-09-26T11:15:01","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","«Сегодня люди в балаклавах снова грубо задерживали беларусок. Я повторяла и повторю снова, что, как и весь мир, восхищаюсь смелостью беларусских женщин всех профессий и возрастов. Вы сильные и непобедимые. \n\nНо что насчет самих мужчин, которые, пряча лица, применяют силу по отношению к женщинам? Можно ли спокойно жить с такими мужчинами? Можно ли уважать их как мужей – если они так обращаются с нами? Можно ли оправдывать того, кто исполняет преступные приказы против собственного народа, тем, что дома он – заботливый отец и супруг?\n\nНи одна женщина не заслуживает быть задержанной за проявление своей воли. Ни одна женщина не заслуживает жить с агрессором и насильником. Ни один ребенок не заслуживает отца, который, выходя из дома, задерживает чужих отцов и матерей. Мы все достойны уважения собственного достоинства и наших гражданских прав. Мы это знаем – и поэтому нас уже не остановить».\n\n","","","","","","","","",""
"","","","","","","","","Фото: Meduza","","","","","","","","","","","","","","","","","","",""
"","","","167","message","2020-09-26T11:50:31","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская выразила соболезнования украинскому народу в связи с крушением самолёта и гибелью курсантов ВВС","","","","","","","","2020-09-26T11:50:41",""
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","«Выражаю глубокие соболезнования родным и близким погибших и всей Украине. Это тяжелая утрата для их семей и всего народа. Сердца беларусов – вместе с вами».","","","","","","","","",""
"","","","168","message","2020-09-26T13:20:32","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская дала интервью изданию «Наша нива»","","","","","","","","2020-09-26T13:21:19",""
"","","","169","message","2020-09-27T05:01:37","Светлана Тихановская","9927689195","","","","","","","1280","853","","bold","Светлана Тихановская поддержала беларусов в 50-й день мирного протеста\n\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","","","","","","","","","","italic","«Дорогие беларусы!\n\nИстория последних месяцев показывает, что мы можем всё. С того момента, как я решила подать документы в ЦИК, кажется, прошла целая жизнь. Целая жизнь самых разных событий и сложных решений, но главное — гордости за свой народ, гордость быть одной из вас.\n\nСегодня 50-й день нашего протеста, и беларусский народ сегодня снова выходит на улицы. Мы вышли остановить этот режим, и мы делаем это мирно. \n\nДемократия — это власть народа. А целый народ сильнее одного человека, ведь народ борется за свои права, свое будущее и будущее своих детей. Нас миллионы, и мы готовы нести ответственность за свои решения. Вот почему мы победим».","","","","","","","","",""
"","","","170","message","2020-09-28T05:53:08","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская призвала всех беларусов писать политзаключённым – чтобы сотрудники тюрем увидели: нас – большинство\n\n","","","","","","","","",""
"","","","","","","","","«21 сентября суд оставил под стражей одного из лидеров беларусского протеста Марию Колесникову. Мария продолжает находиться в тюрьме по абсурдному обвинению в несуществующих призывах, якобы направленных против национальной безопасности. Но её действия и высказывания публичны и известны – и очевидно, что никакой угрозы для безопасности Беларуси и людей они не несут.\n\nОрганизация «Международная амнистия» признала Машу узницей совести, ООН требует освободить её. Ведь удержание Марии незаконно, как и заключение членов Координационного Совета, правозащитников, лидеров протеста, держащего голодовку адвоката Максима Знака, претендентов на пост президента Виктора Бабарико и Сергея Тихановского.\n\nОт имени беларусского народа и представителей стран ЕС я призываю режим освободить политических заключённых. И если люди из системы не хотят слушать и не чувствуют, что нас – большинство, давайте поможем им это понять.\n\nПостоянно пишите письма политзаключённым, чтобы у работников тюрем не осталось времени ни на что, кроме чтения ваших посланий. Не переживайте о том, что вы не знакомы лично или что вам нечего сообщить адресату, – поверьте, он будет рад любому вашему письму или открытке. \n\nДля начала напишите сам текст письма, найдите ближайшее отделение почты, купите конверт с маркой и подпишите его. Все адреса политзаключённых есть ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","на сайте правозащитного центра «Весна»","http://spring96.org/ru/news/49513","","","","","","","",""
"","","","","","","",""," и доступны через VPN. Вложите дополнительный лист и конверт с маркой, чтобы вы смогли получить ответ. Можете сфотографировать штрих-коды на конвертах, тогда на сайте «Белпочты» получится отследить отправления. Если вы не можете написать от руки или отправить письмо самостоятельно – воспользуйтесь сервисом ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","«Письмо.бел»","https://xn--h1aigbl0e.xn--90ais/","","","","","","","",""
"","","","","","","","",".\n\nПишите как можно чаще и как можно большему количеству человек. ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Давайте отправим политзаключённым столько писем, чтобы и они, и даже цензоры почувствовали нашу солидарность. ","","","","","","","","",""
"","","","","","","","","Письма с воли – это важный капитал. Чем больше посланий получает человек, тем более значимым его считают даже сотрудники мест отбывания наказаний — ведь они видят: вместе мы – сила».","","","","","","","","","","","","","","","","","","",""
"","","","171","message","2020-09-28T10:04:09","Светлана Тихановская","9927689195","","","","","","","1280","853","","bold","Светлана Тихановская заявила, что поддерживает не отраслевые, а точечные и персональные санкции \n\n","","","","","","","","2020-09-28T10:04:18","(File not included. Change data exporting settings to download.)"
"","","","","","","","","","","","","","","","","","italic","«Я не предлагаю вводить общие, отраслевые экономические санкции. Я беспокоюсь, что могут пострадать частные компании и невиновные люди. Поэтому я выступаю за точечные индивидуальные санкции против конкретных личностей и предприятий, которые поддерживают или финансируют режим Лукашенко».","","","","","","","","",""
"","","","172","message","2020-09-29T01:31:04","Светлана Тихановская","9927689195","","","","","","","","","","bold","В данный момент Светлана Тихановская встречается с Эммануэлем Макроном в Вильнюсе","","","","","","","","",""
"","","","","","","","","\n\nОсновной темой разговора будет возможность организации переговоров на тему проведения новых выборов президента Беларуси и возможной медиации других стран, в том числе Франции. Ранее Эммануэль Макрон заявлял, что Лукашенко должен уйти.\n\nСветлана Тихановская поделилась планами на эту встречу:","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic"," «Очень важно, что европейские страны не остались равнодушными к происходящему в Беларуси. Франция как одна из старейших демократий отлично понимает нас. Поэтому я собираюсь напомнить господину Макрону о нашей главной цели – новых свободных и демократичных выборах, которые должны состояться в течение этого года».","","","","","","","","",""
"","","","173","message","2020-09-29T04:54:16","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская встретилась с Эммануэлем Макроном\n\n","","","","","","","","",""
"","","","","","","","","Светлана Тихановская от имени беларусского народа поблагодарила Макрона за его публичное высказывание о непризнании легитимности Лукашенко. Поддержка Франции как страны, которая всю свою историю боролась за демократию, очень ценна для Беларуси.\n\nТакже Светлана Тихановская заявила, что беларусский народ выступает за проведение новых выборов в этом году. Именно выборы должны быть темой международных переговоров, и ОБСЕ – лучшая платформа для таких переговоров. Светлана Тихановская подчеркнула, что готова говорить со всеми сторонами – в том числе с Россией – об организации переговоров и выходе Беларуси из кризиса. \n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","«На кону – человеческие жизни. Чем дольше мы погружаемся в кризис, тем больше он забирает жертв. Поэтому мы заинтересованы приступить к переговорам как можно быстрее. И я благодарна Франции за оказанное внимание. Эммануэль Макрон отлично информирован о беларусской ситуации, следит за событиями и поддерживает беларусов в нашей борьбе за свободу».","","","","","","","","",""
"","","","174","message","2020-09-29T05:50:53","Светлана Тихановская","9927689195","","","","","","","1280","853","","bold","После встречи со Светланой Тихановской Эммануэль Макрон в интервью BNS заявил о готовности помогать Беларуси","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","в переговорах о новых выборах\n\n","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","«Мы будем действовать. Я уважаю и восхищаюсь участием Светланы. Как европейцы, мы сделаем все, чтобы помочь беларусскому народу. Мы воспользуемся медиацией в формате ОБСЕ, чтобы достичь прогресса. У нас была замечательная дискуссия, и сейчас нам нужно быть прагматичными и поддержать беларусский народ. Мы сделаем все что в наших силах, поверьте мне».\n\n","","","","","","","","",""
"","","","","","","","","Фото: Белсат","","","","","","","","","","","","","","","","","","",""
"","","","175","message","2020-09-29T06:38:44","Светлана Тихановская","9927689195","","","","","","","1280","854","","bold","Встреча Светланы Тихановской и Эммануэля Макрона.","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","176","message","2020-09-29T06:38:44","Светлана Тихановская","9927689195","","","","","","","1280","856","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","177","message","2020-09-29T11:48:24","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская прокомментировала лишение TUT.by статуса СМИ на три месяца\n\n","","","","","","","","",""
