"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__reply_to_message_id","messages__file","messages__media_type","messages__mime_type","messages__duration_seconds","messages__thumbnail","messages__text__href","messages__forwarded_from","messages__actor","messages__actor_id","messages__action","messages__message_id"
"","","","15659","message","2020-09-10T13:51:41","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","",""
"","","","15660","message","2020-09-10T13:51:41","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","",""
"","","","15661","message","2020-09-10T13:51:41","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","",""
"","","","15662","message","2020-09-10T14:31:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","734","Ищем героев! Нас интересуют белорусы из IT-сферы, которые переехали в Литву, Латвию, Чехию, Эстонию или Казахстан. Не обязательно в последние недели — наоборот, чем раньше случился релокейт, тем лучше. Хотим поговорить об адаптации к новой стране, ценах и бытовых вещах. Если готовы рассказать о своем опыте переезда — пишите нам на ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","email","si@onliner.by","","","","","","","","","","","",""
"","","","","","","","","","","","",".","","","","","","","","","","","","","",""
"","","","15663","message","2020-09-10T15:13:21","2020-09-10T15:13:26","Onliner","9598013669","","","","","text_link","Светлана Алексиевич попросила ООН направить в Беларусь мониторинговую миссию.\n\n","","","","","","","https://people.onliner.by/2020/09/10/vecher-v-gorode-provlastnyj-miting-na-ploshhadi-nezavisimosti-sejm-litvy-priznal-tixanovskuyu-izbrannym-liderom-belarusi","","","","",""
"","","","","","","","","","","","","Об этом говорится в статье, написанной ею в соавторстве с главой Белорусской ассоциации журналистов Андреем Бастунцом и генеральным секретарем международной организации «Репортеры без границ» Кристофом Делуаром.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Мы призываем Генеральную Ассамблею ООН направить мониторинговую миссию, чтобы засвидетельствовать репрессии в отношении журналистов»","","","","","","","","","","","",""
"","","","","","","","","","","","",", — указывается в материале. Его авторы также призвали Организацию по безопасности и сотрудничеству в Европе ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«включить свободу печати в список приоритетных тем в рамках предложения о посредничестве в урегулировании кризиса»,","","","","","","","","","","","",""
"","","","15664","message","2020-09-11T01:42:03","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","970","485","Из больницы пропал подросток, пострадавший во время протестов.\n\nПо данным источника ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","",""
"","","","","","","","","","","","",", он находится в безопасности\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/iz-bolnicy-propal-podrostok-postradavshij-vo-vremya-protestov","","","","","","","","","","","",""
"","","","15665","message","2020-09-11T02:37:55","","Onliner","9598013669","","1280","720","Сотрудники IT-компаний записали видео в поддержку PandaDoc\n\n","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","161","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","link","https://tech.onliner.by/2020/09/10/video-v-podderzhku-pandy","","","","","","","","","","","",""
"","","","15666","message","2020-09-11T03:42:37","","Onliner","9598013669","","","","В кризисные моменты мысли о переезде возникают у многих. Но эмиграция — тяжелейший процесс, нужно позаботиться о многих вещах, в том числе и о жилье. Поэтому посмотрели, что предлагают на рынках вторичной недвижимости в ближайших к нам странах и на каких условиях белорус может эту недвижимость приобрести\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://realt.onliner.by/2020/09/11/kiev-vilnyus-varshava-nedvizhimost","","","","","","","","","","","",""
"","","","15667","message","2020-09-11T04:14:11","","Onliner","9598013669","","464","848","В Сухарево перекрашивают в зелёный цвет белые полосы на бело-красно-белой скамейке","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","53","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15668","message","2020-09-11T04:29:58","","Onliner","9598013669","","848","464","Сегодня проходит суд по делу о забастовке шахтёров «Беларуськалий». Около здания Минского областного суда перед началом заседания случилась потасовка, минимум 2-х человек задержали","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","82","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15669","message","2020-09-11T05:05:06","","Onliner","9598013669","","","","Беларусь предложила России восстановить транспортное сообщение\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/belarus-predlozhila-rossii-vosstanovit-transportnoe-soobshhenie","","","","","","","","","","","",""
"","","","15670","message","2020-09-11T05:12:02","","Onliner","9598013669","","","","В офис «Имена» пришли силовики, сообщают в соцсетях. В самом бизнес-центре ""Покровский"" уточнили, что милиция приходила, оставили ""бумажку"" и все ушли:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Я сама узнаю об этом из сетей","","","","","","","","","","","",""
"","","","","","","","","","","","",", — рассказала Екатерина Синюк, основатель ""Имена"". — Т","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","очно знаю, что приходил милиционер с письмом из ОБЭП. На него мы ответим на следующей неделе. Про балаклавы ","","","","","","","","","","","",""
"","","","","","","","","","","","","—","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic"," не знаю. Мы сейчас мало работаем в офисе, поэтому там никого нет. Сейчас кто-то поедет узнавать, что происходит","","","","","","","","","","","",""
"","","","","","","","","","","","","»\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/v-ofis-imena-prixodili-siloviki-ostavili-pismo-i-ushli","","","","","","","","","","","",""
"","","","15671","message","2020-09-11T05:22:21","2020-09-11T05:23:15","Onliner","9598013669","","","","Жена Дмитрия Семченко говорит, что Дмитрий провел ночь на Окрестина, а сегодня его будут судить. Ему вменяют участие в несанкционированном массовом мероприятии\n\n","","","15639","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/dmitriya-semchenko-budut-segodnya-sudit","","","","","","","","","","","",""
"","","","15672","message","2020-09-11T05:46:15","2020-09-11T05:47:41","Onliner","9598013669","","","","В суде Фрунзенского района началось заседание по делу Семченко. Согласно протоколу, 16 августа Семченко с 14:30 до 15:10 находился на проспекте Победителей и участвовал в несанкционированном митинге, выкрикивал лозунги.\n\n","","","15671","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Я признаю, что в это время был там, но я тогда там был как журналист и с соответствующим удостоверением. Общался с людьми, чтобы выяснить обстоятельства и мнения, почему они там находятся. Я выяснял как журналист ситуацию. Мне нужно было понять, что чувствует общество. Я журналист и занимал очень ответственный пост. Я не могу сказать, что принимал участие в митинге. У меня не было ни флага, ни транспаранта , ни к чему не призывал»","","","","","","","","","","","",""
"","","","15673","message","2020-09-11T05:46:27","2020-09-11T05:56:48","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1226","974","","","","15672","","","","","","","","","","",""
"","","","15674","message","2020-09-11T05:54:54","2020-09-11T05:56:57","Onliner","9598013669","","","","Дмитрия Семченко признали виновным по ч. 1 ст. 23.34 и назначили ему 15 суток ареста.","","","15672","","","","","","","","","","",""
"","","","15675","message","2020-09-11T05:58:52","","Onliner","9598013669","","","","Официально: Лукашенко приедет в Россию 14 сентября.\n\nПо словам Пескова, подписания документов и пресс-конференции во время визита не планируется:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Возможно, мы проинформируем вас об итогах этих переговоров. Мы обязательно постараемся это сделать»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/oficialno-lukashenko-priedet-v-rossiyu-14-sentyabrya","","","","","","","","","","","",""
"","","","15676","message","2020-09-11T06:40:04","","Onliner","9598013669","","","","Заведено уголовное дело по событиям 6 сентября ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«сопряженных с явным неповиновением законным требованиям сотрудников милиции, а также повлекших нарушение работы общественного транспорта, учреждений и организаций»","","","","","","","","","","","",""
"","","","","","","","","","","","","  сообщает СК\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/sk-zavel-ugolovnoe-delo-po-sobytiyam-6-sentyabrya","","","","","","","","","","","",""
"","","","15677","message","2020-09-11T07:21:44","","Onliner","9598013669","","","","Сотрудники PandaDoc не могут получить зарплату: счета компании заблокированы\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://tech.onliner.by/2020/09/11/sotrudniki-pandadoc-ne-mogut-poluchit-zarplatu-scheta-kompanii-zablokirovany","","","","","","","","","","","",""
"","","","15678","message","2020-09-11T08:26:43","2020-09-11T11:30:22","Onliner","9598013669","","","","АТН: Кравцов и Родненков были опрошены в ДФР из-за хищения денег Минского часового завода. \n\nКомментарий адвоката Кравцова:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Из ДФР мне до сих пор никто не позвонил, никакого ответа на мое обращение нет. При этом в понедельник, по словам Кравцова, он находился именно в здании ДФР. Просил, чтобы уведомили его адвоката, но этого никто не сделал»","","","","","","","","","","","",""
"","","","","","","","","","","","",".","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","\n","","","","","","","","","","","",""
"","","","","","","","","","","","","\nЧто касается информации о перечислении денег в адрес подконтрольных Кравцову индивидуальных предпринимателей, по словам Пыльченко, Кравцов такую схему отрицает.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Но поскольку у нас нет никаких документов из ДФР, которые бы показывали суть претензий правоохранительных органов, комментировать все, что написали в СМИ, я не могу. Позицию ДФР мы не знаем до сих пор»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/kravcov-i-rodnenkov","","","","","","","","","","","",""
"","","","15679","message","2020-09-11T08:55:50","2020-09-11T08:58:31","Onliner","9598013669","","1280","720","В прошлые выходные посол Украины в Беларуси Игорь Кизим возвращался из Киева в Минск на машине с дипломатическими номерами. В пункте пропуска белорусские пограничники попросили его открыть багажник. Посол расценил это как начало дипломатической войны.\n\n—","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","80","","","","","","",""
"","","","","","","","","","","","","","italic"," Вы Венскую конвенцию знаете?","","","","","","","","","","","",""
"","","","","","","","","","","",""," — уточняет Игорь Кизим.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","— Знаем,","","","","","","","","","","","",""
"","","","","","","","","","","",""," — отвечает пограничник. — ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","Веские причины есть.","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n—","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic"," Вы делаете свою работу очень правильно. Я открою багажник. Вы ищете людей или что-то другое. Но этим вы делаете очень плохой шаг. Мы начинаем дипломатическую войну, вы хотите этого?\n","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","— Никак нет","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/gpk-opublikoval-video-s-osmotrom-mashiny-posla-ukrainy","","","","","","","","","","","",""
"","","","15680","message","2020-09-11T09:15:38","","Onliner","9598013669","","","","Сотрудникам PandaDoc предъявлено обвинение по части 4 статьи 209 — «Мошенничество, совершенное организованной группой либо в особо крупном размере» (лишение свободы на 3—10 лет со штрафом).\n\nАдвокат Антон Гашинский отметил, что обвинение не конкретизировано и роли фигурантов дела не раскрыты. Сотрудники PandaDoc заявили о своей невиновности.\n\nТеперь обвиняемые сотрудники останутся под стражей на два месяца\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://tech.onliner.by/2020/09/11/sotrudnikam-pandadoc-predyavleno-obvinenie-oni-ostayutsya-pod-strazhej","","","","","","","","","","","",""
"","","","15681","message","2020-09-11T09:36:21","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","825","В соцсетях репостят фото умершего с гематомами, которого нашли в реке. В УВД Минского облисполкома прокомментировали эту фотографию. По их словам, найденный мертвым человек — мужчина, который пропал 16 августа, ему был 61 год. По данным милиции, на протяжении 15 последних лет у этого мужчины были проблемы со здоровьем.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Он инвалид второй группы, страдал синдромом Паркинсона, провалами в памяти и плохо передвигался. Он уже трижды уходил из дома и блуждал в неизвестном направлении. Ранее добираться домой ему помогали сотрудники милиции и неравнодушные граждане. Предварительно, видимых телесных повреждений на теле этого пожилого мужчины не нашли. На данный момент проводятся экспертизы»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/v-seti-repostyat-foto-umershego-s-gematomami-kotorogo-nashli-v-reke-chto-eto-za-ono-i-otkuda-18","","","","","","","","","","","",""
"","","","15682","message","2020-09-11T10:15:06","","Onliner","9598013669","","","","Сегодня в Люблине состоялась встреча Вишеградской группы: руководителей правительств Польши, Чехии, Словакии и Венгрии. Одним из вопросов был белорусский. После этого в твиттере польского премьер-министра появилось такое сообщение:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","""Мы знаем, насколько важно для торговли, чтобы инфраструктура между нашими странами была как можно лучше. Мы хотим предложить безвизовый въезд для Беларуси. Это экономический пакет, который мы хотим предложить на заседании Совета Европы""","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/polskij-premer-ministr-moraveckij-my-xotim-predlozhit-bezvizovyj-vezd-dlya-belarusi","","","","","","","","","","","",""
"","","","15683","message","2020-09-11T11:23:42","","Onliner","9598013669","","","","Генпрокуратура взялась за МВД, МЧС, СК, Министерство образования и Министерство здравоохранения, а также исполнительные комитеты Минска и областей: они ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","недорабатывали в обеспечении общественного порядка","","","","","","","","","","","",""
"","","","","","","","","","","","",".\n\nТакже в Генпрокуратуре отметили, что признаны недостаточными действия компетентных органов по привлечению родителей к ответственности за участие их детей в массовых беспорядках\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/genprokuratura-vzyalas-za-mvd","","","","","","","","","","","",""
"","","","15684","message","2020-09-11T12:42:24","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","550","Адвокату Илье Салею выбрали меру ограничения свободы в виде заключения под стражу. Из изолятора временного содержания на Окрестина он переведен в СИЗО на Володарского. Напомним, сейчас Илья Салей является подозреваемым по ч. 3 ст. 361 «О захвате власти» вместе с Максимом Знаком и Марией Колесниковой\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/11/vecher-pyatnicy","","","","","","","","","","","",""
"","","","15685","message","2020-09-11T12:49:22","","Onliner","9598013669","","1280","720","Задержания на площади Независимости около Красного костёла\n\nВидео ","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","mention","@rian_ru","","","","","","","","","","","",""
"","","","15686","message","2020-09-11T13:16:55","","Onliner","9598013669","","1280","720","Ещё одно видео задержаний около Красного костёла","","","15685","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15687","message","2020-09-11T13:30:45","","Onliner","9598013669","","1280","720","N.R.M. на концерте во дворе возле проспекта Машерова","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","38","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15688","message","2020-09-11T13:37:09","","Onliner","9598013669","","720","1280","Атмосфера на концерте во дворе Маяка Минска","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15689","message","2020-09-11T13:57:35","","Onliner","9598013669","","720","1280","","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15690","message","2020-09-11T13:57:35","","Onliner","9598013669","","720","1280","«Площадь перемен» сегодня вечером","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15692","message","2020-09-11T14:42:22","","Onliner","9598013669","","848","464","Концерт сегодня прошёл и в Новой Боровой. Выглядел он так","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","120","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15693","message","2020-09-11T15:29:28","","Onliner","9598013669","","1280","720","В Лебяжем сегодня тоже была вечеринка. Когда она уже заканчивалась, приехали силовики, попросили людей разойтись. Люди и так собирались расходиться, поэтому поблагодарили за просьбу. Силовики уехали, люди ещё немного постояли и ушли","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","40","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15694","message","2020-09-12T05:01:13","2020-09-12T05:45:42","Onliner","9598013669","(File not included. Change data exporting settings to download.)","500","501","Зараз час, калі ніхто не адчувае сабе ў бяспецы. Незразумелыя людзі безпадставова хапаюць на вуліцах людзей, уламваюцца ў кватэры і офісы, з'дзяйсьняюць ператрусы. Ніякай сістэмы ў іх дзеяньнях няма. Гэта сьвядомы тэрор. Яны хочуць дэмаралізаваць\nграмадства, не разумеючы, што толькі павялічваюць хвалю пратэста. Піт Паўлаў прадставўляе сваю новую песьню ""Валадарка"", якая прысьвячаецца  ўсім вязьням сумленьня і асабіста Марыі Калесьнікавай якую зараз незаконна  ўтрымліваюць на Валадарцы. ""Я напісаў гэтую песьню да падзеяў апошняга часу""--  распавядае Піт Паўлаў, -- ""Але ж у ёй вядзецца пра адчуваньні чалавека, які гвалтоўна пазбаўлены найвялікшай каштоўнасьці -- Свабоды.Тут толькі гітара і голас, але ж ў тым месця, дзе гучыць рытм, я выкарыстаў цалкам нечаканы інструмэнт. Я біўся галавою аб сьцяну."" Паслухаць песьню магчыма па агульнай спасылцы\n \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://band.link/valadarka","","","","","","","","","","","",""
"","","","15695","message","2020-09-12T05:04:19","","Onliner","9598013669","","","","Хроника субботы: \n\n👉 Белорусы продолжают поддерживать друг друга в сложных ситуациях. Остался без работы? Переобучись.\n\n👉 МВД отчиталось, что 11 сентября было задержано 32 человека.\n\n👉 Заявление МВД: «Ущерб возместят участники протестных акций»\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/12/den-goroda-vzaimovyruchka-i-statistika-ot-mvd-subbota-v-minske","","","","","","","","","","","",""
"","","","15696","message","2020-09-12T05:19:06","","Onliner","9598013669","","","","Если вдруг среди вас есть те, кто решил сегодня самостоятельно без государства организовать субботник, и навести порядок в своем дворе, пришлите нам парочку фото и рассказ об этом: сколько человек принимало участие, и что вы успели сделать. А мы напишем о вас в нашем материале. Писать можно в наш бот: ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@newsonliner_bot","","","","","","","","","","","",""
"","","","15697","message","2020-09-12T05:41:20","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","1100","Аналитики проекта «Кошт урада» специально для Onliner проанализировали доходы и траты консолидированного бюджета страны. За первые полгода мы ушли в минус на 2,2 млрд рублей. Эксперты считают, что увеличение расходов бюджета было чрезмерным и неоправданным. По их словам, перед страной уже в ближайшем будущем встанет острый вопрос об источниках финансирования дефицита бюджета. И это на фоне того, что МВФ отказал Беларуси в $940 млн экстренной поддержки\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/12/na-chto-gosudarstvo-tratilo-byudzhet","","","","","","","","","","","",""
"","","","15698","message","2020-09-12T06:12:19","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","Скульптура Змея Горыныча, размещенная в сквере на улице Руссиянова, заиграла новыми красками\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://realt.onliner.by/2020/09/12/belo-krasno-belyj-zmej-gorynych","","","","","","","","","","","",""
"","","","15699","message","2020-09-12T06:12:19","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","15700","message","2020-09-12T06:38:51","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","686","Около 13 часов читатели сообщили, что в городе появились силовики. На проспекте Независимости замечена колонна автомобилей, предназначенных для перевозки личного состава.","","","","","","","","","","","","","",""
"","","","15701","message","2020-09-12T06:39:25","","Onliner","9598013669","","","","Появились новости о Марии Колесниковой. Пресс-секретарь штаба Виктора Бабарико Глеб Германчук сообщил нам, что Марию перевели в Жодино (до этого она находилась в СИЗО на Володарского в Минске): «Эту информацию озвучила ее адвокат Людмила Казак. Причину перевода не сообщили».","","","","","","","","","","","","","",""
"","","","15702","message","2020-09-12T06:40:46","","Onliner","9598013669","","","","В минувшую среду преподаватели МГЛУ записали видеообращение с осуждением действий силовиков. Непосредственно в записи ролика приняли участие около двух десятков человек. Однако с озвученными тезисами согласно гораздо большее количество преподавателей, а именно — 140.  Сегодня сотрудники МГЛУ обновили свое видео, дополнив его фамилиями всех, кто поддержал студентов\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://youtu.be/c90zl7fv_iw","","","","","","","","","","","",""
"","","","15703","message","2020-09-12T07:36:10","","Onliner","9598013669","","","","Белорусское телевидение продолжает генерировать репортажи на насущные темы. В частности, Агентство теленовостей подготовило ролик под названием «Финансовая сторона протестов. Компания PandaDOC». В течение пяти минут корреспонденты исследуют деятельность компании, в том числе используют кадры из фильма Юрия Дудя про Силиконовую долину. В частности АТН утверждает, что компания PandaDOC спонсировала марши женщин.\n\nВ то же время стоит помнить, что процесс по делу еще продолжается, а судебное решение о виновности либо отсутствии вины пока не вынесено. Onliner также связался с Микитой Микадо и попросил прокомментировать репортаж и высказанные в нем мысли. Как только ответ от бизнесмена будет получен, мы опубликуем его.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://tech.onliner.by/2020/09/12/atn-kompaniya-pandadoc","","","","","","","","","","","",""
"","","","15704","message","2020-09-12T08:03:18","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","На площади Cвободы собрались участницы женского марша. Сейчас здесь несколько сотен человек. По периметру квартала микроавтобусы. Все готово к началу мирного собрания.\n\nМилиция предупреждает о незаконности мероприятия, все как обычно.","","","","","","","","","","","","","",""
"","","","15705","message","2020-09-12T08:03:18","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","",""
"","","","15706","message","2020-09-12T08:05:05","","Onliner","9598013669","","","","Со словами: движение - жизнь и мы гуляем, женщины двинулись в свой поход. Количество людей и шум растёт на глазах (и ушах). Пока обходили ратушу по кругу, число выросло в два раза и готово приблизиться к тысяче. Милиция начала задержания.","","","","","","","","","","","","","",""
"","","","15707","message","2020-09-12T08:13:06","","Onliner","9598013669","","464","848","Девушки окружили автобус силовиков, куда ранее посадили задержанных.","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15708","message","2020-09-12T08:15:46","","Onliner","9598013669","","720","1280","На подмогу людям в зеленом, прибыл ОМОН в черном. Девушек прижали к кафе и окружили. \n\nХронику марша с фото будем обновлять вот здесь по ссылке ","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/09/12/zhenskij-marsh","","","","","","","","","","","",""
"","","","15709","message","2020-09-12T08:27:00","","Onliner","9598013669","","720","1280","На площадь прибыло подкрепление силовикам в «автозаках» и микроавтобусах","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15710","message","2020-09-12T08:28:00","","Onliner","9598013669","","720","1280","Нина Багинская на площади Свободы попыталась заблокировать проезд «автозака»","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15711","message","2020-09-12T08:37:53","","Onliner","9598013669","","464","848","Тем временем на площадь пришла новая колонна девушек из нескольких сотен человек. Митинг восстановился в количестве. Все переходят на сторону к французскому посольству и направились в сторону Немиги. Люди с рациями обсуждают, что делать. Похоже, что у силовиков сегодня будет не самый легкий день.","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15712","message","2020-09-12T08:54:00","2020-09-12T09:02:49","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","960","Девушки двинулись в сторону дворца спорта, но там на парковке их ждут люди в масках. Увидев их, митинг разворачивается и идёт обратно, в сторону Немиги. Автозаки также разверулись и поехали вслед.","","","","","","","","","","","","","",""
"","","","15713","message","2020-09-12T09:02:58","","Onliner","9598013669","","720","1280","На Немиге женский марш ушел под мост и с речевками прошелся по улице Зыбицкой.","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15714","message","2020-09-12T09:04:19","","Onliner","9598013669","","848","464","Задержания на площади Свободы в одном видео.","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","304","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15715","message","2020-09-12T09:05:26","","Onliner","9598013669","","464","848","На Немиге женский марш ушел под мост, а затем прошёлся с речевками по улице Зыбицкой.","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15716","message","2020-09-12T09:12:44","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","Девушки вышли на проспект в районе цирка. К ним присоединилась еще одна женская колонна. Сейчас марш насчитывает несколько тысяч человек. На вопросы друг другу о плане, отвечают «Женский план».","","","","","","","","","","","","","",""
"","","","15717","message","2020-09-12T09:12:44","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","",""
"","","","15718","message","2020-09-12T09:12:44","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","",""
"","","","15719","message","2020-09-12T09:12:44","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","",""
"","","","15720","message","2020-09-12T09:21:31","","Onliner","9598013669","","464","848","Женский марш на площади Победы. Участницы скандируют ""Трибунал!""","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","15721","message","2020-09-12T09:30:48","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","852","Женский марш 12 сентября в Минске","","","","","","","","","","","","","",""
"","","","15722","message","2020-09-12T09:30:48","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","852","","","","","","","","","","","","","","",""
"","","","15723","message","2020-09-12T09:30:48","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","852","","","","","","","","","","","","","","",""
"","","","15724","message","2020-09-12T09:30:48","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","852","","","","","","","","","","","","","","",""
