"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__edited","messages__reply_to_message_id","messages__text__type","messages__text__text","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__text__href","messages__sticker_emoji","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","12377","message","2020-08-24T06:18:50","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","964","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12378","message","2020-08-24T06:18:50","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","884","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12379","message","2020-08-24T06:18:50","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","875","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12380","message","2020-08-24T06:18:50","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","852","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12381","message","2020-08-24T06:18:50","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","880","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12382","message","2020-08-24T06:18:50","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","884","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12383","message","2020-08-24T06:18:51","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","878","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12384","message","2020-08-24T06:18:51","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","872","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12385","service","2020-08-24T06:45:48","","","","","","","","","","","","","","","","","Чай з малинавым варэннем","9658888691","pin_message","12171","","","","","","","",""
"","","","12386","message","2020-08-24T06:46:58","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1013","700","Лукашенко рассказал, что мешает сократить заболеваемость коронавирусом","2020-08-24T06:47:00","","","","","","","","","","","","","","","","","","","","",""
"","","","12387","message","2020-08-24T07:39:15","Чай з малинавым варэннем","9658888691","","1280","720","У театра Янки Купалы сегодня","2020-08-24T07:39:19","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","","","","","","","","","","","",""
"","","","12388","message","2020-08-24T07:53:15","Чай з малинавым варэннем","9658888691","","","","Силами ведущего аналитика ЧВК “Синий Пикничок” (позывной “Шериф”) провели разбор и модный приговор эквипа Николая Лукашенко. Исходя их начальных данных (оператор камеры в вертолете в советской молодости увлекался пережатием в джипег) было сложно определить модель бронежилета, но фотография из бункера помогла нам это сделать.\n\nКак мы видим на модели бронежилет (или как сейчас модно говорить “плитник”) Tactec Plate Carrier от американского производителя 5.11 в раскраске “olive/драб”. Данную модель удалось идентифицировать благодаря неортодоксальной конструкции подвесной молле-системы (вместо нашитых строп, в материале лазером вырезаются отверстия, исполняющие ту же задачу), четко видна “эвакуационная петля” (чтобы можно было тащить раненного бойца), а также на системе плечевой регулировки слева видна небольшая бирка 5.11. Стоимость такого бронежилета составляет $199.99 + стоимость бронеплит. Бронежилет предполагает ношение с двумя SAPI пластинами (~$500-3000 в зависимости от класса зашиты за две плиты), хотя вполне могут использоваться отечественные бронеплиты типа “Гранит” (~$400 за две плиты 5а или 6а классов защиты).\n\nПро наполнение интегрированной в бронежилет разгрузочной системы (подсумки и т.п.) сказать сложно из-за очень плохого качества фото, но невооруженным глазом заметно что пользователь навесил их по принципу “штобы как у Джейсона Стэйтема”, а не по их функциональной необходимости и быстроте доступа к боекомплекту, первой медицинской помощи. На груди виден тактический яркий красно-зеленый патч с флагом (дающий +10 к меткости стреляющих по тебе противников), вынесенное на грудь устройство PTT (push-to-talk) связанное с радиостанцией Юмор-ФМ, а так же навесные подсумки под магазины АК серии. Также четко видны на левой стороне тактические боевые ножницы. Аналитик очень долго смеялся, но потом вспомнил что пару лет тоже ходит с такими и как-то он очень удачно разрезал ими невероятно прочную упаковку шоколадки. Наполняемость боковых подсумков не дает увидеть качество наполнения, но после изучения фото ведущими аналитиками сложилось ашчушчэние что это подсумки под iPhone а также отрывной подсумок под медикаменты для пожилого родственника. Общая стоимость подсумков сложно оценить не зная производителя, но в среднем похожий комплект наши специалисты собрали бы примерно за $150.\n\nШлем в раскрасе “olive/драб” было сложно идентифицировать в связи с тем что многие производители следуя заданной компаниями Ops Core и Crye Precision модой массово копируют дизайн купола и обвеса. Но после бутылочки обеденного пива мы идентифицировали шлем как “Спартанец-3” от российского производителя 5.45 Design (как видно из названия, фирма занимается копированием западных фирм, но с балалайками и хохломой). Цена такого шлема составляет $1050, но прямо сейчас на сайте действует скидка и шлем можно приобрести всего за $955.\n\nИтого, грубо подсчитав сколько денег из бюджета ушло на вооружение 15-летней модели, мы получили минимальную цифру в $1800 потраченную на этот бал-маскарад. Стоит отметить, что средства можно было потратить более рационально, например заменив шлем на более дешевые аналоги в виде кепочки, или вообще потратив всю сумму например на здравоохранение.","","","","","SINIY PIKNICHOK Intelligence Team","","","","","","","","","","","","","","","","",""
"","","","12389","message","2020-08-24T07:54:51","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1024","563","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12390","message","2020-08-24T07:59:10","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","720","481","Четырех сотрудников Белгосфилармонии вызвали в РУВД. Они выходили на акцию у своего же здания с плакатами и пели песни","2020-08-24T07:59:13","","","","","","","","","","","","","","","","","","","","",""
"","","","12391","message","2020-08-24T08:03:14","Чай з малинавым варэннем","9658888691","","640","334","Хорошее вчерашнее видео, которое показывает белорусский народ и отношение власти к нему","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","45","","","","","","","","","","","",""
"","","","12392","message","2020-08-24T08:15:12","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1199","658","Same energy","","","","","","","","","","","","","","","","","","","","","",""
"","","","12393","message","2020-08-24T08:30:50","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1437","855","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12394","message","2020-08-24T09:13:43","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","720","1280","РОКК\nЕБОЛ","","","","","","","","","","","","","","","","","","","","","",""
"","","","12395","message","2020-08-24T09:21:30","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","926","1074","Испанский стыд. Ждём, когда птиц и комаров начнут сбивать","","","","","","","","","","","","","","","","","","","","","",""
"","","","12396","message","2020-08-24T09:26:40","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1432","1355","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12397","message","2020-08-24T09:41:31","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","964","768","Ещё одна серия дикости от властей. \n\nТеперь безопасности угрожают флажки в Литве, а всем несогласным предлагается валить подальше","","","","","","","","","","","","","","","","","","","","","",""
"","","","12398","message","2020-08-24T09:43:38","Чай з малинавым варэннем","9658888691","","","","Когда пытаешься создать образ внешнего врага, но есть только флажки и шарики","","12397","","","","","","","","","","","","","","","","","","","",""
"","","","12399","message","2020-08-24T09:44:28","Чай з малинавым варэннем","9658888691","","","","Иронично, что у госсекретаря Совбеза БЧБ фон на картинке","","12397","","","","","","","","","","","","","","","","","","","",""
"","","","12400","message","2020-08-24T09:56:55","Чай з малинавым варэннем","9658888691","","1280","720","Теперь совершенно очевидно, что Минобороны спасло нас от вторжения НАТО","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","","","","","","","","","","",""
"","","","12401","message","2020-08-24T09:58:47","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","394","Ну не на россиянах же испытывать","","","","","","","","","","","","","","","","","","","","","",""
"","","","12402","message","2020-08-24T10:03:33","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","756","636","Говорят, бумажный самолётик из Украины на подлёте","","","","","","","","","","","","","","","","","","","","","",""
"","","","12403","message","2020-08-24T10:24:26","Чай з малинавым варэннем","9658888691","","","","Немецкие врачи подтвердили, что Алексей Навальный был отравлен","2020-08-24T10:38:53","","","","","","","","","","","","","","","","","","","","",""
"","","","12404","message","2020-08-24T11:11:46","Чай з малинавым варэннем","9658888691","","640","360","","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","","","","","","",""
"","","","12405","message","2020-08-24T11:15:15","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","369","414","Присоединяемся к поздравлениям!","","","","","","","","","","","","","","","","","","","","","",""
"","","","12406","message","2020-08-24T11:31:32","Чай з малинавым варэннем","9658888691","","","","Светлану Алексиевич и Павла Латушко вызвали в следственный комитет в связи с уголовным делом по факту создания Координационного совета","","","","","","","","","","","","","","","","","","","","","",""
"","","","12407","message","2020-08-24T11:49:03","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","800","Олды тут?","","","","","","","","","","","","","","","","","","","","","",""
"","","","12408","message","2020-08-24T11:50:53","Чай з малинавым варэннем","9658888691","","","","Лукашенко уволил посла Беларуси в Словакии Игоря Лещеню, первого из белорусских дипломатов, который поддержал протесты","","","","","","","","","","","","","","","","","","","","","",""
"","","","12409","message","2020-08-24T12:43:05","Чай з малинавым варэннем","9658888691","","720","1280","Ничего необычного, типичный вечер в Минске","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","","","","","","","","","","","",""
"","","","12410","message","2020-08-24T13:30:10","Чай з малинавым варэннем","9658888691","","1280","720","АААААААААААААА","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","","","","","","","","","","","",""
"","","","12411","message","2020-08-24T13:36:02","Чай з малинавым варэннем","9658888691","","1920","1080","СРОЧНО ВЫЗЫВАЙТЕ ИСТРЕБИТЕЛИ!!!","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","4","","","","","","","","","","","",""
"","","","12412","service","2020-08-24T13:38:00","","","","","","","","","","","","","","","","","Чай з малинавым варэннем","9658888691","pin_message","12171","","","","","","","",""
"","","","12413","message","2020-08-24T13:44:56","Чай з малинавым варэннем","9658888691","","608","640","Уголовники штурмуют дом правительства","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","","","","","","","","","",""
"","","","12414","message","2020-08-24T14:12:24","Чай з малинавым варэннем","9658888691","","","","","","","link","https://www.instagram.com/p/CEPBTjrHgUr/","","","","","","","","","","","","","","","","","",""
"","","","12415","message","2020-08-24T14:30:40","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","960","Когда перепутал мовы в методичке","","","","","","","","","","","","","","","","","","","","","",""
"","","","12416","message","2020-08-24T14:51:53","Чай з малинавым варэннем","9658888691","","","","Читатели пишут, иностранные провокаторы подсунули нам кадр, на котором БТ показывает вырезку из украинской передачи, отсюда и наложение двух языков.\n\nВызвали боевой вертолёт, проводим внутреннее расследование.","","12415","","","","","","","","","","","","","","","","","","","",""
"","","","12417","message","2020-08-24T15:52:23","Чай з малинавым варэннем","9658888691","","640","640","","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","60","","","","","","","","","","","",""
"","","","12418","message","2020-08-24T16:43:15","Чай з малинавым варэннем","9658888691","","640","352","Эпичное видео из Ганцевичей: когда решили устроить открытый микрофон на митинге за Лукашенко, но что-то пошло не так\n\nВидео: ","2020-08-24T16:43:28","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","279","","","","","","","","","","","",""
"","","","","","","","","","","","","","","link","https://1reg.by/","","","","","","","","","","","","","","","","","",""
"","","","12419","message","2020-08-24T17:37:53","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1000","1000","Цифра дня","","","","","","","","","","","","","","","","","","","","","",""
"","","","12420","message","2020-08-25T02:07:10","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","505","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12421","service","2020-08-25T02:43:10","","","","","","","","","","","","","","","","","Чай з малинавым варэннем","9658888691","pin_message","12171","","","","","","","",""
"","","","12422","message","2020-08-25T02:51:08","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","828","546","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12423","message","2020-08-25T03:15:33","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","960","Павел Латушко возле Следственного комитета. Люди пришли его поддержать","","","","","","","","","","","","","","","","","","","","","",""
"","","","12424","message","2020-08-25T03:25:17","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","456","502","Стабильность набирает обороты","","","","","","","","","","","","","","","","","","","","","",""
"","","","12425","message","2020-08-25T04:02:02","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1108","601","Инвестиционный климат продолжает улучшаться","","","","","","","","","","","","","","","","","","","","","",""
"","","","12426","message","2020-08-25T04:14:31","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","900","514","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12427","message","2020-08-25T04:27:26","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1906","998","Ситуация следующая","2020-08-25T04:27:29","","","","","","","","","","","","","","","","","","","","",""
"","","","12428","message","2020-08-25T05:14:53","Чай з малинавым варэннем","9658888691","","","","До обвинения народа в очередной девальвации рубля осталось 3 дня","","","","","","","","","","","","","","","","","","","","","",""
"","","","12429","message","2020-08-25T05:20:34","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1374","372","Если ваша вечеринка не похожа на эту...","2020-08-25T05:20:37","","","","","","","","","","","","","","","","","","","","",""
"","","","12430","message","2020-08-25T05:50:58","Чай з малинавым варэннем","9658888691","","640","640","Художественная постановка от белорусских медиков","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","animation","video/mp4","9","","","","","","","","","","","",""
"","","","12431","message","2020-08-25T06:17:21","Чай з малинавым варэннем","9658888691","","1280","720","Ой, 3 дня ждать не пришлось. В очередном обвале экономики уже виноваты коронавирусные больные и протестующие","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","","","","","","","","","","","",""
"","","","12432","message","2020-08-25T06:18:37","Чай з малинавым варэннем","9658888691","","","","За 26 лет была построена сильнейшая экономика, которую сломали 20 протестующих (","","","","","","","","","","","","","","","","","","","","","",""
"","","","12433","message","2020-08-25T06:30:10","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","850","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12434","message","2020-08-25T07:07:18","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","705","375","«Плюс еще напрягли экономическую обстановку эти хождения по улицам, так называемые акции, митинги — никто же деньги из них не считает,» — Лукашенко","","","","","","","","","","","","","","","","","","","","","",""
"","","","12435","message","2020-08-25T07:07:18","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","512","256","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12436","message","2020-08-25T07:07:18","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","865","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12437","message","2020-08-25T07:07:18","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","880","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12438","message","2020-08-25T07:13:41","Чай з малинавым варэннем","9658888691","","1280","720","Минск сейчас","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","","","","","","","","","","","",""
"","","","12440","message","2020-08-25T08:09:54","Чай з малинавым варэннем","9658888691","","848","464","«Почему в кабинете физики должен висеть портрет человека, который временно руководит государством? Меня просили Ньютона снять» \n\nвидео ","2020-08-25T08:10:32","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","","","","","","","","","",""
"","","","","","","","","","","","","","","mention","@euroradio","","","","","","","","","","","","","","","","","",""
"","","","12441","message","2020-08-25T08:12:11","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","712","У Министерства образования собрались учителя, студенты и их родители, протестующие против заявлений и отношения Лукашенко к учителям","","","","","","","","","","","","","","","","","","","","","",""
"","","","12442","message","2020-08-25T08:19:12","Чай з малинавым варэннем","9658888691","","640","640","Автозаками уже никого не удивить, но везти колонну ОМОНа на митинг учителей это уже просто смешно","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","","","","","","",""
"","","","12443","message","2020-08-25T08:30:24","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","680","Привезли водомёты - учителей пугать","","","","","","","","","","","","","","","","","","","","","",""
"","","","12444","message","2020-08-25T08:37:31","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","960","1280","Нагнали автозаков и спецтехники","","","","","","","","","","","","","","","","","","","","","",""
"","","","12445","message","2020-08-25T08:37:31","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12446","message","2020-08-25T08:57:42","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","960","1280","Поддержка учителей со стороны государства, так сказать","2020-08-25T08:58:22","","","","","","","","","","","","","","","","","","","","",""
"","","","12447","message","2020-08-25T09:04:57","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","749","На митинге учителей провели минуту молчания, после чего скандировали ""Не забудем, не простим""","","","","","","","","","","","","","","","","","","","","","",""
"","","","12448","message","2020-08-25T09:04:57","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","767","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12449","message","2020-08-25T09:04:57","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","775","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12450","message","2020-08-25T09:04:57","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","772","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12451","message","2020-08-25T09:11:52","Чай з малинавым варэннем","9658888691","","","","🇧🇾","","","","","","","","","","","","","","","","","","","","","",""
"","","","12452","message","2020-08-25T09:12:03","Чай з малинавым варэннем","9658888691","","","","Лул, Дуров вернул флаг","","","","","","","","","","","","","","","","","","","","","",""
"","","","12453","message","2020-08-25T09:13:38","Чай з малинавым варэннем","9658888691","","","","Это замена стандартного 🇧🇾 эмодзи. Вангуем лютый бомбёж в ябатька-каналах и чатах","","","","","","","","","","","","","","","","","","","","","",""
"","","","12454","message","2020-08-25T09:17:42","Чай з малинавым варэннем","9658888691","","","","Чтобы фича работала в настройках должны быть включены большие эмодзи","","12451","","","","","","","","","","","","","","","","","","","",""
"","","","12455","message","2020-08-25T09:25:18","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","960","На Комаровку свежий коронавирус подвезли и разгружают","","","","","","","","","","","","","","","","","","","","","",""
"","","","12456","message","2020-08-25T09:54:01","Чай з малинавым варэннем","9658888691","","854","480","«Наша Нива» ","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","55","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","опубликовала","","","","","","","","","","","https://nn.by/?c=ar&i=257859","","","","","","",""
"","","","","","","","","","",""," видео, где видно, как 10 августа спецназовец умышленно стреляет в журналистку «НН» Наталью Лубневскую. Ее ранило резиновой пулей","","","","","","","","","","","","","","","","","","","","","",""
"","","","12457","message","2020-08-25T10:19:26","Чай з малинавым варэннем","9658888691","","","","Ольге Ковальковой и Сергею Дылевскому присудили по 10 суток ареста.","2020-08-25T10:24:54","","","","","","","","","","","","","","","","","","","","",""
"","","","12458","message","2020-08-25T10:39:19","Чай з малинавым варэннем","9658888691","","","","Митрополит Павел покинул должность главы БПЦ. Новым Патриархшим экзархом всея Беларуси назначен епископ Борисовский и Марьиногорский Вениамин. Впервые БПЦ возглавил белорус","2020-08-25T10:40:09","","","","","","","","","","","","","","","","","","","","",""
"","","","12459","message","2020-08-25T11:20:37","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1276","956","У Беларуси два союзника: коронавирус и пропаганда","","","","","","","","","","","","","","","","","","","","","",""
"","","","12460","message","2020-08-25T11:43:05","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","960","На площади Независимости, несмотря на дождь, собралось много людей","","","","","","","","","","","","","","","","","","","","","",""
"","","","12461","message","2020-08-25T12:10:12","Чай з малинавым варэннем","9658888691","","1280","720","","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","","","","","","","","","",""
"","","","12462","message","2020-08-25T12:17:34","Чай з малинавым варэннем","9658888691","","1280","720","Атмосфера на провластном митинге на Комаровке","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","","","","","",""
"","","","12463","message","2020-08-25T12:37:53","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","849","731","На провластном митинге уютно","","","","","","","","","","","","","","","","","","","","","",""
"","","","12464","message","2020-08-25T13:13:35","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","846","854","Не все белорусы одинаково культурны","","","","","","","","","","","","","","","","","","","","","",""
"","","","12465","message","2020-08-25T13:21:52","Чай з малинавым варэннем","9658888691","","640","544","«У моих детей карта Поляка. Сын работает за границей. Но все за Лукашенко. В Бобруйске работы нет. Он жил здесь работал, копейки получал. Ну развалили в Бобруйске всё до Лукашенко»","2020-08-25T13:23:42","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","56","","","","","","","","","","","",""
"","","","12466","service","2020-08-25T13:30:52","","","","","","","","","","","","","","","","","Чай з малинавым варэннем","9658888691","pin_message","12171","","","","","","","",""
"","","","12467","message","2020-08-25T13:33:09","Чай з малинавым варэннем","9658888691","","720","1280","Безработные наркоманы устроили шабаш на площади Независимости","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","","","","","","","","","","","",""
"","","","12468","message","2020-08-25T13:40:11","Чай з малинавым варэннем","9658888691","","848","624","В Бресте сегодня тоже собрались люди","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","","","","","",""
"","","","12469","message","2020-08-25T13:45:23","Чай з малинавым варэннем","9658888691","","464","848","Белорусы классные!","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","","","","","","","","","","","",""
"","","","12470","message","2020-08-25T13:50:07","Чай з малинавым варэннем","9658888691","","1280","720","Митинг здорового белоруса","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","","","","","","","","","",""
"","","","12471","message","2020-08-25T14:00:55","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","960","1280","Прогулка в Бресте","","","","","","","","","","","","","","","","","","","","","",""
"","","","12472","message","2020-08-25T14:06:46","Чай з малинавым варэннем","9658888691","","480","270","Ещё немного сегодняшних минских террористов","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","41","","","","","","","","","","","",""
"","","","12473","message","2020-08-25T14:10:55","Чай з малинавым варэннем","9658888691","","608","640","Как похорошела Каменная Горка при безработных наркоманах","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","","","","","","","","","","","",""
"","","","12474","message","2020-08-25T14:17:16","Чай з малинавым варэннем","9658888691","","","","Читатели пишут, что в Минске хватают одиночных людей с флагами, будьте осторожны","","","","","","","","","","","","","","","","","","","","","",""
"","","","12475","message","2020-08-25T14:28:52","Чай з малинавым варэннем","9658888691","","848","464","Белорусы исполнили «Погоню» на весь ТЦ Столица в Минске\n\n","2020-08-25T14:29:11","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","106","","","","","","","","","","","",""
"","","","","","","","","","","","","","","mention","@tutby_official","","","","","","","","","","","","","","","","","",""
"","","","12476","message","2020-08-25T14:31:11","Чай з малинавым варэннем","9658888691","","","","Если вас вдруг начнёт накрывать безысходность - посмотрите это видео. Ну и на белорусов, которые каждый вечер собираются на Независимости, конечно","","12475","","","","","","","","","","","","","","","","","","","",""
"","","","12477","message","2020-08-25T14:39:44","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","960","640","Площадь Независимости сегодня","","","","","","","","","","","","","","","","","","","","","",""
"","","","12478","message","2020-08-25T14:48:21","Чай з малинавым варэннем","9658888691","","480","270","","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","65","","","","","","","","","","","",""
"","","","12479","message","2020-08-25T15:22:31","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","959","1280","Станцыя ""Наркаманская""\n\n","2020-08-25T15:24:10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","link","instagram.com/godofbelarus/","","","","","","","","","","","","","","","","","",""
"","","","12480","message","2020-08-25T15:51:10","Чай з малинавым варэннем","9658888691","","406","720","Никто не смеет перебивать белорусов, когда они поют ""Купалинку"". НИКТО.","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","89","","","","","","","","","","","",""
"","","","12488","message","2020-08-25T16:11:23","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1125","1115","Больше крутых белорусов:\n","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","link","instagram.com/godofbelarus/","","","","","","","","","","","","","","","","","",""
"","","","12489","message","2020-08-25T16:11:23","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1125","1103","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12490","message","2020-08-25T16:11:23","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1125","1097","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12491","message","2020-08-25T16:11:23","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1125","1107","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12492","message","2020-08-25T16:11:23","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1125","1116","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12493","message","2020-08-25T16:11:23","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1125","1100","","","","","","","","","","","","","","","","","","","","","","",""
