"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__title","messages__reply_to_message_id"
"","","","","","","","","","","","","","hashtag","#СалідарныЯ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," и БАЖ приглашают журналистов и журналисток на группу психологической поддержки. В ситуации ежедневного стресса и напряжения очень важно иметь безопасное пространство, где можно делиться переживаниями, обсуждать, реагировать, искать решения и получать поддержку.\n\nПродолжительность группы: 4 встречи раз в неделю по вторникам\nПервая встреча: 29 сентября (далее - 6, 13 и 20 октября)\nВремя: 15:00 - 17:00\n\nСостав группы: до 9 человек, неизменный на все 4 встречи\nРегистрации принимаются до 28 сентября включительно.\n\nГруппу будет вести Марина Кончиц, практикующая психолог, магистр психологии, гештальт-терапевт, системный семейный психолог, супервизор, ведущая групп. \n\nРЕГИСТРАЦИЯ\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://docs.google.com/forms/d/e/1FAIpQLSd57J9A0TaO0aWUYZDv_qjS7eEFuK3mWIekXbHCmggZIJtm0A/viewform?gxids=7757","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nТакже: Группа поддержки для журналистов и журналисток (онлайн)\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://docs.google.com/forms/d/e/1FAIpQLScYSoNByqkD0in9LuD6lgU-MSLtOI5KyWmtfR7rt7RVY9ndOA/viewform?gxids=7757","","","","","","","","","","","","","","","","","","",""
"","","","1971","message","2020-09-25T04:07:21","","БАЖ / BAJ","9691800322","","","","","bold","Арыштаванага рэдактара «Нашай нівы» выклікаюць у суд па адміністратыўнай справе\n\n","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","","","","","","","","","","Як ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","паведаміла","https://www.facebook.com/adaria.gushtyn/posts/4597446090295450","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold"," Адар’я Гуштын","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", жонка зьняволенага галоўнага рэдактара «Нашай нівы», яе мужу прыслалі пазоў у суд.\nЯгору Марціновічу прыйшоў пазоў у суд Заводзкага раёна Менска, на панядзелак, 28 верасьня ў 10.00. У ім сказана, што ў адносінах Ягора вядзецца адміністратыўны працэс — за ўдзел у несанкцыянаваным мітынгу.\n\nАдар’я Гуштын лічыць, што гэта можа быць справа па факце ягонага затрыманьня 11 жніўня, калі спэцназаўцы выцягнулі яго з машыны, закінулі ў аўтазак, зьбілі, ноч трымалі на зямлі каля Заводзкога РУУС, а пасьля перавезьлі ў жодзінскую турму. Агулам ён быў затрыманы 2.5 сутак.","","","","","","","","","","","","","","","","","","","","",""
"","","","1972","message","2020-09-25T04:34:36","2020-09-25T04:41:43","БАЖ / BAJ","9691800322","","","","","bold","У судзе Маскоўскага раёна пачынаюцца суды над затрыманымі ўчора ля Акрэсціна журналістамі Алесем Любенчуком і Дзянісам Ганчарэнкам.\n\nІх вінавацяць не толькі ў працы без акрэдытацыі, але і непадпарадкаванні міліцыянтам. Два пратаколы, ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","журналістам пагражаюць суткі","https://baj.by/be/content/pobach-z-izalyataram-na-akrescina-zatrymali-zhurnalistau-ih-buduc-sudzic-u-kozhnaga-pa-dva","","","","","","","","","","","","","","","","","",""
"","","","1973","message","2020-09-25T04:49:11","2020-09-25T04:51:06","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1111","717","❓","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","КОЛЬКІ ЖУРНАЛІСТАЎ ЗА КРАТАМІ НА ДАДЗЕНЫМ МОМАНТ?\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Гэта пытанне нам задаюць кожны дзень. Часта гэтая лічба мяняецца па некалькі разоў на дзень.\n\nВы заўсёды можаце паглядзець актуальную інфармацыю у ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","нашай базе рэпрэсій\n\n","https://baj.by/be/analytics/represii-suprac-zhurnalistau-u-belarusi-u-2020-godze-tablica-abnaulyaecca","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Тут ёсць інфармацыя пра ўсе выпадкі рэпрэсій, пра якія нам вядома. Унізе табліцы ёсць ЛІЧЫЛЬНІКІ\n\nТабліца таксама ёсць ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","па-ангельску","https://baj.by/en/analytics/repressions-against-journalists-belarus-2020-chart","","","","","","","","","","","","","","","","","",""
"","","","1974","message","2020-09-25T05:20:46","2020-09-25T05:21:29","БАЖ / BAJ","9691800322","","","","","bold","❗️❗️❗️Стала вядома, што ўчора позна ўвечары ў Мінску быў таксама затрыманы аператар, сябра Беларускай асацыяцыі журналістаў Павел Патапаў.\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Ён здымаў падзеі на Партызанскім праспекце, куды прыехаў АМАП і ўсіх затрымаў.\n\nНоч наш калега правёў на Акрэсціна, цяпер родныя чакаюць працэсу над журналістам у судзе Завадскога раёна","","","","","","","","","","","","","","","","","","","","",""
"","","","1976","message","2020-09-25T06:38:43","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","853","","bold","Беларускія медыя распачалі кампанію салідарнасці з журналістам Ягорам Марціновічам. +","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","ФОТА для распаўсюду\n\n","https://baj.by/be/content/belaruskiya-medyya-raspachali-kampaniyu-salidarnasci-z-zhurnalistam-yagoram-marcinovicham","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","❗️ Беларуская асацыяцыя журналістаў заклікае калег дзяліцца інфармацыяй пра затрыманне рэдактара ""Нашай Нівы"" Ягора Марціновіча і патрабаваць ад уладаў яго вызвалення.\n\n❗️❗️Галоўны рэдактар ""Нашай Нівы"" Ягор Марціновіч з'яўляецца падазраваным па арт. 188 Крымінальнага кодэкса (паклёп). Ад 23 верасня ён знаходзіцца ў ізалятары, у кватэры журналіста быў ператрус. \n\n❗️❗️❗️Нагодаю стала публікацыя інтэрв'ю з Уладам Сакалоўскім, у якім згадваецца намеснік міністра ўнутраных спраў Беларусі Аляксандр Барсукоў.  Сакалоўскі расказаў, што падчас адбыцця арышту на Акрэсьціна яго збіваў меркавана намеснік міністра МУС Аляксандр Барсукоў.","","","","","","","","","","","","","","","","","","","","",""
"","","","1977","message","2020-09-25T07:08:25","","БАЖ / BAJ","9691800322","","","","","bold","Магілёў. Затрыманага у сераду рэдактара сайта ""Магілёўскі рэгіён"", сябра БАЖ Змітра Салаўёва суд пакараў арыштам на 7 сутак","","","","","","","","","","","","","","","","","","",""
"","","","1978","message","2020-09-25T07:15:33","2020-09-25T07:52:53","БАЖ / BAJ","9691800322","","","","","bold","❗️Затрыманага ўчора ля Акрэсціна журналіста Белсата Дзяніса Ганчарэнку пакаралі арыштам на 12 сутак + штраф 30 базавых за працу без акрэдытацыі. Суд над Алесем Любенчуком яшчэ ідзе","","","","","","","","","","","","","","","","","","",""
"","","","1980","message","2020-09-25T07:58:28","","БАЖ / BAJ","9691800322","","","","","bold","Просім прабачэння за недакладную інфармацыю. Суд над журналістам Белсата Алесем Любенчуком яшчэ ідзе.\n\nСёння яго калегу Дзяніса Ганчарэнку пакаралі арыштам на 12 сутак + штраф 30 базавых. Чакаем рашэння па Алесю Любенчуку","","","","","","","","","","","","","","","","","","",""
"","","","1981","message","2020-09-25T08:00:25","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","790","1200","","bold","Каталіцкія вернікі звярнуліся ў Белтэлерадыёкампанію з просьбай вярнуць на хвалі Першага нацыянальнага канала Беларускага радыё трансляцыю Імшы, якая да 23 жніўня вялася кожную нядзелю ў 8.15 з архікатэдральнага касцёла ў Менску.\n\n","","","","","","Белсат","","","","","","","","","","","","",""
"","","","","","","","","","","","","На радыё заявілі, што самі вырашаць, якія перадачы даваць у эфір.\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","Крыніца: ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","catholic.by","https://catholic.by/3/news/belarus/12243-radio","","","","","","","","","","","","","","","","","",""
"","","","1982","message","2020-09-25T08:24:23","2020-09-25T08:25:16","БАЖ / BAJ","9691800322","","","","","bold","❗️Цяпер ужо дакладна. Затрыманага ўчора ля Акрэсціна журналіста Белсата Алеся Любенчука таксама  пакаралі арыштам на 12 сутак + штраф 30 базавых за працу без акрэдытацыі\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Перад гэтым арышт 12 сутак і штраф атрымаў яшчэ адзін журналіст Дзяніс Ганчарэнка","","","","","","","","","","","","","","","","","","","","",""
"","","","1983","message","2020-09-25T09:40:02","2020-09-25T10:01:12","БАЖ / BAJ","9691800322","","","","❗️Затрыманага ўчора ў Мінску аператара і сябра БАЖ Паўла Патапава суд Заводскага раёна пакараў арыштам на 15 сутак. Пратакол па арт 23.34 ч.1 КаАП – «парушэньне парадку арганізацыі і правядзеньня масавых мерапрыемстваў».\n\nПатапава затрымалі ўчора на Партызанскім праспекце ў раёне ст. м. Магілёўская. Ён здымаў акцыю пратэсту","","","","","","","","","","","","","","","","","","","","",""
"","","","1984","message","2020-09-25T11:06:00","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","734","Сёлета салідарнасць беларусаў не ведае межаў! Беларускія медыя змясцілі заклікі з патрабаваннем вызваліць галоўнага рэдактара «Нашай Нівы» Ягора Марціновіча, які зараз ","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","знаходзіцца","https://nashaniva.by/?c=ar&i=259699","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," ў ІЧУ на Акрэсціна. Мы шчыра дзякуем калегам!\n\nАкцыю салідарнасці падхапілі ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","TUT.BY","https://www.tut.by/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Onliner","https://www.onliner.by/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Радыё Свабода","https://www.svaboda.org/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Белсат","https://belsat.eu/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Naviny.by","https://naviny.by/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," і ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","БелаПАН","https://belapan.by/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Dev.by","https://dev.by/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Tribuna.com","https://tribuna.com/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","БАЖ","https://baj.by/be","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Press Club","https://press-club.by/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Медыязона","https://zona.media/","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," і многія іншыя.\n\nЖурналіст — не злачынца. \nСвабоду Ягору Марціновічу! \n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","","","","","","",""
"","","","1985","message","2020-09-25T11:06:00","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","824","","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","1986","message","2020-09-25T11:06:00","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","657","","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","1987","message","2020-09-25T11:06:00","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","881","","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","1988","message","2020-09-25T11:06:00","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","804","","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","1989","message","2020-09-25T11:06:00","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","860","","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","1990","message","2020-09-25T11:06:00","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","858","","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","1991","message","2020-09-25T11:06:00","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","733","","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","1992","message","2020-09-25T11:06:00","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","548","","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","1994","message","2020-09-25T13:15:33","","БАЖ / BAJ","9691800322","","","","","bold","TUT.BY можа страціць статус СМІ па пазову Міністэрства інфармацыі\n\n","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","","","","","","","","","","Міністэрства інфармацыі зьвярнулася ў суд з пазовам аб спыненьні выпуску інтэрнэт-выданьня ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". Гэта азначае, што па рашэньні суду ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," можа страціць статус сродку масавай інфармацыі, аднак зможа працягнуць сваю працу ў якасьці ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","інтэрнэт-рэсурсу бяз статусу СМІ. \n\n","https://news.tut.by/society/701850.html","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Пасяджэньне прызначанае на 8 кастрычніка ў эканамічным судзе Менску. Падставай для прад'яўленьня пазову сталі  папярэджаньні, вынесеныя раней Міністэрствам інфармацыі.\n\nПачынаючы з 7 жніўня 2020 году ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," атрымаў чатыры папярэджаньні.","","","","","","","","","","","","","","","","","","","","",""
"","","","1996","message","2020-09-25T16:05:29","","БАЖ / BAJ","9691800322","","","","Ціханоўская асудзіла рэпрэсіі супраць журналістаў і СМІ","","","","","","","","","","","","","","","","","","","","",""
"","","","1997","message","2020-09-25T16:05:30","","БАЖ / BAJ","9691800322","","","","","bold","Светлана Тихановская осудила репрессии против журналистов:","","","","","","Светлана Тихановская","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","\n«Я не перестаю восхищаться беларусскими журналистами. Бесстрашные, они продолжают выполнять свою работу, несмотря на давление, угрозы и аресты. Режим боится правды. Именно благодаря журналистам мир узнал о том, что происходило в Минске в августе и продолжает происходить каждый день.\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","Журналистов преследуют. У корреспондентов «Радио Свобода» забрали аккредитации. Депортировали иностранных репортеров. Шантажировали и угрожали «Белсату». В первые дни после выборов ранили журналистку «Нашей нивы» Наталью Лубневскую. Посадили фотографов Уладя Грыдзина и Александра Васюковича. Два дня назад арестовали редактора «Нашей Нивы» Егора Мартиновича. Сегодня режим заявил, что хочет лишить статуса СМИ TUT.by.\n\nВо время встреч с иностранными лидерами я говорю про поддержку беларусских СМИ. Необходима самая разная помощь: оборудование, офисы, безопасность. Пару дней назад я говорила об этом с министром иностранных дел Канады, и он обещал оказать поддержку.\n\nВ новой Беларуси нет места преследованию журналистов. В новой Беларуси нет места цензуре. В новой Беларуси журналисты будут контролировать власть, и никто не будет иметь права им в этом мешать».","","","","","","","","","","","","","","","","","","",""
"","","","1999","message","2020-09-26T02:40:47","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","960","Першыя хвіліны на волі галоўнага рэдактара «Нашай Нівы» Ягора Марціновіча.","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","2000","message","2020-09-26T02:55:31","","БАЖ / BAJ","9691800322","","856","482","Ягор Марціновіч каментуе сваё затрыманне і кажа, як прайшлі трое сутак на Акрэсціна. ","","","","","","","","Наша Нiва","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","","","","","","","",""
"","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","","","","","","",""
"","","","2001","message","2020-09-26T02:55:31","","БАЖ / BAJ","9691800322","","856","482","","","","","","","","","Наша Нiва","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","51","","","","","","","",""
"","","","2002","message","2020-09-26T04:04:15","","БАЖ / BAJ","9691800322","","","","У ","","","","","","","","Klaskouski","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.by","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," могут отобрать статус сетевого издания. Иск на этот счет подал в суд Мининформ.\n\nНамерение сокрушить суперпопулярное и одно из самых профессиональных СМИ Беларуси четко обозначилось, когда это ведомство с мрачной репутацией стало раз за разом лепить порталу предупреждения по довольно мелким поводам.\n\nМожно, конечно, делать сайт и без статуса СМИ, но тогда теряются некоторые важные права, например законно присутствовать на массовых мероприятиях и передавать оттуда инфу. А сейчас самая горячая инфа — именно оттуда.\n\nВласти с их топорным мышлением, наверное, давно без лишних заморочек заблокировали бы ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.by","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", как заблокировали «Салідарнасць», ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","Naviny.by","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," и кучу других раздражающих ресурсов, но слишком уж много белорусов привыкло заходить на этот мегапортал, пользоваться его почтой и другими сервисами. Так что решено удушать постепенно и прежде всего сбивать политическую составляющую.\n\nВообще же такого дикого наступления на негосударственные медиа не было давно. Можно припомнить разве что канун выборов 2006 года, когда из монополизированной государством системы подписки и распространения выбросили десятка полтора газет, включая «Нашу ніву» и «Народную волю». Интернет тогда еще не казался режиму таким опасным.\n\nСейчас тоже наехали на печатные СМИ, отказались печатать и распространять ряд изданий.\n\nНо теперь еще и ограничивают доступ к общественно-политическим интернет-ресурсам, и лишают аккредитации, и массово вяжут журналистов. Лепят им сутки за якобы участие в несанкционированных мероприятиях и даже координацию протестов, хотя ежу понятно, что люди просто делают свою работу.\n\nИ если бы только сутки: главреду «Нашай нівы» Егору Мартиновичу грозит серьезный срок по статье о клевете. Причем дело пахнет банальной местью силовиков.\n\nИм страшно не хочется сейчас светиться в СМИ. Потому так прессуют фотокоров, операторов. За этой яростью читается страх. Значит, не очень-то верят в незыблемость режима, боятся судов при новой власти.\n\nГромя профессиональные СМИ, власти поступают тупо еще и потому, что потребители инфы плотнее подсаживаются на телеграм-каналы, где все гораздо резче, где режим костят, не выбирая выражений. И где, в конце концов, идет мобилизация на протесты.\n\nЯ уж не говорю о том, что крушится принятая самими властями концепция информационной безопасности. В слепой ярости режим уничтожает действительно национальные СМИ, при этом давая здесь простор циничным варягам-пропагандистам из Москвы.\n\nВпрочем, белорусские независимые СМИ — по-настоящему крепкие орешки. Правдивая информация все равно будет находить путь к потребителю. Даже печатные издания выкручиваются, а что уж говорить об интернете. Онлайн-медиа создают сайты-зеркала, активнее работают на других платформах — в социальных сетях, мессенджерах. На любой яд находится противоядие. На любой запрет — обходной маневр.\n\nНа этой войне белорусские журналисты показывают себя отличными профи и настоящими героями. И скорее церберы обломают зубы, чем сдадутся независимые СМИ.\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://naviny.by/new/20200925/1601053774-mininform-podal-isk-o-lishenii-tutby-statusa-setevogo-smi","","","","","","","","","","","","","","","","","","",""
"","","","2003","message","2020-09-26T05:19:32","","БАЖ / BAJ","9691800322","","","","","bold","Галоўны рэдактар ","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold"," Ягор Марціновіч напісаў ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","у фэйсбуку","https://www.facebook.com/jahor.marcinovich/posts/3329809927073084","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold"," пра сваё затрыманне:\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Я на свабодзе. Хаця б на два дні, а там як будзе, так будзе. Зараз хочацца дагнаць навіны за тры дні і неяк вярнуцца да сувязі, хоць канфіскаваныя ноўтбук і мабільнік.\n\nДва галоўныя пытанні, якія па-ранейшаму цікавяць міліцыю. А паколькі ім адказы рэальна цікавыя, то задаваў іх не толькі аперупаўнажаваны, які прыехаў на нефармальную размову ў адсутнасць адваката, але і дзіўны сусед па камеры Міша з 8 ходкамі за крадзяжы.\n1. ""Колькі ты заплаціў дыджэю Сакалоўскаму за яго сенсацыйныя прызнанні"". Нуль, ""Наша Ніва"" не плаціць героям матэрыялаў, а Сакалоўскага я не бачыў ніколі ў жыцці.\n2. ""Навошта табе ўсё гэта? З'ехаў бы ў Літву, як Ціханоўская. Няўжо ты такі патрыёт, што гатовы сядзець 15 гадоў за сваю ідэю?"" Не хацелася б, канечне, але калі трэба, то трэба. Пазіцыя Калеснікавай вартая пераймання.\n\n15 гадоў мне пакуль не пагражае, але ў камеры давялося сустрэцца з Паўлам Юхневічам і Яўгенам Афнагелем, якім шыюць ""масавыя беспарадкі"". Яны трымаюцца бадзёра і, відаць, у глыбіні душы спадзяюцца, што Беларусь пераможа і вызваліць іх.","","","","","","","","","","","","","","","","","","","","",""
"","","","2004","message","2020-09-26T06:21:48","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1006","374","Журналістка ","","","","","","","","Белсат","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Адар'я Гуштын","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," пасля вызвалення ейнага мужа, галоўнага рэдактара «Нашай Нівы» ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Ягора Марціновіча","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," напісала ў Facebook пра магчымасць зʼяўлення ў сеціве парнаграфічнага відэа з іх удзелам.\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Адкажу ўсім адным каментаром: іх задача – нас зламаць, каб Ягор сказаў тое, што ім трэба, таму яны будуць выкарыстоўваць усе даступныя ім метады – затрыманні, злівы «кампрамату», пагрозы. Мы добра гэта ведаем. Пазіцыю змяняць не збіраемся, з’язджаць за мяжу таксама. Мы на сваёй зямлі, закон на нашым баку».","","","","","","","","","","","","","","","","","","",""
"","","","2005","message","2020-09-26T07:20:08","","БАЖ / BAJ","9691800322","","","","Міліцыя правярае дакументы ў журналістаў на Камароўцы","","","","","","","","","","","","","","","","","","","","",""
"","","","2006","message","2020-09-26T07:20:08","","БАЖ / BAJ","9691800322","","1920","1080","Менск, міліцыянты падышлі да журналістаў, якія працуюць на маршы жанчын, і просяць, каб яны трымаліся на адлегласьці ад сілавікоў","","","","","","","","Радыё Свабода — Беларусь","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","38","","","","","","","",""
"","","","2007","message","2020-09-26T08:01:57","","БАЖ / BAJ","9691800322","","","","‼️ На Камароўцы затрымалі карэспандэнтку ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","«Эўрарадыё»","https://t.me/euroradio/8299","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Юлію Матузаву. Перад затрыманьнем у яе праверылі акрэдытацыю — і затрымалі нягледзячы на тое, што акрэдытацыя дзейная, а журналістка мела пасьведчаньне і камізэльку «Прэса»","","","","","","","","","","","","","","","","","","","","",""
"","","","2008","message","2020-09-26T08:02:58","","БАЖ / BAJ","9691800322","","640","480","На Камароўцы працуе здымачная група Раша Тудэй з Канстанцінам Прыдыбайлам. Паслухайце, што яму кажуць жанчыны. ","","","","","","","","Наша Нiва","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","59","","","","","","","",""
"","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","","","","","","",""
"","","","2009","message","2020-09-26T08:03:39","","БАЖ / BAJ","9691800322","","","","❗На Камароўцы затрымалі таксама журналістку Марыю Грыц","","","","","","","","","","","","","","","","","","","","",""
"","","","2010","message","2020-09-26T08:05:46","2020-09-26T08:06:06","БАЖ / BAJ","9691800322","","","","Журналістку Еўрарадыё Юлію Матузаву вызвалілі.\n\nЮлію Матузаву адпусцілі пасля прыкладна 10 хвілінаў знаходжання ў бусіку. Прыйшоў міліцыянт (у форме, у масцы), сказаў, што з яе акрэдытацыяй усё ў парадку, маўляў, працуйце далей.","","","","","","","","","","","","","","","","","","","","",""
"","","","2012","service","2020-09-26T08:53:39","","","","(File not included. Change data exporting settings to download.)","640","640","","","","","БАЖ / BAJ","9691800322","edit_group_photo","","","","","","","","","","","","","","",""
"","","","2013","message","2020-09-26T09:50:39","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","852","","bold","АМАП затрымлівае журналістку «Нашай Нівы» Кацю Карпіцкую падчас акцыі пратэсту ў Менску. ","","","","","","Белсат","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nФота: Аліса Ганчар / ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","belsat.eu","","","","","","","","","","","","","","","","","","",""
"","","","2014","message","2020-09-26T09:51:17","","БАЖ / BAJ","9691800322","","","","","text_link","Затрымалі","https://t.me/motolkohelp/14453","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," ","","","","","","","","","","","","","","","","","","","","",""
