"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__reply_to_message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__sticker_emoji"
"","","","","","","","","","","","",". Похоже, они наблюдают за ЦИП, где сейчас около 500 человек интересуются судьбой задержанных родственников и знакомых.","","","","","","","","","","","","","","","","",""
"","","","3008","message","2020-08-11T12:49:34","2020-08-11T13:02:51","отчислено","9910498247","(File not included. Change data exporting settings to download.)","750","374","Навальный ответил Коржу: «Про «видосов на месяц вперёд» очень нехорошо написано, Такое впечатление, что это люди развлекаются и тиктоки записывают. А это же кадры, как безоружных людей избивают дубинами и расстреливают резиновыми пулями только за то, что они требуют честного подсчёта голосов и сменяемости власти. Не такое уж чрезмерное требование за 26 лет.🤍❤️🤍»","","","","","","","","","","3005","","","","","","",""
"","","","3009","message","2020-08-11T13:04:41","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1148","580","За сутки система обхода интернет-цензуры Psiphone зафиксировала более чем 2,7 млн подключений, 3 дня назад таких подключений было практически 0.","","","","","","","","","","","","","","","","",""
"","","","3010","message","2020-08-11T13:21:28","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","828","592","Корж отредактировал пост, сделав акцент на том, что почему-то протесты нужно прекратить именно сегодня, добавил, что обращаться к силовикам бесполезно, а бороться необходимо и нужно идти до конца.","","","","","","","","","","3005","","","","","","",""
"","","","3011","message","2020-08-11T13:25:34","","отчислено","9910498247","","","","Сообщают о взрывах и стрельбе в Серебрянке, там много людей, машины сигналят","","","","Чай з малинавым варэннем","","","","","","","","","","","","",""
"","","","3013","message","2020-08-11T13:59:52","","отчислено","9910498247","","","","«Мирные переговоры» с внутренними войсками на «Пушкинской» сменились брутальными задержаниями, как только подъехал автобус с ОМОНом. Крепыши в черном налетели на стоящих людей, кого-то положили на асфальт, кому-то надавали лещей. Наш корреспондент отмечает, что протестующие никак не провоцировали конфликт.","","","","Onliner","","","","","","","","","","","","",""
"","","","3014","message","2020-08-11T14:06:34","","отчислено","9910498247","","","","В МВД ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","объявили","https://t.me/tutby_official/10218","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", что информацию о задержанных можно получить круглосуточно\n\nЖурналистка тутбай позвонила и получила следующую информацию: «нам неизвестно, где находятся люди».\n🤷‍♂️","","","","","","","","","","","","","","","","",""
"","","","3015","message","2020-08-11T14:12:57","2020-08-12T06:21:16","отчислено","9910498247","(File not included. Change data exporting settings to download.)","905","1280","⚡⚡⚡ВНИМАНИЕ, важная информация, максильмально распространите данный пост, чтобы у большего количества людей появился интернет и они смогли узнать о том, что сейчас происходит в стране!\n\nВ связи  с постоянными перебоями сети Интернетна сайте ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","http://168.119.51.14/","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," сделана специальная подборка программ для всех видов утройстви операционных систем:\n\nЧтобы их установить необходимо перейти по ссылке и в увиденном окошке выбрать папку исходя из того для какого устройства и операционной системы вы их ставите\n\nСкачиваете программы, устанавливаете и запускаете - только при включенном впн будет более менее работать интернет.","","","","","","","","","","","","","","","","",""
"","","","3016","message","2020-08-11T14:20:28","","отчислено","9910498247","","1280","720","Силовики повалили на землю молодого парня. Парень кричит, что ему 15 лет. \n\nЖенщина рядом говорит ""Послушайте свою совесть хоть раз"". В руках у силовиков граната.","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","131","","","","","","","",""
"","","","3017","message","2020-08-11T14:30:37","2020-08-11T14:36:12","отчислено","9910498247","","720","1280","Видео с Пушкинской вчера, виден выстрел сотрудника, после чего протестующий начал пошатываться, далее была направлена вторая винтовка (подсвечивается фонариком) и ещё два выстрела. Человек падает.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","48","","","","","","","",""
"","","","3018","message","2020-08-11T14:54:40","","отчислено","9910498247","","640","360","❗️","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","177","","","","","","","",""
"","","","","","","","","","","","","","bold","Обращение Марии Колесниковой","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","❗️","","","","","","","","","","","","","","","","",""
"","","","3019","message","2020-08-11T15:01:16","","отчислено","9910498247","","","","ОМОН на Космонавтов.\n\nда, речь про улицу, а не стычку разных подразделений МВД. \nP.S. Не знаю как в других странах, в Беларуси иногда силовиков, что разгоняют мирных протестующих называют «космонавтами».","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","","","","","","","","",""
"","","","3021","message","2020-08-11T15:07:59","","отчислено","9910498247","","","","","bold","Расшифровка обращения Марии Колесниковой:\n","","","","","","","","3018","","","","","","",""
"","","","","","","","","","","","","\n«Мы сочувствуем всем пострадавшим и их родственникам. Мы готовы помочь тем, кто в этом нуждается. Теперь мы хотим сосредоточиться на взаимопомощи. Мы призываем всех неравнодушных присоединиться к волонтерскому движению и помочь пострадавшим. Мы с болью смотрим на происходящее в стране.\n\nМы просим нынешнюю власть не игнорировать волю народа. Не топить её в воде из водомётов, не заглушать гранатами, не калечить пулями, не забивать дубинкой, не запирать в камерах.\n\nМы видим на улицах обычных людей, которые хотят перемен. Мы видим пенсионеров, разговаривающих с ОМОНом, мы видим взрослых людей, они плачут, глядя, как четверо сотрудников силовых структур затаскивают парня с рюкзаком в автозак.\n\nМы просим нынешнюю власть прекратить насилие, прислушаться к воле народа. Эти люди не исчезнут, они уже не смогут забыть происходящее. Они не смогут жить как раньше. Им не сотрёшь память, их заставишь подчиняться, не испугаешь, не исправишь. Им нужны перемены.\n\nВластям сложно признать, что перемен хотят не иллюзорные кукловоды из-за границы, а сами белорусы хотят перемен. Мы просим власть найти в себе силы и посмотреть в лицо воле народа. Просим власть прислушаться к белорусам.\n\nБелорусы! Те, кто в форме, те, кто в штатском, берегите себя и тех, кто вас окружает. Наши жизни, свобода, здоровье и безопасность - самые важные вещи. Мы любим вас, вы невероятны!»","","","","","","","","","","","","","","","","",""
"","","","3022","message","2020-08-11T15:08:40","","отчислено","9910498247","","","","Всё что нужно знать о Беларуси — ОМОН вламывается в подъезды жилых домов, чтобы задержать укрывшихся в них людей.","","","","Беларусь головного мозга","","","","","","","","","","","","",""
"","","","3023","message","2020-08-11T15:15:24","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","863","902","МИД Беларуси отреагировал на заявления Европейских стран по поводу прошедших выборов.","","","","","","","","","","","","","","","","",""
"","","","3024","message","2020-08-11T15:27:23","2020-08-11T15:31:18","отчислено","9910498247","","","","На Каменной горке люди пытаются строить баррикады. Перекрыли несколько полос. БЧБ И КЗ флаги вместе.","","","","","","","","","","","","","","","","",""
"","","","3025","message","2020-08-11T15:30:47","2020-08-11T15:33:56","отчислено","9910498247","","","","На каменной горке протестующие разобрали тротуар и швыряют плитку в автозак.","","","","","","","","","","","","","","","","",""
"","","","3026","message","2020-08-11T15:34:01","","отчислено","9910498247","","","","ГАИ перекрыла движение из Каменной Горки в центр по улице Притыцкого.","","","","Onliner","","","","","","","","","","","","",""
"","","","3027","message","2020-08-11T15:39:21","","отчислено","9910498247","","","","На развязке в районе «Пушкинской» несколько парней вытащили на центр дороги скамейку и мусорные баки, пытаются сооружать баррикады и останавливать движение.","","","","","","","","","","","","","","","","",""
"","","","3028","message","2020-08-11T15:40:46","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","996","Стоимость отключения интернета в Беларуси: 56 401 874 доллара в сутки.\nПрописью: пятьдесят шесть с-половиной миллионов долларов США в сутки.","","","","","","","","","","","","","","","","",""
"","","","3029","message","2020-08-11T15:42:32","","отчислено","9910498247","","624","640","Милиция материт, жестоко избивает и угрожает оружием байкерам. ПРОСТО НЕТ СЛОВ!","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","46","","","","","","","",""
"","","","3030","message","2020-08-11T15:44:08","","отчислено","9910498247","","","","На Каменной Горке ОМОН кидает в людей гранаты, протестующие отвечают мусором, который попадается под руку","","","","Чай з малинавым варэннем","","","","","","","","","","","","",""
"","","","3031","message","2020-08-11T15:46:54","","отчислено","9910498247","","","","Если у вас есть фото или информация о происходящем в районах Минска, присылайте ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@Vkl_Vitayt","","","","","","","","","","","","","","",""
"","","","3032","message","2020-08-11T15:47:32","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","956","1276","ОМОН приехал к Заходнему рынку","","","","","","","","","","","","","","","","",""
"","","","3033","message","2020-08-11T15:50:44","","отчислено","9910498247","","","","На каменной горке около мартина уже несколько раз останавливался автозак, выходят 20 омоновцев, хватают людей и увозят в сторону кольцевой, там же омоновцы стреляли по сигналящим машинам проезжающим мимо.","","","","","","","","","","","","","","","","",""
"","","","3034","message","2020-08-11T15:55:30","","отчислено","9910498247","","","","На Уручье приехал омон со щитами, стреляют, слышны взрывы гранат.","","","","","","","","","","","","","","","","",""
"","","","3035","message","2020-08-11T15:57:22","","отчислено","9910498247","","720","1280","Малиновка, протестующие прогнали ОМОН.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","54","","","","","","","",""
"","","","3036","message","2020-08-11T15:58:49","","отчислено","9910498247","","480","480","В Минске не только разгоняют людей с площадей, но и ходят по жилым дворам. Таранят двери, пытаются найти спрятавшихся протестующих.\n\nНа этом видео у них нашелся сторонник — какая-то бабушка решила сдать спасающихся людей.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","","",""
"","","","3037","message","2020-08-11T15:59:53","","отчислено","9910498247","","","","Обстановка в Минске на данный момент. ОМОН и внутренние войска гоняют небольшие группы людей в разный районах города. Тактика у протестующих проверенная: разбежались кто куда по дворам и паркам при первой же опасности — через пару минут собрались заново. Гудят Каменная Горка, Уручье, район Студенческой деревни, Лебяжий. \n\n\nВзрывы шумовых гранат слышны в Уручье, Каменной Горке. Некоторые задержания очень жесткие.","","","","Onliner","","","","","","","","","","","","",""
"","","","3038","message","2020-08-11T16:05:49","","отчислено","9910498247","","","","Силовики ворвались в магазин ""Алми"" на Каменной горке. Вытягивают оттуда тех, кто хотел укрыться.","","","","","","","","","","","","","","","","",""
"","","","3039","message","2020-08-11T16:14:39","","отчислено","9910498247","","","","Как я понимаю, в Беларуси интернет не работает, но VPN и прочие интернет-сарафаны творят чудеса, поэтому хочу написать короткое обращение к белорусским милиционерам, военным и прочим силовикам – хоть молодым, хоть старым. Я знаю, что кто-то из них нас смотрит, потому что не раз фоткался с ними, когда бывал в Минске.\n \nМужики! Я живу в другой стране – и в том числе поэтому молчал все это время (вроде не мое дело, плюс у нас самих проблем – полно). Но иногда кипеш становится настолько возмутительным и опасным, что надо высказаться и соседям.\n \nЧто я увидел из своей хаты за последние дни?\n \nКак вы бьете и стреляете в безоружных людей на улице. Причем не только тех, кто стоит против вас на площадях и улицах, но и тех, кто просто сидит на скамейке во дворе или гуляет с собакой.\n  \nКак ваш главный оппозиционный кандидат (простая, смелая, сильная женщина) пропала на какое-то время в здании ЦИК. Спустя сутки госмедиа распространили ее видеообращение, в котором она читает по бумажке. Я не эксперт и не конспиролог, но как-то очень сильно похоже на постанову в обмен на освобождение.\n \nКак несколько журналистов иностранного государства, приехавшие освещать выборы, просто пропали и почти двое суток не выходили на связь. Журналист всегда рискует – это норм. Но «рискую, получаю по голове, уворачиваюсь от пуль» - это одно, а «пропадаю без вести на 40 с лишним часов» - это какая-то совсем стыдная дичь для столицы мирного европейского государства.\n \nПо мне это не особо заметно, но я уважаю силу. Я понимаю, что без сильных пацанов и девчонок в погонах не может существовать ни одного нормальное государство. Но что-то мне подсказывает, что вы тренировали эту силу и становились суперменами не для того, чтобы калечить своих безоружных земляков. Если вы делаете это по собственной воле, полагаю, что вы не правы. Если вы делаете это по приказу начальства, то нахуй надо слать такое начальство.\n \nЯ ни разу не политэксперт, но даже моего скудного ума хватит, чтобы понять: после того, что произошло за последние дни, перспектива вашего главного начальника – ненависть собственного народа и тотальная изоляция от всех прогрессивных стран. Перспективы всех, кто оказывал ему поддержку, примерно такие же. Точно ли из-за не самого честного, не самого профессионального и – теперь очевидно – совсем не смелого мужика стоит лишать себя будущего?\n \nПять лет назад в моем инстаграме был придуман специальный хэштег ","","","","Дудь","","","","","","","","","","","","",""
"","","","","","","","","","","","","","hashtag","#заебись","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," – чтобы подсвечивать классные вещи, происходящие именно в России. Но в особенных случаях надо делать исключения.\n \nБеларусь, ты просто ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","hashtag","#заебись","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".\n \nМое уважение и поклон всем людям, которые побороли свой страх и заявили об этом.\n \nМое уважение и поклон всем силовикам, которые сегодня же выдохнут, задумаются и больше не поднимут на свой народ ни руки, ни дубинки, ни ствола.","","","","","","","","","","","","","","","","",""
"","","","3040","message","2020-08-11T16:19:09","","отчислено","9910498247","","","","❗️","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","В Минске силовики напали на съемочную группу Би-би-си. ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Это случилось во время протестов 11 августа. \n\nУ всех троих журналистов были аккредитации, выданные министерством иностранных дел Беларуси, все были в опознавательных жилетках и с удостоверениями.\n\nГруппа мужчин в черной униформе без опознавательных знаков подошла к журналистам, один из них потребовал предъявить аккредитацию, после чего сорвал карточку с шеи корреспондента, вырвал из рук камеру и попытался сломать ее.\n\nЕще двое журналистов Би-би-си попытались убедить силовиков вернуть карточку аккредитации. В ответ двое из них начали бить оператора и наносить удары по его камере. Журналисты Би-би-си не были задержаны.","","","","","","","","","","","","","","","","",""
"","","","3041","message","2020-08-11T16:25:21","","отчислено","9910498247","","","","На Кунцевщине у Фаренгейта, сквер Якубовского, Евроопт, дворы ул.Бурдейного зачищаются людьми в форме.\nПодбегают к машинам из которых выходят и в которые садятся люди.Светят в окна дома фонарями.\n\nПробегающим на светофоре людям кричали «стой, а то стрелять буду».","","","","","","","","","","","","","","","","",""
"","","","3042","message","2020-08-11T16:37:54","2020-08-11T16:38:49","отчислено","9910498247","","464","848","Уручье сейчас \nЛюди в военной форме массово тормозят водителей при помощи ГАИ выдергивают из машин и начинают БИТЬ ногами! Машины стоят разбитые. В Уручье у ТЦ Спектор облава.\nИспользуют шумовые гранаты. Около 100 человек разбежались по району.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","","",""
"","","","3043","message","2020-08-11T16:37:55","","отчислено","9910498247","","464","848","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","","",""
"","","","3044","message","2020-08-11T16:47:32","2020-08-11T16:47:57","отчислено","9910498247","","854","480","Ох уж эти блогеры, ждите новый сюжет завтра на БТ.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","52","","","","","","","",""
"","","","3045","message","2020-08-11T17:04:24","","отчислено","9910498247","","1920","1080","На Пушкинской опять собралось много людей.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","","","",""
"","","","3046","message","2020-08-11T17:21:47","","отчислено","9910498247","","","","На помощь репрессированным и раненым в уличных протестах собрали уже миллион долларов.\nПоддержать можно по ссылке ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://bit.ly/3gOrRzh","","","","","","","","","","","","","","",""
"","","","3047","message","2020-08-11T17:27:41","","отчислено","9910498247","","720","1280","В Гродно какая-то жесть.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","34","","","","","","","",""
"","","","3048","message","2020-08-11T17:28:25","2020-08-11T17:29:05","отчислено","9910498247","","","","‼️‼️НА РИГЕ ЗАДЕРЖИВАЮТ СТУДЕНТОВ ВОЗЛЕ 2-ГО ОБЩЕЖИТИЯ БГУИР! ОМОН НАСТРОЕН ИДТИ В САМО ОБЩЕЖИТИЕ! \n3-Е ОБЩЕЖИТИЕ ТОЖЕ БУДЬТЕ ОСТОРОЖНЫ! ТАКЖЕ СВЕТЯТ В ОКНА! НЕ ВЫСОВЫВАЙТЕСЬ! ‼️‼️","","","","","","","","","","","","","","","","",""
"","","","3049","message","2020-08-11T17:39:23","2020-08-11T17:41:40","отчислено","9910498247","(File not included. Change data exporting settings to download.)","751","1280","Еще из Гродно.","","","","","","","","","","3047","","","","","","",""
"","","","3050","message","2020-08-11T17:48:08","","отчислено","9910498247","","1280","720","Минск, Каменная горка: силовики протаранили автомобиль, а после начали что-то делать в багажнике.","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","64","","","","","","","",""
"","","","3051","message","2020-08-11T17:57:22","","отчислено","9910498247","","","","Читатель пишет: «Каменная горка. Нёманская 4, Нёманская, 6\nОМОН забежал в подъезды, люди из окон кричали позор, а в ответ начали стрелять в окна, было слышно несколько взрывов в подъезде»","","","","Выборы видишь? | TUT.BY Политика","","","","","","","","","","","","",""
"","","","3052","message","2020-08-11T18:01:43","","отчислено","9910498247","","854","480","Избивают мотоциклиста на Беды","","","","Чай з малинавым варэннем","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","","",""
"","","","3053","message","2020-08-11T18:03:03","2020-08-11T18:05:21","отчислено","9910498247","","","","ОМОН ОЦЕПИЛ 2-ОЕ ОБЩЕЖИТИЕ БГУИР ВОЗЛЕ ТЦ «РИГА»","","","","","","","","","","","","","","","","",""
"","","","3054","message","2020-08-11T18:12:10","2020-08-11T18:13:48","отчислено","9910498247","","","","Информация от Нашей Нивы:\n\n""- В машине которую сбил джип в городе Гродно пострадала девочка 5 лет, она истекала кровью. Доставил ее и маму в скорую, врачи сказали нужна операция. Мужа задержали.\n\n- А как всё было?\n\n- Этого я не знаю, ехал с улицы Суворова, увидел мигалки и поехал в ту сторону. Улица оказалось перекрыта, вижу разбитый авто и женщина в крови с ребёнком на руках, девочка кричала. Они говорили что не сигналили, просто ехали.\nСиловики сказали им что они сами виноваты.\n\nМуж [когда я вёз их в больницу] позвонил жене и сказал что его забрала милиция. Я позвонил правозащитникам Вясна и рассказал все. Она передала им его данные, чтобы знать где его искать потом"".","","","","","","","","","","3047","","","","","","",""
"","","","3055","message","2020-08-11T18:14:17","2020-08-11T18:14:40","отчислено","9910498247","","720","1280","Жители одного из минских домов скинули на головы ОМОНовцам дверь","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","","","",""
"","","","3056","message","2020-08-12T03:24:25","","отчислено","9910498247","","","","В Беларуси частично начал работать интернет (у ByFly без VPN начали работать сайты, телеграм, инстаграм и тд.)","","","","","","","","","","","","","","","","",""
"","","","3057","message","2020-08-12T03:29:47","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","828","694","Пока у вас есть интернет, советую скачать приложения для VPN (на скрине мой топ).\n\nНадеюсь, они нам больше не понадобятся. Но на «мало ли» пусть будут.\n\np.s. Вы можете найти и море других приложений, которых нет на скрине. Выбор за вами.","","","","Работаем с Пушкиным!","","","","","","","","","","","","",""
"","","","3058","message","2020-08-12T04:07:53","2020-08-12T04:08:09","отчислено","9910498247","","","","МВД: ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","В Минске задержали координаторов массовых беспорядков.\n\nПо словам ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","правоохранителей, один из задержанных снимал номер на 17-м этаже гостиницы «Беларусь». Оттуда минчанин и координировал акции. Мужчина управлял действиями трех подчиненных. Они в свою очередь руководили сотнями.","","","","","","","","","","","","","","","","",""
"","","","3059","message","2020-08-12T04:42:37","","отчислено","9910498247","","1280","720","Женская цепь на Комаровке прямо сейчас.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","","","","","","",""
"","","","3060","message","2020-08-12T05:10:20","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","720","480","В Гродно во время акции протеста пострадал пятилетний ребенок.\n\n«Мама, на нас напали бандиты?» ","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/696312.html?tg","","","","","","","","","","","","","","",""
"","","","3061","message","2020-08-12T05:17:52","2020-08-12T05:18:08","отчислено","9910498247","","","","МВД: В ночь 11 на 12 августа в стране были отмечены очаговые сборы граждан в 25 населенных пунктах.\n\nВ столице и ряде крупных городов имели место отдельные попытки перекрытия движения общественного транспорта, а также факты открытого противостояния органам порядка.\n\nЗа участие в несанкционированных массовых мероприятиях задержаны более тысячи человек. По информации Минздрава  за медицинской помощью обратился 51 гражданин. В результате противоправных действий телесные повреждения различной степени тяжести причинены 14 сотрудникам милиции и военнослужащим внутренних войск, некоторые из них госпитализированы.\n\nВ Жодино водитель автомобиля «Ниссан» совершил наезд на военнослужащего, после чего скрылся. Пострадавший с многочисленными травмами доставлен в лечебное учреждение.\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","Всего за сутки на правоохранителей было совершено 5 умышленных наездов с использованием автомобилей.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nВ Бресте на сотрудников милиции напала группа агрессивно настроенных граждан с арматурой в руках. Предупредительные выстрелы вверх их не остановили. Для защиты жизни и здоровья сотрудников оружие было применено на поражение. Один из нападавших ранен. \n\nВ Жабинке неизвестный бросил бутылку с зажигательной смесью в направлении служебной машины, в результате чего под автомобилем загорелась тротуарная плитка.","","","","","","","","","","","","","","","","",""
"","","","3062","message","2020-08-12T05:30:55","","отчислено","9910498247","","720","1280","По всему Минску начинаются стихийные акции протеста.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","","",""
"","","","3063","message","2020-08-12T05:30:55","","отчислено","9910498247","","848","464","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","","","","","","",""
"","","","3065","message","2020-08-12T07:12:36","","отчислено","9910498247","","","","Есть сообщения, что адресно «приходят» к журналистам независимых СМИ в Беларуси.","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","","","","","","","","",""
"","","","3066","message","2020-08-12T07:37:53","2020-08-12T07:41:45","отчислено","9910498247","(File not included. Change data exporting settings to download.)","744","1280","","","","","","","","","","","","","","","","","",""
"","","","3067","message","2020-08-12T07:37:53","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","807","1171","","","","","","","","","","","","","","","","","",""
"","","","3068","message","2020-08-12T07:37:53","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","828","1070","","","","","","","","","","","","","","","","","",""
"","","","3069","message","2020-08-12T07:37:54","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","828","948","","","","","","","","","","","","","","","","","",""
"","","","3070","message","2020-08-12T07:37:54","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","828","1006","","","","","","","","","","","","","","","","","",""
"","","","3071","message","2020-08-12T07:37:54","2020-08-12T07:41:53","отчислено","9910498247","(File not included. Change data exporting settings to download.)","828","817","Преподаватель БГЭУ разместил у себя на странице ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","ссылку на статью","https://vk.com/wall3816235_486","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", где он как политолог заявляет, что за альтернативными кандидатами стоят люди, которым мешает белорусская государственность.\n\nПод этим постом многие его студенты оставили комментарии, в которых высказывали противоположное мнение. Молодые люди пишут, что рады, что Беляев у них больше не преподаёт и что они предупредят первокурсников, чтобы те не внимали его пропаганде, приводятся материалы из его лекций по политологии, которые, по сути, противоречат происходящему в стране.","","","","","","","","","","","","","","","","",""
"","","","3074","message","2020-08-12T08:12:29","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","827","784","Данное сообщение фейк, пожалуйста не видитесь на это и перестаньте рассылать по всем чатам, а также отпишитесь от каналов, которые распространяют такую информацию ради хайпа.","","","","","","","","","","","","","","","","",""
"","","","3075","message","2020-08-12T08:14:10","","отчислено","9910498247","","352","640","В Гомеле тоже вышли девушки.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","45","","","","","","","",""
"","","","3076","message","2020-08-12T08:26:36","","отчислено","9910498247","","1280","720","Лукашенко: ""Основа всех этих так называемых протестующих - ","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","62","","","","","","","",""
"","","","","","","","","","","","","","bold","люди с криминальным прошлым и сегодня безработные","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". Нет работы, значит, ""гуляй дядя по улицам и проспектам""","","","","","","","","","","","","","","","","",""
"","","","3077","message","2020-08-12T08:50:45","","отчислено","9910498247","","640","352","Власти обвинили сторонников и штаб Виктора Бабарико в том, что они оплачивали и координировали протесты.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","","","","","",""
"","","","3078","message","2020-08-12T09:13:05","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1072","1000","БРСМ высказался по ситуации в стране, не оставайтесь в стороне, выходите из данной организации, ведь сейчас каждый шаг важен, даже такой незначительный.","","","","","","","","","","","","","","","","",""
"","","","3079","message","2020-08-12T09:13:05","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","673","","","","","","","","","","","","","","","","","",""
