"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__edited","messages__photo","messages__width","messages__height","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__reply_to_message_id"
"","","","8858","message","2020-08-13T06:17:54","Беларусь головного мозга","9657985200","ГроднаЖылБуд, дзе сёньня да пратэстоўцаў выйшаў старшыня гарвыканкаму","","","","","(File not included. Change data exporting settings to download.)","1280","795","Радыё Свабода — Беларусь","","","","","","","","","","","",""
"","","","8859","message","2020-08-13T06:23:01","Беларусь головного мозга","9657985200","Вау! Керамин очень вдохновляет!","","","","","","576","1024","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","","",""
"","","","8860","message","2020-08-13T06:32:09","Беларусь головного мозга","9657985200","Люди вышли на улицы. ОНЛАЙН\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.youtube.com/watch?v=B5LNLy7XLwc","","","","","","","","","","","","","","","","","",""
"","","","8861","message","2020-08-13T06:36:02","Беларусь головного мозга","9657985200","Каменная горка. Солидарность - наше главное оружие!","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","","","","","","",""
"","","","8862","message","2020-08-13T06:40:35","Беларусь головного мозга","9657985200","⚡️⚡️В офис Яндекс в Минске ворвались неизвестные люди в черной одежде с оружием. \nОфисы заблокированы. \n\n UPD Яндекс подтвердил сообщение.","","","","","","","","Протесты в мире","","","","","","","","","","","",""
"","","","8863","message","2020-08-13T06:45:14","Беларусь головного мозга","9657985200","Восток. Минск!","","","","","","1920","1080","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","",""
"","","","8864","message","2020-08-13T06:46:15","Беларусь головного мозга","9657985200","Строители бастуют!","","","","","(File not included. Change data exporting settings to download.)","628","837","","","","","","","","","","","","",""
"","","","8865","message","2020-08-13T06:49:32","Беларусь головного мозга","9657985200","ВНИМАНИЕ!\n\nВласти Республики Беларусь рассматривают возможность заморозки средств на банковских депозитах физических и юридических лиц. \n\n","","","","","","","","Экономика Беларуси","","","","","","","","","","","",""
"","","","","","","","","","bold","Причины следующие","","","","","","","","","","","","","","","","","",""
"","","","","","","","",":\n\n- Экономика испытывает значительный урон от действий властей. Отключения интернета вызвало массовый съём наличности из банкоматов, которую затем ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","конвертировали в доллары","","","","","","","","","","","","","","","","","",""
"","","","","","","","",". Вчера НацБанк ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","признал","http://www.nbrb.by/mp/decisions/recent-developments/zayavlenie-brifing-12-avgusta.docx","","","","","","","","","","","","","","","","",""
"","","","","","","",""," этот факт устами председателя правления. \n\n- Отключения интернета парализовало нормальную работу сотен тысяч людей. Фактически встал ПВТ. ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Восстановление прерваных процессов требует значительных усилий и затрат.","","","","","","","","","","","","","","","","","",""
"","","","","","","","","А продолжение протестов означает продолжение периодического отключения интернета.\n\n- Готовятся экономические и персональные санкции против Лукашенко и его окружения, в том числе и бизнесменов. В случае продолжения протестов, власти опасаются отключения от системы SWIFT и банковских санкций. А, как известно, ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","уже произошли события, к которым европейские элиты привязывали введение экономических санкций -","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," убийства демонстрантов. \n\n- В результате забастовок оборвутся многие работающие годами схемы, что вынудит как предприятия, так и граждан прибегнуть к ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","снятию средств с депозитов для удовлетворения текущих нужд","","","","","","","","","","","","","","","","","",""
"","","","","","","","",". \n\n- Размещение облигаций государственного займа, как минимум частично, сорвано. Наш канал сообщал об этом вчера вечером. \n\n- Кроме вышесказанного, власти собираются ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","заблокировать вывод средств за рубеж","","","","","","","","","","","","","","","","","",""
"","","","","","","","",". Чтобы сорвать или затруднить эвакуацию из стрны иностранных компаний. \n\nЗаморозка вкладов рассматривается и ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","как способ борьбы с протестами","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," -  чтобы сорвать акции солидарности с потерепевшими от репрессий.\n\nПотому, стоит предпринять шаги, чтобы обезопасить денежные средства.","","","","","","","","","","","","","","","","","","","",""
"","","","8866","message","2020-08-13T07:05:27","Беларусь головного мозга","9657985200","❗️Протестующие в Жодино заблокировали машину ОМОНа и ведут мэра к транспорту показать, что в машине сидят бандиты!❗️","","","","","(File not included. Change data exporting settings to download.)","1280","720","NEXTA Live","","","","","","","","","","","",""
"","","","8867","message","2020-08-13T07:05:27","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","1280","720","NEXTA Live","","","","","","","","","","","",""
"","","","8868","message","2020-08-13T07:05:27","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","1280","720","NEXTA Live","","","","","","","","","","","",""
"","","","8869","message","2020-08-13T07:13:37","Беларусь головного мозга","9657985200","Люди разносят пиццу, стоящим в цепи солидарности около парка Челюскинцев. Респект!","","","","","(File not included. Change data exporting settings to download.)","1258","595","","","","","","","","","","","","",""
"","","","8871","message","2020-08-13T07:19:22","Беларусь головного мозга","9657985200","Это НАШ ""Гродно-Азот""! Рабочие устали слушать застабильных идеологов. Посмотрите какая у них реакция на ложь руководства. \nСегодня каждый из нас - Герой!","","","","","","320","560","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","49","","","","","","",""
"","","","8872","message","2020-08-13T07:22:08","Беларусь головного мозга","9657985200","Верующие разных конфессий объединились и идут вместе со священниками по центру Минска с иконами и Библиями.","","","","","","1080","1920","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","",""
"","","","8873","message","2020-08-13T07:22:45","Беларусь головного мозга","9657985200","4-я больница. Минск. Врачи ПРОТИВ насилия.","","","","","(File not included. Change data exporting settings to download.)","827","618","","","","","","","","","","","","",""
"","","","8874","message","2020-08-13T07:23:19","Беларусь головного мозга","9657985200","Сильный момент на встрече мэра Жодино с работниками БелАЗа.\n\nКто голосовал за Тихановскую? Я!!","","","","","","848","464","МАЯ КРАІНА БЕЛАРУСЬ","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","","",""
"","","","8875","message","2020-08-13T07:25:49","Беларусь головного мозга","9657985200","Люди собрались около здания ОНТ и скандируют: ""ПРАВДУ"".","","","","","","360","640","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","",""
"","","","8876","message","2020-08-13T07:29:49","Беларусь головного мозга","9657985200","МАЗ скандирует: ""Уходи"".","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","","","","","","",""
"","","","8877","message","2020-08-13T07:31:07","Беларусь головного мозга","9657985200","Забастовка началась на Интеграле в Минске!","","","","","(File not included. Change data exporting settings to download.)","960","1280","МАЯ КРАІНА БЕЛАРУСЬ","","","","","","","","","","","",""
"","","","8878","message","2020-08-13T07:34:14","Беларусь головного мозга","9657985200","Видео с забастовки ""Интеграла"".","","","","","","640","360","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","","","","","","",""
"","","","8879","message","2020-08-13T07:36:40","Беларусь головного мозга","9657985200","⚡️⚡️Как сообщают источники журналистов: власти готовят вооружённую провокацию с использованием пограничников.\n\nВ пограничных войсках Бреста поступила информация, что их хотят поднять по боевой тревоге в связи якобы с ""нападением неизвестных группировок"".\n\nСмысл этой провокации в том, что замаскировать стрельбу по людям под ""защиту страны от боевиков"". После этого таким же способом действовать и в других регионах.\n\nВоеннослужащий очень просит предупредить всех срочников, их родных и действующих офицеров, чтобы они ни в коем случае не открывали огонь по людям. Лучше забаррикадироваться и не исполнять эти приказы.\n\nМногих военных сутками держат без новостей, постарайтесь им довести, что происходит, звоните и приходите под части.","","","","2020-08-13T07:39:26","","","","","","","","","","","","","","","",""
"","","","8880","message","2020-08-13T07:47:01","Беларусь головного мозга","9657985200","Малиновка тоже вышла!","","","","","(File not included. Change data exporting settings to download.)","622","769","","","","","","","","","","","","",""
"","","","8881","message","2020-08-13T07:51:01","Беларусь головного мозга","9657985200","На Пушкинскую приехали делегации из различных стран, чтобы возложить цветы на стихийный мемориал погибшему.","","","","","(File not included. Change data exporting settings to download.)","635","722","","","","","","","","","","","","",""
"","","","8882","message","2020-08-13T07:56:31","Беларусь головного мозга","9657985200","Начальник отдела координации инвестиционной деятельности управления инвестиций Мингорисполкома объявил о своем уходе с госслужбы из-за беспрецедентного насилия на улицах против мирных демонстрантов.","","","","","","1080","1920","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","95","","","","","","",""
"","","","8883","message","2020-08-13T07:56:38","Беларусь головного мозга","9657985200","Фельдшеры вышли в Серебрянке.","","","","","(File not included. Change data exporting settings to download.)","489","639","","","","","","","","","","","","",""
"","","","8884","message","2020-08-13T08:06:07","Беларусь головного мозга","9657985200","Дипломатические представители (почти) всех стран ЕС приехали возложить цветы на место гибели человека на Пушкинской. Люди скандируют: ""Дзякуй"" и ""Спасибо"".","","","","2020-08-13T08:07:15","(File not included. Change data exporting settings to download.)","1200","581","","","","","","","","","","","","",""
"","","","8885","message","2020-08-13T08:13:30","Беларусь головного мозга","9657985200","На Петровщине уже нельзя увидеть края цепочки солидарности.","","","","","(File not included. Change data exporting settings to download.)","847","379","","","","","","","","","","","","",""
"","","","8886","message","2020-08-13T08:20:03","Беларусь головного мозга","9657985200","""Гродно-Азот""!","","","","","(File not included. Change data exporting settings to download.)","625","843","","","","","","","","","","","","",""
"","","","8887","message","2020-08-13T08:20:55","Беларусь головного мозга","9657985200","Беларусы уже с утра выходят каждый день на улицы. И каждый день у нас появляется всё больше и больше поводов гордится своим народом.\n\nСегодня вечером мы просто обязаны ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","МИРНО","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," выйти, чтобы поддержать наших смелых рабочих и прекрасных женщин.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","В 19.00:\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","- Минск, ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","МИРНО","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," собираемся на станциях метро и своих районах. Если есть возможность - объединяйтесь и держитесь вместе.\n- Регионы: идём в центр своих городов и ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","МИРНО","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," поддерживаем наших рабочих.\n\nКто остаётся дома - ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","в 22.00","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," зажигает огоньки солидарности, включает музыку и устраивает перекличку всем двором!","","","","","","","","","","","","","","","","","","","",""
"","","","8888","message","2020-08-13T08:24:51","Беларусь головного мозга","9657985200","""ГродноПромСтрой"" не отстает от своих коллег и тоже бастует.","","","","","(File not included. Change data exporting settings to download.)","629","842","","","","","","","","","","","","",""
"","","","8889","message","2020-08-13T08:29:17","Беларусь головного мозга","9657985200","❗️❗️❗️","","","","","(File not included. Change data exporting settings to download.)","1024","1280","Кулуары KYKY","","","","","","","","","","","",""
"","","","","","","","","","bold","ДА ЭТО ПРОСТО ПРАЗДНИК УВОЛЬНЕНИЙ КАКОЙ-ТО! НА ЭТОТ РАЗ БЕЛАРУС «СБЕЖАЛ» ИЗ АДМИНИСТРАЦИИ ПРЕЗИДЕНТА. ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\n«Более не считаю возможным быть Юристом на государственной службе», — написал Артём Проскалович, заместитель начальника управления законодательства в правоохранительных и военной сферах главного государственно-правововго управлени Администрации Президента Республики Беларусь.","","","","","","","","","","","","","","","","","","","",""
"","","","8890","message","2020-08-13T08:57:31","Беларусь головного мозга","9657985200","Сегодня не была приобретена ни одна облигация государственного займа. Вероятность поиска властями нетрадиционных источников финансирования (конфискация средств с депозитов) - велика.","","","","","(File not included. Change data exporting settings to download.)","573","190","Экономика Беларуси","","","","","","","","","","","",""
"","","","8891","message","2020-08-13T09:02:41","Беларусь головного мозга","9657985200","Белкард бастует!","","","","","","1080","1920","NEXTA Live","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","","","","","","",""
"","","","8892","message","2020-08-13T09:14:44","Беларусь головного мозга","9657985200","Милиция с народом! \nФото: Радыё Свабода","","","","","(File not included. Change data exporting settings to download.)","591","1010","","","","","","","","","","","","",""
"","","","8893","message","2020-08-13T09:48:56","Беларусь головного мозга","9657985200","Этой стране нужны новые герои!","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","31","","","","","","",""
"","","","8894","message","2020-08-13T09:57:25","Беларусь головного мозга","9657985200","Затрыманьне і зьбіцьцё пад мостам на Нямізе","","","","","","720","1384","Радыё Свабода — Беларусь","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","",""
"","","","8895","message","2020-08-13T10:02:36","Беларусь головного мозга","9657985200","Борисов тоже начинают собираться.","","","","2020-08-13T10:11:27","","576","1024","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","","","","","","",""
"","","","8896","message","2020-08-13T10:11:55","Беларусь головного мозга","9657985200","Витебск присоединяется ко всей Беларуси.","","","","","","1920","1080","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","3","","","","","","",""
"","","","8897","message","2020-08-13T10:43:42","Беларусь головного мозга","9657985200","Беларусы уже с утра выходят каждый день на улицы. И каждый день у нас появляется всё больше и больше поводов гордится своим народом.\n\nСегодня вечером мы просто обязаны ","","","","","(File not included. Change data exporting settings to download.)","1113","1280","","","","","","","","","","","","",""
"","","","","","","","","","bold","МИРНО","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," выйти, чтобы поддержать наших смелых рабочих и прекрасных женщин.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","В 19.00:\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","- Минск, ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","МИРНО","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," собираемся на станциях метро и своих районах. Если есть возможность - объединяйтесь и держитесь вместе.\n- Регионы: идём в центр своих городов и ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","МИРНО","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," поддерживаем наших рабочих.\n\nКто остаётся дома - ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","в 22.00","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," зажигает огоньки солидарности, включает музыку и устраивает перекличку всем двором!","","","","","","","","","","","","","","","","","","","",""
"","","","8898","message","2020-08-13T10:59:41","Беларусь головного мозга","9657985200","Каменка.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","",""
"","","","8899","message","2020-08-13T11:59:18","Беларусь головного мозга","9657985200","Работников бастующего Гродно-Азота на улицах встречают как героев!","","","","","","720","1280","NEXTA Live","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","73","","","","","","",""
"","","","8900","message","2020-08-13T12:03:39","Беларусь головного мозга","9657985200","""Гроднопромстрой"" отказался продолжать работу, пока не будут выполнены их требования.\nТак держать!","","","","","(File not included. Change data exporting settings to download.)","586","821","","","","","","","","","","","","",""
"","","","8901","message","2020-08-13T12:11:47","Беларусь головного мозга","9657985200","«Он должен был жить».\n\nТут подробности про погибшего на Пушкинской 10 августа Александра Тарайковского: ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://bit.ly/3fQIV6J","","","","","","","","","","","","","","","","","",""
"","","","8902","message","2020-08-13T12:24:23","Беларусь головного мозга","9657985200","В Малиновке были замечены сотрудники ОМОН, которые с народом✌️","","","","","","360","640","МАЯ КРАІНА БЕЛАРУСЬ","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","",""
"","","","8903","message","2020-08-13T12:28:48","Беларусь головного мозга","9657985200","В Гродно толпа заполняет улицы. \nФото: Радыё Свабода","","","","","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","",""
"","","","8904","message","2020-08-13T12:28:48","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","",""
"","","","8905","message","2020-08-13T12:28:48","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","",""
"","","","8906","message","2020-08-13T12:31:49","Беларусь головного мозга","9657985200","Полоцк скандирует: ""Жыве Беларусь""!","","","","2020-08-13T12:43:08","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","",""
"","","","8907","message","2020-08-13T12:34:55","Беларусь головного мозга","9657985200","Минск. ДК Железнодорожников. Люди продолжают собираться.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","32","","","","","","",""
"","","","8908","message","2020-08-13T12:39:19","Беларусь головного мозга","9657985200","ГРОДНО у Облисполкома!\nТолпа скандирует: ""Уходи!""","","","","2020-08-13T12:46:19","","360","640","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","","",""
"","","","8909","message","2020-08-13T12:50:38","Беларусь головного мозга","9657985200","Гродножилстрой продемонстрировал кого они поддерживали. Уважение!\nРабочие дают пример и говорят: ""Делайте так по ВСЕЙ Беларуси"".","","","","2020-08-13T12:52:41","","360","640","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","","","","",""
"","","","8910","message","2020-08-13T12:52:22","Беларусь головного мозга","9657985200","А вот так ""Гродно-Азот"" разговаривает с идеологами из Минска. Эти чиновники совершенно оторваны от реальности. Рабочие продолжают стоять на своем!","","","","","","1920","1080","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","53","","","","","","",""
"","","","8911","message","2020-08-13T12:57:04","Беларусь головного мозга","9657985200","В Могилеве на акцию солидарности только что вышли врачи!","","","","","","1280","704","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","",""
"","","","8912","message","2020-08-13T12:58:03","Беларусь головного мозга","9657985200","Каменная горка гудит.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","","","","",""
"","","","8913","message","2020-08-13T12:59:41","Беларусь головного мозга","9657985200","Малиновка все еще стоит!","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","54","","","","","","",""
"","","","8914","message","2020-08-13T13:00:27","Беларусь головного мозга","9657985200","В Бресте врачи тоже против милицейского насилия!","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/quicktime","28","","","","","","",""
"","","","8915","message","2020-08-13T13:01:27","Беларусь головного мозга","9657985200","В Гомеле тоже большая цепочка солидарности.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","",""
"","","","8916","message","2020-08-13T13:05:47","Беларусь головного мозга","9657985200","Микрорайон Сокол. Минск.","","","","","","1024","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","","",""
"","","","8917","message","2020-08-13T13:09:58","Беларусь головного мозга","9657985200","Посмотрите какая хорошая цепь солидарности в небольшом Лунинце!","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","",""
"","","","8918","message","2020-08-13T13:10:40","Беларусь головного мозга","9657985200","Грушевка, проехал бус ОМОНа с громкоговорителем, сказали «не выходите на проезжую часть, здесь не безопасно». Милиция с народом!","","","","","(File not included. Change data exporting settings to download.)","615","790","","","","","","","","","","","","",""
"","","","8919","message","2020-08-13T13:13:35","Беларусь головного мозга","9657985200","Минск, возле КГБ!","","","","","","1080","1920","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","",""
"","","","8920","message","2020-08-13T13:15:29","Беларусь головного мозга","9657985200","На Серебрянке тоже милиция с народом! Не знаем что происходит, но это очень круто!","","","","","","464","848","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","",""
"","","","8921","message","2020-08-13T13:16:37","Беларусь головного мозга","9657985200","Колас з народам!","","","","","(File not included. Change data exporting settings to download.)","628","839","","","","","","","","","","","","",""
"","","","8922","message","2020-08-13T13:21:55","Беларусь головного мозга","9657985200","Андрей Дмитриев в цепочке солидарности на Петровщине.","","","","","","1080","1920","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","",""
"","","","8923","message","2020-08-13T13:30:52","Беларусь головного мозга","9657985200","Бобруйск!","","","","","","1080","1920","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","",""
"","","","8924","message","2020-08-13T13:32:39","Беларусь головного мозга","9657985200","В Могилеве бабуля раздала всем желающим цветы!","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","",""
"","","","8925","message","2020-08-13T13:35:43","Беларусь головного мозга","9657985200","Потоки людей двинулся по улицам Могилева.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","48","","","","","","",""
"","","","8926","message","2020-08-13T13:37:26","Беларусь головного мозга","9657985200","Смолевичи!","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","",""
"","","","8927","message","2020-08-13T13:39:23","Беларусь головного мозга","9657985200","Жодино пришли на встречу с Мэром и скандируют: ""Выпускай""!","","","","","(File not included. Change data exporting settings to download.)","1280","622","","","","","","","","","","","","",""
"","","","8928","message","2020-08-13T13:39:25","Беларусь головного мозга","9657985200","БелАЗ встречается с администрацией города. ОНЛАЙН\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.youtube.com/watch?v=7Az6Wj6TYJI","","","","","","","","","","","","","","","","","",""
"","","","8929","message","2020-08-13T13:44:54","Беларусь головного мозга","9657985200","Прямо сейчас председатель Солигорского райисполкома ","","","","","(File not included. Change data exporting settings to download.)","728","1280","Лидер-Пресс Солигорск","","","","","","","","","","","",""
"","","","","","","","","","bold","Андрей Жайлович","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," и прокурор Солигорского района ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Олег Авдей","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," вышли к солигорчанам и отвечают на их вопросы. Подробности скоро на нашем сайте. \nP. S. Это поистине исторический момент!","","","","","","","","","","","","","","","","","","","",""
"","","","8930","message","2020-08-13T13:48:52","Беларусь головного мозга","9657985200","Гродно сейчас. Огромная цепь. Машины сигналят, автозаки приезжают мимо и не останавливаются.","","","","","","352","448","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","",""
"","","","8931","message","2020-08-13T13:50:59","Беларусь головного мозга","9657985200","Лунинец, родина Макса Коржа,  вышел на улицу! Кстати сам Макс Корж почему-то до сих пор не поддержал белорусов.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","",""
"","","","8933","message","2020-08-13T13:54:19","Беларусь головного мозга","9657985200","В районе Немиги омоновцы через решетку в окне автозака взяли цветы у девушек.","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","","",""
"","","","8934","message","2020-08-13T14:04:44","Беларусь головного мозга","9657985200","Брест . Гефесттехника бастует!","","","","","","464","848","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","115","","","","","","",""
"","","","8936","message","2020-08-13T14:15:57","Беларусь головного мозга","9657985200","Протестующие в Жодино на встрече с мэром города объявили, что планируют собираться в 19:00 КАЖДЫЙ ДЕНЬ!","","","","","(File not included. Change data exporting settings to download.)","1280","611","","","","","","","","","","","","",""
"","","","8937","message","2020-08-13T14:18:33","Беларусь головного мозга","9657985200","Караев: я беру ответственность и приношу извинения за травмы случайных людей на протестах, ""попавших под раздачу"".\n\nГлава МВД хочет сказать, что готов сесть на пожизненное?","","","","","","","","","","","","","","","","","","","",""
"","","","8938","message","2020-08-13T14:22:50","Беларусь головного мозга","9657985200","За ВДВ!","","","","","","720","1280","NEXTA Live","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","",""
"","","","8939","message","2020-08-13T14:27:14","Беларусь головного мозга","9657985200","На Пушкинской люди вышли на проезжую часть .","","","","","","","","","","","","","","","","","","","",""
"","","","8940","message","2020-08-13T14:32:36","Беларусь головного мозга","9657985200","","bold","«А представь на секунду, что этот не некий безликий солдат — это твой брат, сосед, отец, школьный друг» — что пишут в государственных СМИ о мирных протестующих?\n\n","","","(File not included. Change data exporting settings to download.)","758","1089","NEXTA Live","","","","","","","","","","","",""
"","","","","","","","","Вот такие пропагандистские статьи публикуют в газете «Беларусь сегодня». В ней прихлебательница Лукашенко ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Людмила Гладкая","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," называет мирных протестующих погромщиками, которые устраивают в нашей стране массовые беспорядки, обижают бедных сотрудников ОМОНа, даже по классике прикрепила к статье фото с бутылками с зажигательной смесью. А ещё мирные протестующие жестоко избивают ОМОНовцев, которые, по мнению Гладко, являются нашими братьями.\n\nУважаемая Людмила! Пакуй чемодан. Потому что перемены уже совсем близко и белорусский народ не простит тебе таких изречений. \n\nВ свою очередь предлагаем вам ознакомиться ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","с настоящим развитием событий","https://t.me/nexta_live/7656","","","","","","","","","","","","","","","","",""
"","","","","","","",""," последних дней. Там подробно написано, кто и кого избивает и какие применяет пытки.\n\nЕсли у кого-то появились вопросы к ярой поклоннице насилия и пыток против белорусского народа, пишите Людмиле Гладкой в ","","","","","","","","","","","","","","","","","","","",""
