"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__photo","messages__edited","messages__reply_to_message_id","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","8734","message","2020-08-18T06:11:47","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","1920","1080","Работники завода «Атлант» начинают присоединяться к забастовке. Люди, пришедшие их поддержать, скандируют «молодцы!»","","","","","","","","","","","","","","","",""
"","","","8735","message","2020-08-18T06:13:46","NEXTA Live","10003210496","","","","","","","","","","bold","‼️Создан оргкомитет национального забастовочного комитета. Какую помощь предлагают бастующим?","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Как создать стачком?\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Создан Фонд Солидарности, куда собираются деньги бизнеса и простых людей, готовых поддержать рабочих. О поддержке бастующих заявляет национальный бизнес.\n\nНациональный забастовочный комитет напрямую соединяет стачкомы с бизнесом, который будет брать шефство над предприятиями. Для прямой связи с бизнесом всем представителям стачкомов надо написать в личку ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","mention","@BYNZK","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," или на ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","phone","+375445100511","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," в ТГ.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","СОЦПАКЕТ\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","– Мы уже договариваемся с ресторанами и кафе, которые хотят поставлять рабочим горячие обеды.\n\n– Многие предприниматели готовы предоставлять рабочим скидки, подарочные сертификаты, бесплатные услуги и медицинскую помощь.\n\n– Белорусы также берутся помочь подготовить сбор детей рабочих к школе, если это будет необходимо.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Бизнес, хотите помочь рабочим?","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," Заполните форму: ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","https://bit.ly/3axKg14","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Физлицо и хочешь помочь рабочим?","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","https://bit.ly/344ANgH","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Нуждаешься в помощи?","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","https://bit.ly/3gZC63X","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","ОБРАЗОВАНИЕ И ПЕРЕКВАЛИФИКАЦИЯ\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","– IT-компании готовы помочь детям рабочих с прохождение IT-курсов;\n\n– Ряд инициатив будет заниматься переобучением и трудоустройством рабочих, если кого-то уволят во время забастовок.\n\n– Будут открыты бесплатные онлайн-курсы по подготовке IT (и не только) специалистов.\n\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","‼️Создавайте стачкомы на своих предприятиях! ЮРИДИЧЕСКИЕ ИНСТРУКЦИИ ЗДЕСЬ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",": ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","https://bit.ly/3h7H2Uy","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Организуйтесь и белорусы обязательно вас поддержат! \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Инициатива BY_help обещает по €1,5 тысячи каждому уволенному за забастовку.","","","","","","","","","","","","","","","",""
"","","","8736","message","2020-08-18T06:16:06","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","720","1280","Сотрудники застройщика ""А-100 Девелопмент"" вышли на акцию солидарности!","","","","","","","","","","","","","","","",""
"","","","8737","message","2020-08-18T06:18:01","NEXTA Live","10003210496","","","","","","","1280","960","У главного корпуса БГУ проходит сейчас акция в поддержку общенациональной забастовки. Участниками которой стали студенты, преподаватели и выпускники университета. В планах — собираться регулярно с 12:00 до 13:30. Также обсуждается забастовка начиная с сентября, если до конца месяца власть не подаст в отставку. Обсуждение ведётся студенческими организациями и преподавательским составом.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8738","message","2020-08-18T06:18:01","NEXTA Live","10003210496","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8739","message","2020-08-18T06:18:01","NEXTA Live","10003210496","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8740","message","2020-08-18T06:18:01","NEXTA Live","10003210496","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8741","message","2020-08-18T06:19:13","NEXTA Live","10003210496","Беларусь головного мозга","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","1920","1080","Замечательный пример как надо поддерживать рабочих от собравшихся у МТЗ.","","","","","","","","","","","","","","","",""
"","","","8742","message","2020-08-18T06:24:50","NEXTA Live","10003210496","","","","","","","960","1280","С сегодняшнего дня к бессрочной забастовке присоединились также на ОАО «Мозырский НПЗ».","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8743","message","2020-08-18T06:30:37","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","32","1280","720","«Белэнергосетьпроект» пришел поддержать МТЗ. Вместе мы — сила!","","","","","","","","","","","","","","","",""
"","","","8744","message","2020-08-18T06:36:17","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","720","1280","«Белкоммунмаш» тоже бастует!","","","","","","","","","","","","","","","",""
"","","","8745","message","2020-08-18T06:38:17","NEXTA Live","10003210496","","","","","","","1280","719","На Несвижском замке теперь развивается наш флаг!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8746","message","2020-08-18T06:40:48","NEXTA Live","10003210496","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","53","640","360","Сопредседатель стачкома «Беларуськалия» Анатолий Бокун выступил с обращением к бастующим и всем неравнодушным.\n\nС 19 августа он призвал сотрудников «Беларуськалия» приходить на центральную площадь Солигорска в 9.00, а руководству переговоры вести только с членами стачкома, а не напрямую с работниками.","","","","","","","","","","","","","","","",""
"","","","8747","message","2020-08-18T06:42:21","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","1920","1080","Жители посёлка Привольный Минской области вышли на акцию солидарности с белорусским народом!","","","","","","","","","","","","","","","",""
"","","","8748","message","2020-08-18T06:50:19","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","640","352","Работники завода «Ударник» тоже просят Лукашенко уйти и присоединились к забастовке. Было бы хорошо поддержать ребят!","","","","","","","","","","","","","","","",""
"","","","8749","message","2020-08-18T06:52:36","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","33","720","1280","Рабочие из разных цехов МАЗа идут по сборочному конвейеру и просят остальных коллег тоже присоединиться к забастовке.","","","","","","","","","","","","","","","",""
"","","","8750","message","2020-08-18T06:59:30","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","56","1280","720","Милиция не пускает людей к зданию Белтелерадиокомпании. Тем не менее, некоторые люди прошли, живую музыку исполняет лидер фолк-модерн группы «Палац». Подтягивайтесь!","","","","","","","","","","","","","","","",""
"","","","8751","message","2020-08-18T07:05:29","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","1920","1080","Барановичский ОАО «558 АВИАЦИОННЫЙ РЕМОНТНЫЙ ЗАВОД» против насилия и фальсификаций выборов!","","","","","","","","","","","","","","","",""
"","","","8752","message","2020-08-18T07:12:51","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","85","720","1280","Люди скандируют «Молодцы!» работникам «Белкоммунмаш», которые согласились поддержать забастовку.","","","","","","","","","","","","","","","",""
"","","","8753","message","2020-08-18T07:25:58","NEXTA Live","10003210496","","","","","","","","","","bold","⚡️По поручению победившей на выборах Светланы Тихановской создан КООРДИНАЦИОННЫЙ СОВЕТ, который будет представлять интересы законной власти. \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","В него вошли:\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Ольга Ковалькова","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – доверенное лицо Светланы Тихановской\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Максим Знак","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – юрист\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Мария Колесникова","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," - координатор штаба Виктора\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Светлана Алексиевич","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – Нобелевский лауреат по литературе\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Людмила Антоновская","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – председатель ассоциации ""Инновационное приборостроение"".\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Павел Белоус","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – основатель и владелец ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","Symbal.by","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Алесь Беляцкий","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – правозащитник, председатель правозащитного центра «Вясна».\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Андрей Витушко","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – детский врач-реаниматолог, кандидат медицинских наук.\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Павел Данейко","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – управляющий Группы компаний ИПМ.\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Светлана Калинкина","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – журналист.\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Сергей Чалый","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – независимый аналитик, экономист.\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Дмитрий Крук","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," –экономист\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Анна Северинец","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – учитель, писатель, литературовед\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Владимир Цеслер","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – художник\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Юлия Чернявская","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – культуролог, профессор\n\nИ МНОГИЕ-МНОГИЕ ДРУГИЕ. Список большой и постоянно растёт.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","В ближайшее время Координационный Совет создаст свой политический орган, который возьмет на себя процесс мирной передачи власти.\n\nЭто историческое событие. Следите за новостями.","","","","","","","","","","","","","",""
"","","","8754","message","2020-08-18T07:32:20","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","80","720","1280","Работников ОАО «Могилёвлифтмаш» насильно удерживают на заводе, чтобы те не приняли участие в забастовке. Охранники предприятия не выпускают людей на улицу даже в их обеденный перерыв. Снаружи есть люди, которые пришли их поддержать. Какой-то мужчина, представившийся работником завода, угрожает вызвать милицию в случае, если те начнут кричать или подходить близко к предприятию. Народ, очень нужна подмога. Практика показала, что к работникам начинают прислушиваться, когда нас большинство.","","","","","","","","","","","","","","","",""
"","","","8755","message","2020-08-18T07:32:20","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","140","1080","1920","","","","","","","","","","","","","","","","",""
"","","","8756","message","2020-08-18T07:33:52","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","46","640","368","В локомотивном депо Бреста провели своё голосование. Результат оказался весьма предсказуем.","","","","","","","","","","","","","","","",""
"","","","8757","message","2020-08-18T07:44:56","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","38","640","640","Фермер — пенсионер из Черикова обратился к рабочим МТЗ и «Гомсельмаш», чтобы те не сдавались и удерживали забастовку. А в случае увольнения дедушка готов помогать и отправить в Минск плоды своего богатого урожая. Народная солидарность белорусов трогает до глубины души. Только так и только вместе мы сможем преодолеть этот нелёгкий путь к победе над кровавым режимом Лукашенко!","","","","2020-08-18T07:46:36","","","","","","","","","","","",""
"","","","8758","message","2020-08-18T07:48:56","NEXTA Live","10003210496","","","","","","","591","900","С каждым днём всё больше рабочих по всей стране выходят на забастовки, выдвигают требования и пишут обращения к руководству. И как Лукашенко собирается подавлять всех этих недовольных людей?\n\n","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Наша солидарность сильнее их оков!","","","","","","","","","","","","","",""
"","","","8759","message","2020-08-18T07:48:57","NEXTA Live","10003210496","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8760","message","2020-08-18T07:48:57","NEXTA Live","10003210496","","","","","","","1280","974","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8761","message","2020-08-18T07:48:57","NEXTA Live","10003210496","","","","","","","908","1240","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8762","message","2020-08-18T07:48:57","NEXTA Live","10003210496","","","","","","","657","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8763","message","2020-08-18T07:48:57","NEXTA Live","10003210496","","","","","","","591","852","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8764","message","2020-08-18T07:56:36","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","41","360","640","В бобруйском филиале «Пинскдрев» начальник цеха собирает людей на митинг в поддержку Лукашенко. По словам наших читателей, подобное происходит сейчас и на всех других предприятиях города. А того, кто не согласен участвовать в данном «празднике жизни», угрожают уволить.","","","","2020-08-18T07:56:54","","","","","","","","","","","",""
"","","","8765","message","2020-08-18T07:57:12","NEXTA Live","10003210496","","","","","","","","","","bold","‼️Минск, рабочим МАЗа необходима ВАША поддержка!","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," \n\nВ 15:20-15:30 люди будут выходить с завода, внутри они продолжают собирать подписи и формируют стачкомы. Однако, как на многих других госпредприятиях, на них активно давит руководство.\n\nПоддержите честных работяг!","","","","","","","","","","","","","","","",""
"","","","8766","message","2020-08-18T08:04:16","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","В Барановичах люди собираются у исполкома. Мэр выходить отказался.","","","","","","","","","","","","","","","",""
"","","","8767","message","2020-08-18T08:05:16","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","1280","720","Люди продолжают собираться около завода «Белкоммуншмаш», чтобы поддержать бастующих рабочих.","","","","","","","","","","","","","","","",""
"","","","8768","message","2020-08-18T08:17:00","NEXTA Live","10003210496","Кулуары KYKY","","","","","","","","⚡️⚡️ ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","МВД подтвердило еще одну смерть во время протестов: на Партизанском проспекте погиб 19-летний парень","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\nТрагедия произошла примерно в 03:20 16 августа. На парня, который находился на проезжей части, наехал автомобиль «Рено». Причем, уверяет ведомство, до этого парня просили уйти на тротуар, но тот никак не отреагировал. От полученных травм в результате ДТП молодой человек умер.\n\nМВД ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","утверждает","","","","https://naviny.by/new/20200818/1597749966-mvd-na-partizanskom-prospekte-pogib-uchastnik-protestov","","","","","","","","","",""
"","","","","","","","","","","","","","","","",", что парень «являлся участником массовых мероприятий, проходящих в Минске в последние дни».","","","","","","","","","","","","","","","",""
"","","","8769","message","2020-08-18T08:23:34","NEXTA Live","10003210496","LUXTA","","","","","","986","831","«","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Нас миллионы","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","» — заявляет сайт БТ о лукашистских митингах, иллюстрируя сильное заявление наглядной фотографией.\n\nКак госам удаётся собрать эти «миллионы» — видно из документа, который лютой спам-рассылкой летает по государственным предприятиям.\n\nВот такая вот всенародная поддержка «действующего президента».","","","","","","","","","","","","","","","",""
"","","","8770","message","2020-08-18T08:23:35","NEXTA Live","10003210496","LUXTA","","","","","","960","1036","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8771","message","2020-08-18T08:28:30","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","1280","720","Жители Осипович провожают автобус на митинг в поддержку Лукашенко, который запланирован на сегодня в Могилёве. В руках у них фотографии пострадавших людей от зверств ОМОНа.","","","","2020-08-18T08:28:35","","","","","","","","","","","",""
"","","","8772","message","2020-08-18T08:37:05","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","720","1280","Мария Колесникова приехала на площадь к бастующим шахтёрам в Солигорске!","","","","","","","","","","","","","","","",""
"","","","8773","message","2020-08-18T08:40:40","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","720","1280","Посмотрите, как встречают сотрудников МАЗа!","","","","","","","","","","","","","","","",""
"","","","8774","message","2020-08-18T08:43:47","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","77","1280","720","Филармония в Минске бастует и поёт!","","","","","","","","","","","","","","","",""
"","","","8775","message","2020-08-18T08:55:01","NEXTA Live","10003210496","","","","","","","960","1280","Макс Корж тоже приехал поддержать работников МАЗа!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8776","message","2020-08-18T08:59:22","NEXTA Live","10003210496","Медуза — LIVE","","","","","","1280","1260","Списки стран, признавших и не признавших результаты белорусских выборов","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8777","message","2020-08-18T09:01:47","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","52","1080","1920","Жители первомайского района подписали коллективное письмо с целью договориться о встрече с начальниками местного РУВД и РОСК. По словам одного из жителей, бывшего следователя первомайского районного отдела следственного комитета, цель встречи — добиться расследования жёсткого избиения сотрудниками ОМОНа их соседей прямо в подъезде дома.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","«И второй момент — хотим поддержать сотрудников, которые внутри РУВД, чтобы они почувствовали, что у них есть поддержка народа, чтобы они просто выполняли свою работу по закону»","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",".","","","","","","","","","","","","","","","",""
"","","","8778","message","2020-08-18T09:01:47","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","97","1280","720","","","","","","","","","","","","","","","","",""
"","","","8779","message","2020-08-18T09:09:05","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","3840","2160","Атмосфера на МАЗе что надо!","","","","","","","","","","","","","","","",""
"","","","8780","message","2020-08-18T09:10:26","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","81","1920","1080","Гомсельмаш — не рабы!","","","","","","","","","","","","","","","",""
"","","","8781","message","2020-08-18T09:11:11","NEXTA Live","10003210496","","","","","","","","","Жители района также собираются сейчас около станции метро «Парк Челюскинцев», чтобы оттуда колонной двинуться к первомайскому РУВД на ул. Белинского 10. Протестующие намерены требовать встречи с начальством, а также призвать силовиков, чтобы те не выполняли преступных приказов.","","","","","8777","","","","","","","","","","",""
"","","","8782","message","2020-08-18T09:23:08","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","1080","1920","«Если мы хотим туда повесить бело-красно-белый флаг, мы это сделаем» — жители Борисова собрались на акцию протеста около горисполкома.","","","","","","","","","","","","","","","",""
"","","","8783","message","2020-08-18T09:27:29","NEXTA Live","10003210496","","","","","","","","","❗️Сергея Тихановского и Игоря Лосика перевели в СИЗО г. Жодино.","","","","","","","","","","","","","","","",""
"","","","8784","message","2020-08-18T09:28:47","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","35","360","640","Работников Атланта встречают настоящим коридором поддержки!","","","","","","","","","","","","","","","",""
"","","","8785","message","2020-08-18T09:29:35","NEXTA Live","10003210496","","","","","","","960","1280","Маша Колесникова напоминает!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8786","message","2020-08-18T09:30:54","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","38","1280","720","Ничего необычного. Просто один из районов Минска.","","","","","","","","","","","","","","","",""
"","","","8787","message","2020-08-18T09:47:58","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","41","720","1280","Просто посмотрите, как встречают работников МТЗ!","","","","","","","","","","","","","","","",""
"","","","8788","message","2020-08-18T09:51:40","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","720","1280","В Гомеле и Могилёве начинают сосредотачивать тараканистов и пленных бюджетников на митинги. ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Остерегайтесь провокаций!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Как происходят сборы «добровольцев» на такие движухи, ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","мы уже писали","","","","https://t.me/luxta_tv/921","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," на нашем ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","контрпропагандистском канале LUXTA","","","","https://t.me/luxta_tv","","","","","","","","","",""
"","","","","","","","","","","","","","","","",".","","","","","","","","","","","","","","","",""
"","","","8789","message","2020-08-18T09:51:40","NEXTA Live","10003210496","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8790","message","2020-08-18T09:52:59","NEXTA Live","10003210496","","","","","","","","","Отличная инициатива!\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Сбор вещей для школьников из семей, в которых родители вышли на забастовку.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","https://www.instagram.com/p/CEB9e9cnKyS/","","","","","","","","","","","","","",""
"","","","8791","message","2020-08-18T10:20:42","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","1024","576","На «Гомсельмаше» закрыли людей и не давали им выйти к митингующим.","","","","","","","","","","","","","","","",""
"","","","8792","message","2020-08-18T10:31:32","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","1080","1920","В Майами сейчас проходит акция солидарности с белорусами. Собралось около 200 человек.","","","","","","","","","","","","","","","",""
"","","","8793","message","2020-08-18T10:42:57","NEXTA Live","10003210496","Кулуары KYKY","","","","","","","","‼️ ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","29-летний директор музея из Волковыска найден мертвым.","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\nОн был одним из двух членов комиссии избирательного участка в Волковыске, который отказался подписывать протокол на выборах.\n\nРассказала ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","",""
"","","","8794","message","2020-08-18T10:48:50","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","848","464","«Лукашенко уходи!» — Жители Шклова организовали акцию солидарности с бастующими рабочими на МАЗе, МТЗ и Беларуськалии.","","","","","","","","","","","","","","","",""
"","","","8795","message","2020-08-18T10:58:09","NEXTA Live","10003210496","","","","","","","885","476","❗️","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Реальные факты изнасилований девушек на Окрестина и в других СИЗО в период с 9 по 13 августа подтверждены\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Есть надежные и проверенные свидетельства девушек ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","(в возрасте от 16 лет)","","","","","","","","","","","","","",""
