"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text","messages__photo","messages__forwarded_from","messages__text__type","messages__text__text","messages__text__href","messages__reply_to_message_id","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","10421","message","2020-09-03T10:12:40","","NEXTA Live","10003210496","","","","","","","","⚡️Известные телеведущие Денис Дудинский и Дмитрий Кохно, задержанные у своих домов, получили по 10 суток ареста!","","","","","","10364","","","","","","","","","",""
"","","","10422","message","2020-09-03T10:52:20","","NEXTA Live","10003210496","","","","","","623","680","В 4 гимназии г. Минска (","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","italic","а скорее всего и не только в ней","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",") информационные часы станут ещё менее информативными и ещё более пропагандистскими.\n\nОсобенно пугает, что под пресс государственной машины одурманивания кидают даже малышей из начальных классов — им будут рассказывать про красно-зелёный флаг и","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link"," показывать госовские новости","https://t.me/luxta_tv/1114","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",".\n\nВесь этот треш-контент негативно скажется на психике детей. От просто испорченного настроения и вплоть до серьёзных расстройств! Многие родители это понимают и пытаются отказаться от посещения своими чадами мозговырывающих мероприятий. В ответ учителя уверяют, что эти занятия обязательны и входят в учебный план. А кого с такими учебными планами так называемое Министерство образования хочет вырастить из маленьких белорусов — вопрос риторический.","","","","","","","","","","","","","","","",""
"","","","10423","message","2020-09-03T10:53:10","","NEXTA Live","10003210496","","","","","","1276","956","Минск. Рядом с Министерством внутренних дел собрались журналисты белорусских изданий. Они просят министра Караева принять их и ответить на вопросы о задержанных коллегах.","(File not included. Change data exporting settings to download.)","TUT.BY новости","","","","","","","","","","","","","",""
"","","","10424","message","2020-09-03T11:08:19","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","720","1280","Только посмотрите, каким дружным строем идут пленные ябатьки в Борисове! Лица так и светятся от счастья и улыбок, а лозунги и скандирование слышно даже в Минске!","","","","","","","","","","","","","","","",""
"","","","10425","message","2020-09-03T11:15:58","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","848","464","Из здания МВД вышли 9 человек в форме, говорят, что журналисты нарушают закон о массовых мероприятиях и просят уйти.","","TUT.BY новости","","","","","","","","","","","","","",""
"","","","10426","message","2020-09-03T11:16:32","","NEXTA Live","10003210496","","","","","","","","Неизвестными задержан фотограф ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," Дмитрий Брушко.","","","","","","","","","","","","","","","",""
"","","","10427","message","2020-09-03T11:37:44","","NEXTA Live","10003210496","","","","","","1280","960","Студенты-медики вновь стали в цепь солидарности возле БГМУ.","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10428","message","2020-09-03T11:38:21","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","А вот и видеоблогеры подъехали.","","отчислено","","","","","","","","","","","","","",""
"","","","10429","message","2020-09-03T11:38:34","","NEXTA Live","10003210496","","","","","","1280","965","","(File not included. Change data exporting settings to download.)","Светлана Тихановская","bold","Светлана Тихановская прокомментировала встречи Лукашенко с российским правительством:","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","italic","“Я всегда говорила и повторяю, что суверенитет не может быть предметом переговоров или торга. Я сомневаюсь, что любые решения и договоры, которые могут быть подписаны Лукашенко, будут признаны новым правительством. Причина этого известна: народ отказал Лукашенко в доверии.”","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","hashtag","#tikhanovskaya","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","hashtag","#tikhanovskayasvetlana","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","hashtag","#svetlanatikhanovskaya","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","hashtag","#тихановская","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","hashtag","#тихановскаясветлана","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","hashtag","#светланатихановская","","","","","","","","","","","",""
"","","","10430","message","2020-09-03T11:46:40","","NEXTA Live","10003210496","","","","","","1280","960","","(File not included. Change data exporting settings to download.)","","bold","Студенты-медики встали в сцепку!","","","","","","","","","","","",""
"","","","10431","message","2020-09-03T11:53:58","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","720","1280","Белорусы Великобритании прямо сейчас пикетируют Лондонскую фондовую биржу, которая в июне разместила белорусские ценные бумаги. «","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","italic","No more blood bonds!","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","» — больше никаких кровавых денег на поддержку оккупационного режима!","","","","","","","","","","","","","","","",""
"","","","10432","message","2020-09-03T12:19:41","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","53","1280","720","Колонна журналистов идет к Октябрьскому РУВД в Минске.","","TUT.BY новости","","","","","","","","","","","","","",""
"","","","10433","message","2020-09-03T12:25:10","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","720","1280","На ступенях Национального художественного музея — женский протест. Кто-то рисует, а кто-то даже вяжет.","","","","","","","","","","","","","","","",""
"","","","10434","message","2020-09-03T12:53:55","","NEXTA Live","10003210496","","","","","","1280","720","Цепь Солидарность на минской Серебрянке!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10435","message","2020-09-03T12:59:44","","NEXTA Live","10003210496","","","","","","1280","960","Новая Боровая солидарна!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10436","message","2020-09-03T13:01:42","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","720","1280","Акция солидарности на улице Маяковского в Минске","","","","","","","","","","","","","","","",""
"","","","10437","message","2020-09-03T13:05:03","","NEXTA Live","10003210496","","","","","","1280","648","Ого, какие разыскиваемые появились ","(File not included. Change data exporting settings to download.)","LUXTA","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","на сайте МВД","https://mvd.gov.by/ru","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","! Это уже похоже на ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","спланированную акцию админов государственных сайтов","https://t.me/luxta_tv/1115","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". Ну или на флешмоб по их взламыванию 🙈","","","","","","","","","","","","","","","",""
"","","","10438","message","2020-09-03T13:08:52","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","720","1280","Крестный ход вокруг Красного Костёла в Минске. Без автозаков, конечно, не обошлось.","","","","","","","","","","","","","","","",""
"","","","10439","message","2020-09-03T13:16:57","2020-09-03T13:20:06","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","720","1280","Баста! Колонна протестующих в Уручье.","","","","","","","","","","","","","","","",""
"","","","10440","message","2020-09-03T13:19:18","","NEXTA Live","10003210496","","","","","","1280","590","Минский р-н. Озерцо тоже собирается!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10441","message","2020-09-03T13:20:57","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","1280","720","Минск, Логойский Тракт! ⚪️🔴⚪️","","","","","","","","","","","","","","","",""
"","","","10442","message","2020-09-03T13:27:22","","NEXTA Live","10003210496","","","","","","1200","800","❗ Какой интересный документ из Следственного комитета Минска — городскому Минздраву. Требуют срочно предоставить видеозаписи камер из учреждений здравоохранения Минска и с прилегающих территорий в период с 9 по 13 августа 2020 года, где «запечатлены доставленные (обратившиеся) лица, получившие телесные повреждения».\n\n","(File not included. Change data exporting settings to download.)","Новая газета","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","link","http://amp.gs/Xxhk","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\nВот так режим Лукашенко «расследует» избиения людей ОМОНом","","","","","","","","","","","","","","","",""
"","","","10443","message","2020-09-03T13:28:00","","NEXTA Live","10003210496","","","","","","960","1280","Вечерняя прогулка в деревне Копище ❤️","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10444","message","2020-09-03T13:31:13","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","1280","720","Курасовщина в Минске тоже гуляет!","","","","","","","","","","","","","","","",""
"","","","10445","message","2020-09-03T13:31:38","","NEXTA Live","10003210496","","","","","","1280","960","На Велозаводе в Минске тоже вышли свободные люди!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10446","message","2020-09-03T13:36:45","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","1080","1920","Минская Веснянка собирает единомышленников по дворам! Выходите, не стесняйтесь 😜","","","","","","","","","","","","","","","",""
"","","","10447","message","2020-09-03T13:39:42","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","67","720","1280","Около Красного костёла в Минске поют!","","","","","","","","","","","","","","","",""
"","","","10448","message","2020-09-03T13:40:14","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","1920","1080","На минской Слепянке автомобилисты сигналят в поддержку протестующих 💪🏻","","","","","","","","","","","","","","","",""
"","","","10449","message","2020-09-03T13:42:54","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","45","720","1280","«Честные выборы!» и «Свободу журналистам!»\n\nПротестующие начали шествие от Красного костёла в Минске.","","","","","","","","","","","","","","","",""
"","","","10450","message","2020-09-03T13:44:17","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","720","1280","Минская Лошица гуляет!","","","","","","","","","","","","","","","",""
"","","","10451","message","2020-09-03T13:46:06","","NEXTA Live","10003210496","","","","","","1276","956","Ст.м. Восток около ТЦ Dana Mall.\n\nЛюди выходят каждый день, просят присоединяться!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10452","message","2020-09-03T13:47:22","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","720","1280","На марше в минской Серебрянке люди скандируют «Далучайся»!","","","","","","","","","","","","","","","",""
"","","","10453","message","2020-09-03T13:50:59","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","1280","720","Колонну протестующих на проспекте Независимости в Минске сопровождают машины без номеров. Остальные нормальные автомобилисты активно сигналят в поддержку","","","","","","","","","","","","","","","",""
"","","","10454","message","2020-09-03T13:51:02","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","720","1280","Жители столичной Малиновки требуют «Лукашенко в автозак»!","","","","","","","","","","","","","","","",""
"","","","10455","message","2020-09-03T13:57:05","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","720","1280","Огни вечернего Сухарево в Минске ✨","","","","","","","","","","","","","","","",""
"","","","10456","message","2020-09-03T14:00:15","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","1280","720","Жители жк «Каскад»  в Минске как всегда тусуются! Говорят что стремление к Свободе очень объединяет ❤️","","","","","","","","","","","","","","","",""
"","","","10457","message","2020-09-03T14:03:43","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","1080","1920","«Далучайся!»\n\nКопище сегодня в ударе!","","","","","","","","","","","","","","","",""
"","","","10458","message","2020-09-03T14:05:38","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","1920","1080","Дворы на Лебяжем как всегда прекрасны ⚪️🔴⚪️","","","","","","","","","","","","","","","",""
"","","","10459","message","2020-09-03T14:08:54","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","720","1280","","","","bold","«Каждый день!»\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Шествие по улице Матусевича в Минске✨","","","","","","","","","","","","","","","",""
"","","","10460","message","2020-09-03T14:10:19","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","720","1280","Подписчики сообщают: в столичном магазине BIGZZ (ТЦ «Норд Сити») тихари схватили парня. По словам очевидцев, он зашел внутрь с бело-красно-белым флагом после акции солидарности на Логойском Тракте.","","","","","","","","","","","","","","","",""
"","","","10461","message","2020-09-03T14:14:15","","NEXTA Live","10003210496","","","","","","1280","720","Столичная Грушевка тоже вышла!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10462","message","2020-09-03T14:15:23","","NEXTA Live","10003210496","","","","","","960","1280","Шабаны 💪🏻","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10463","message","2020-09-03T14:17:41","","NEXTA Live","10003210496","","","","","","1280","606","Прямо сейчас возле легендарного Зубра на проспекте Дзержинского в Минске в цепи солидарности стоят пару сотен человек!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10464","message","2020-09-03T14:20:31","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","1280","720","Протестующие идут в сцепке в сторону Площади Победы.","","TUT.BY новости","","","","","","","","","","","","","",""
"","","","10465","message","2020-09-03T14:21:04","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","720","1280","Минская Пушкинская не сдаётся!","","","","","","","","","","","","","","","",""
"","","","10466","message","2020-09-03T14:24:22","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","720","1280","","","","bold","«Мур хутка рухне»!\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Вот такая атмосфера царит сейчас на улице Червякова в Минске. ❤️","","","","","","","","","","","","","","","",""
"","","","10467","message","2020-09-03T14:34:14","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","720","1280","Новая Боровая никогда не расходится☺️","","","","","","","","","","","","","","","",""
"","","","10468","message","2020-09-03T16:48:39","","NEXTA Live","10003210496","","","","","","","","","","","bold","❗️ХАКЕРЫ-ПАРТИЗАНЫ ЗА СВОБОДНУЮ БЕЛАРУСЬ\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","На айтишников оккупанты напали зря - и еще пожалеют. Веселый и непринужденный взлом сайтов администрации президента и МВД, как вчера и сегодня – это далеко не предел возможного.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Как насчет включить «Перемен» или Михалка на рекламных панелях наших городов?\n\nКак насчет баз данных? ","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Силовиков, прикорытников любых пособников режима. Все достоверные сведениях о реальных нарушениях, несправедливых преследованиях граждан. В сети всё больше проектов вроде ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","mention","@BlackBookBelarus","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," – собирающих доказательную базу о любых преступлениях против белорусского народа. Как добудете надежные сведения – обязательно присылайте.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Вот эти террабайты видео, снимаемых тихарями.","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," Обществу тоже полезно получить доступ к ним – как и к любым результатам работы государства. Ведь именно общество эту работу оплачивает. Добудете что-то ценное – обязательно отправляйте беларусским телеграм-каналам или независимым СМИ.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Как насчет отключить блокировки по DPI в «Белтелекоме»? ","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Чтобы оккупанты больше не блокировали доступ к независимым беларусским медиа, перестали терроризировать интернет.\n\nУверены, ваш опыт, фантазия и мечта о новой, свободной стране подскажут вам много чего еще.\n\nСоблюдайте все базовые правила безопасности – чтобы не попадаться преступникам, которые уничтожают сейчас закон, выборы, свободу и экономику. Каждый из вас для победы очень нужен. ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Лукашенко объявил войну собственному народу. IT-сообщество объявляет ему первую хакерскую герилью.\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Хакерский фронт – часть Плана победы, подлежит распространению: ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","link","https://telegra.ph/PLAN-POBEDY-09-01","","","","","","","","","","","",""
"","","","10469","message","2020-09-04T02:49:23","2020-09-04T03:14:40","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","1080","1920","Студенты Лингвогуманитарного колледжа в Минске будят город, выйдя на Марш мира от мемориала Тарайковского.","","","","","","","","","","","","","","","",""
"","","","10470","message","2020-09-04T02:53:20","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","56","848","464","Директор 196 школы Минска записала ","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","видеообращение","https://www.instagram.com/p/CEjCzH1gv2c/?igshid=39he2c8arzix","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," со словами благодарности милиции. Ученики добавили в видео кадры с улиц города. Видео набирает популярность среди учеников и родителей школы. \n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","",""
"","","","10471","message","2020-09-04T03:02:58","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","720","1280","У Следственного комитета в Минске собралось очень много людей. Все пришли поддержать члена Координационного совета Павла Данейко, которого вызвали на допрос в 10:00.","","","","","","","","","","","","","","","",""
"","","","10472","message","2020-09-04T03:02:58","","NEXTA Live","10003210496","","","","","","1280","960","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10473","message","2020-09-04T03:19:18","2020-09-04T03:19:26","NEXTA Live","10003210496","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","","bold","Сегодня айтишники выйдут на марш солидарности. \n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Ребята разозлились в связи с обыском в компании PandaDoc и выдвинули свои требования правительству: освободить политзаключённых, провести новые выборы и прекратить репрессии. ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","В 17:00 выходим","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," командами из офисов и двигаемся ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","в сторону Стелы","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". \n\nВслед за айтишниками выходят наши неповторимые девушки. Акция «Матери против насилия» ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","состоится в 18:00","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","на Комаровке","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". Собираемся в традиционные женские цепи с цветами и плакатами против насилия.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","italic","Солидарность — наше оружие!","","","","","","","","","","","",""
"","","","10474","message","2020-09-04T03:38:28","","NEXTA Live","10003210496","","","","","","954","1000","Сегодня в сессионном зале Верховной рады Украины на местах народных депутатов, а также на трибуне и президиуме развесили исторические национальные флаги Беларуси. \n\nТакже в начале заседания представители различных фракций выступили с заявлением в поддержку белорусов, которые борются за перемены, а также в поддержку свободных выборов в нашей стране.\n\nИсточник: Цензор.НЕТ","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10475","message","2020-09-04T03:38:28","","NEXTA Live","10003210496","","","","","","759","702","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10476","message","2020-09-04T03:52:15","","NEXTA Live","10003210496","","","","","","960","1280","Мемориал Тарайковского снова засыпали реагентом. Красная полоса напоминает, что мы не забудем и не простим.","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10477","message","2020-09-04T03:52:15","","NEXTA Live","10003210496","","","","","","960","1280","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10478","message","2020-09-04T04:35:30","","NEXTA Live","10003210496","","","","","","626","375","","(File not included. Change data exporting settings to download.)","","bold","МИД Словакии выделит 250 тыс. евро на помощь жертвам репрессий в Беларуси\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Словакия ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","создаёт фонд","https://www.cas.sk/clanok/1020934/slovensko-podpori-bieloruskych-obcanov-rezort-zahranicia-navrhuje-vyclenit-250-tisic-eur/","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," помощи пострадавшим от репрессий в Беларуси. Независимые организации Беларуси будут помогать распределять средства среди пострадавших. Одной из форм поддержки будет выделение стипендий для белорусских студентов на обучение в Словакии.","","","","","","","","","","","","","","","",""
"","","","10479","message","2020-09-04T04:37:29","","NEXTA Live","10003210496","","","","","","1280","960","Беззаконие в белорусских судах продолжается. На сегодня запланированы слушания в отношении шести журналистов, которых задержали во время работы 1 сентября на марше студентов. Первым в суде начали рассматривать дело корреспондента БелаПАН Андрея Шевлюго. \n\nСвидетелем по его делу выступает ОМОНовец, который отказывается называть свою фамилию. Адвокат настаивал на установление личности свидетеля, однако судья данное ходатайство не удовлетворил.\n\nФото: Радио Свобода","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10480","message","2020-09-04T04:43:09","","NEXTA Live","10003210496","","","","","","869","590","❗️","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Верховная Рада Украины сегодня выглядит так!\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Огромное спасибо всем депутатам Рады и всему народу Украины за поддержку!\n\nЖыве Беларусь!","","","","","","","","","","","","","","","",""
"","","","10481","message","2020-09-04T04:43:09","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","247","1280","768","","","","","","","","","","","","","","","","",""
"","","","10482","message","2020-09-04T05:12:45","","NEXTA Live","10003210496","","","","","","","","⚡️По сообщениям наших источников,","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold"," в столичном СК лежит примерно 1000 заявлений по фактам пыток в период с 9 по 13 августа.\n\nУголовных дел возбуждено ровно 0 (ноль).","","","","","","","","","","","",""
"","","","10483","message","2020-09-04T05:43:34","","NEXTA Live","10003210496","","","","","","1020","802","Вот так проходит","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold"," суд над задержанным за выполнение своих профессиональных обязанностей журналистом","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," Алексеем Судником. Нет, это не фотошоп. Это белорусская реальность\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","italic","Фото: TUT.BY","","","","","","","","","","","",""
"","","","10484","message","2020-09-04T05:46:05","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","720","1280","Студенты Белорусского государственного университета культуры и искусств собрались в холле, чтобы исполнить песни «Перемен» и «Стены рухнут». Охранник учебного учреждения стал требовать от студентов разойтись, на что те ответили ему, что они репетируют и начали петь хором песню «Купалинка».","","","","","","","","","","","","","","","",""
"","","","10485","message","2020-09-04T05:59:12","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","4","720","1280","","","","bold","Территорию ВГАВМ теперь патрулируют тихари \n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","После протестов студентов во время перерывов между занятиями, в академии сократили время этих самых перерывов и прислали бандитов патрулировать территорию учебного заведения. Студенты беспокоятся, но ректорат не обращает на мнение своих же учащихся никакого внимания.","","","","","","","","","","","","","","","",""
"","","","10486","message","2020-09-04T06:02:53","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","720","1280","⚡️В МГЛУ ПРЯМО СЕЙЧАС ОМОН ЖЁСТКО ЗАДЕРЖИВАЕТ СТУДЕНТОВ!","","","","","","","","","","","","","","","",""
"","","","10487","message","2020-09-04T06:02:53","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","720","1280","","","","","","","","","","","","","","","","",""
"","","","10488","message","2020-09-04T06:09:22","2020-09-04T06:21:00","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","720","1280","","","","bold","‼️На данный момент известно как минимум об одном задержанном — его зовут Никита Анацкий, студент 4 курса переводческого факультета. \n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Сколько ещё студентов попали в лапы фашистов прямо в стенах родного университета — неизвестно. На улице стоит как минимум три тонированных микроавтобуса без номеров.","","","","","","","","","","","","","","","",""
