"name","type","id","messages__id","messages__type","messages__date","messages__actor","messages__actor_id","messages__action","messages__title","messages__text","messages__members__-","messages__from","messages__from_id","messages__text__type","messages__text__text","messages__reply_to_message_id","messages__photo","messages__width","messages__height","messages__file","messages__mime_type","messages__edited","messages__forwarded_from","messages__message_id","messages__text__href","messages__thumbnail","messages__text__user_id","messages__media_type","messages__sticker_emoji","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","568","message","2020-08-25T16:13:32","","","","","Так что собирайте сразу в два бланка","","Владимир","4746040825","","","","","","","","","","","","","","","","","","","","","","",""
"","","","569","message","2020-08-25T16:13:49","","","","","Мы собираем сразу 4)","","Елена","4807277444","","","","","","","","","","","","","","","","","","","","","","",""
"","","","570","message","2020-08-25T16:13:53","","","","","Ого)","","Владимир","4746040825","","","","","","","","","","","","","","","","","","","","","","",""
"","","","571","message","2020-08-25T16:14:08","","","","","На всякий)","","Елена","4807277444","","","","","","","","","","","","","","","","","","","","","","",""
"","","","572","message","2020-08-25T16:14:09","","","","","Тогда мы подстрахованны)","","Владимир","4746040825","","","","","","","","","","","","","","","","","","","","","","",""
"","","","573","service","2020-08-25T16:14:27","Алексей Кузьменко","5047926380","invite_members","","","Алексей Кузьменко","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","574","message","2020-08-25T16:14:31","","","","","Копии в нете ещё, мало ли пропадет по дароге...","","Владимир","4746040825","","","","","","","","","","","","","","","","","","","","","","",""
"","","","575","service","2020-08-25T16:14:50","Alexander Bigel","4943440404","invite_members","","","Tali","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","576","message","2020-08-25T16:15:03","","","","","Как раньше, под копирку писали, сейчас тоже так можно😅","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","577","message","2020-08-25T16:15:11","","","","","Буду сканировать.","","Елена","4807277444","","","","","","","","","","","","","","","","","","","","","","",""
"","","","578","message","2020-08-25T16:15:17","","","","","2 листа одновременно подписывать)))","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","579","message","2020-08-25T16:15:25","","","","","Не, там оригиналы нужны","","Елена","4807277444","","","576","","","","","","","","","","","","","","","","","","","",""
"","","","580","service","2020-08-25T16:15:36","tipe56","4339184356","invite_members","","","tipe56","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","581","message","2020-08-25T16:15:40","","","","","","","Алексей Кузьменко","5047926380","link","http://lenchevskaya.house.gov.by/ru/okrug-ru/","","","","","","","","","","","","","","","","","","","","",""
"","","","582","message","2020-08-25T16:15:56","","","","","Это как вариант копии сразу делать)\nСкорее шутливый)","","Евгения","4941467272","","","579","","","","","","","","","","","","","","","","","","","",""
"","","","583","service","2020-08-25T16:15:57","Alina","4921216528","invite_members","","","Alina","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","584","service","2020-08-25T16:16:10","MisterQuo","4817817176","invite_members","","","MisterQuo","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","585","message","2020-08-25T16:16:56","","","","","Я на работе скан сделаю перед отправкой. Директор только за)","","Елена","4807277444","","","","","","","","","","","","","","","","","","","","","","",""
"","","","586","service","2020-08-25T16:17:27","Dimitri","4597433690","invite_members","","","Dimitri","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","587","service","2020-08-25T16:17:43","pikachu","4841980374","invite_members","","","pikachu","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","588","service","2020-08-25T16:17:53","Angie","4863390885","invite_members","","","Angie","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","589","service","2020-08-25T16:18:00","Алексей Кузьменко","5047926380","invite_members","","","Senechka","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","590","message","2020-08-25T16:18:22","","","","","30 августа (воскресенье) у АГЛ день рождения, нужно всем Минском поздравить поехавшего деда:)","","Владимир","4746040825","","","","","","","","","","","","","","","","","","","","","","",""
"","","","591","service","2020-08-25T16:18:40","Алексей Кузьменко","5047926380","invite_members","","","Александр Морозов","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","592","service","2020-08-25T16:18:44","Retershy","4690534975","invite_members","","","Retershy","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","593","message","2020-08-25T16:19:09","","","","","Он шариков боится...","","Елена","4807277444","","","590","","","","","","","","","","","","","","","","","","","",""
"","","","594","message","2020-08-25T16:19:46","","","","","Давайте здесь не будем за другие темы, без призывов или ещё чего-то, для этого чатов и пабликов море. Чтобы не терялась важная инфа, тут обсуждаем только сбор подписей и встречи с депутатами☺️🙌🏻","","Евгения","4941467272","","","590","","","","","","","","","","","","","","","","","","","",""
"","","","595","message","2020-08-25T16:20:02","","","","","Добрый вечер! здесь есть кто-нибудь, кто был на род.собрании в 201й школе с Линчевской еще в качестве кандидата? было весело. Она вообще в наш район накануне переехала, ни на один вопрос ответить не смогла по проблемам района. Так и сказала - я тут недавно))","","Nadzeya","4950235059","","","","","","","","","","","","","","","","","","","","","","",""
"","","","596","service","2020-08-25T16:20:15","🐸","5089989020","invite_members","","","🐸","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","597","service","2020-08-25T16:20:24","Jane","4907084935","invite_members","","","Jane","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","598","message","2020-08-25T16:20:27","","","","","Привет, а есть по московскому району у кого-то ссылку на такой чатик?)","","РолльШтора","4392127086","","","","","","","","","","","","","","","","","","","","","","",""
"","","","599","message","2020-08-25T16:20:46","","","","","","","Denis","4518443109","bold","Чаты о отзыве депутатов по округам","","","","","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","","","","","","","","",""
"","","","","","","","","","",":\n\n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Шабановский округ 91 - Лагунова","","","","","","","","","","https://t.me/otzyv_lagunova","","","","","","","","","","",""
"","","","","","","","","","","    \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Автозаводской округ 92 - Гранковский","","","","","","","","","","https://t.me/grankovski","","","","","","","","","","",""
"","","","","","","","","","","  \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Васнецовский округ 93 - Шкроб","","","","","","","","","","http://t.me/shkrobotzy","","","","","","","","","","",""
"","","","","","","","","","","  \nОкруг Воронецкого - удалил. Он уже ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","высказался","","","","","","","","","","https://www.facebook.com/100014710278423/posts/950985765401757/?extid=FouQ9K5Nasgi6Ikf&d=n","","","","","","","","","","",""
"","","","","","","","","",""," против насилия.   \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Купаловский  округ  95 - Сайганова","","","","","","","","","","https://t.me/Len95okrug","","","","","","","","","","",""
"","","","","","","","","","","  \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Чкаловский  округ 96 - Савиных","","","","","","","","","","http://t.me/joinchat/FOFVqhyzx5Gd3B_QVtdlZA","","","","","","","","","","",""
"","","","","","","","","","","  \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Октябрьский  округ 97 - Клишевич","","","","","","","","","","https://t.me/joinchat/HCKq5k7z7iofbtcxer41JA","","","","","","","","","","",""
"","","","","","","","","","","    \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Грушевский  округ 98  - Макарина-Кибак ","","","","","","","","","","https://t.me/joinchat/GueQfBkt8hc0t_ZDiecOqg","","","","","","","","","","",""
"","","","","","","","","","","    \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Юго-западный  округ 99 - Комаровский","","","","","","","","","","https://t.me/okrug99minsk","","","","","","","","","","",""
"","","","","","","","","","","    \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Есенинский  округ 100 - Гайдук","","","","","","","","","","https://t.me/otzyvgayduc","","","","","","","","","","",""
"","","","","","","","","","","    \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Каменногорский  округ 101 - Старовойтова","","","","","","","","","","https://t.me/recall_deputy_starovoitova","","","","","","","","","","",""
"","","","","","","","","","","\n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Западный  округ 102 - Ленчевская","","","","","","","","","","https://t.me/recall_deputy_lenchevskaya","","","","","","","","","","",""
"","","","","","","","","","","    \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Пушкинский  округ 103 - Панасюк","","","","","","","","","","https://t.me/joinchat/AAAAAFQapzXly3x3UiIzXw","","","","","","","","","","",""
"","","","","","","","","","","  \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Кальварийский  округ 104 - Василевич","","","","","","","","","","https://t.me/joinchat/FVRJK1JydYL_NcAjzr1eXQ","","","","","","","","","","",""
"","","","","","","","","","","  \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Старовиленский  округ 105 - Любецкая ","","","","","","","","","","https://t.me/joinchat/H6JljhkJIaEk321KqY6YNA","","","","","","","","","","",""
"","","","","","","","","","","   \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Коласовский  округ 106 - Дик","","","","","","","","","","https://t.me/stop_dick","","","","","","","","","","",""
"","","","","","","","","",""," \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Восточный  округ 107 - Давыдко  ","","","","","","","","","","http://t.me/minsk_eastern_district_107_chat","","","","","","","","","","",""
"","","","","","","","","","","\n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Калиновский  округ 108 - Гайдукевич","","","","","","","","","","http://t.me/stop_gaiduk","","","","","","","","","","",""
"","","","","","","","","","","  \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Уручский  округ 109 - Гордейчик","","","","","","","","","","https://t.me/joinchat/Oc-jFhpr3H1ueQ5HUmwYLg","","","","","","","","","","",""
"","","","","","","","","",""," \n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Партизанский  округ 110 -Думбадзе","","","","","","","","","","https://t.me/stop_dumbadze","","","","","","","","","","",""
"","","","600","message","2020-08-25T16:20:47","","","","","Когда была эта встреча, до или после 9-го августа?","","Евгения","4941467272","","","595","","","","","","","","","","","","","","","","","","","",""
"","","","601","message","2020-08-25T16:20:59","","","","","спасииибо","","РолльШтора","4392127086","","","599","","","","","","","","","","","","","","","","","","","",""
"","","","602","service","2020-08-25T16:21:11","Anton","4555680105","invite_members","","","Anton","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","603","message","2020-08-25T16:21:19","","","","","В прошлом году)","","Елена","4807277444","","","600","","","","","","","","","","","","","","","","","","","",""
"","","","604","message","2020-08-25T16:21:55","","","","","на кануне выборов в палату представителей как раз","","Nadzeya","4950235059","","","600","","","","","","","","","","","","","","","","","","","",""
"","","","607","service","2020-08-25T16:22:53","Alia","5004421179","invite_members","","","Alia","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","608","service","2020-08-25T16:22:56","Olga","5104771769","invite_members","","","Olga","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","609","service","2020-08-25T16:24:00","Люлик","4497175505","invite_members","","","Люлик","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","610","service","2020-08-25T16:24:45","Zoichka Zoichka","4501485744","invite_members","","","Zoichka Zoichka","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","611","service","2020-08-25T16:25:21","Volha Rybinskaya","5119913483","invite_members","","","Volha Rybinskaya","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","612","message","2020-08-25T16:26:22","","","","","Подписи сразу и на обжалование собираем?","","Alia","5004421179","","","","","","","","","","","","","","","","","","","","","","",""
"","","","613","service","2020-08-25T16:26:33","Оля Т","4339207009","invite_members","","","Оля Т","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","614","service","2020-08-25T16:27:05","M V","4500094195","invite_members","","","M V","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","615","service","2020-08-25T16:27:32","Tasha S","4662175333","invite_members","","","Tasha S","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","616","message","2020-08-25T16:27:33","","","","","Вместе, сначала на встречу, она с 99% вероятностью будет безрезультатная, а потом на встречу по её отзыву","","Евгения","4941467272","","","612","","","","","","","","","","","","","","","","","","","",""
"","","","617","service","2020-08-25T16:28:30","Nikolay","4950513010","invite_members","","","Nikolay","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","618","service","2020-08-25T16:29:05","Alex","5280279587","invite_members","","","Alex","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","619","service","2020-08-25T16:29:08","Сергей Стащенюк","4529307901","invite_members","","","Сергей Стащенюк","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","620","service","2020-08-25T16:29:35","Борис","4808867538","invite_members","","","Борис","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","621","service","2020-08-25T16:31:08","K","5158422411","invite_members","","","K","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","622","service","2020-08-25T16:31:15","Екатерина","4490843236","invite_members","","","Екатерина","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","623","service","2020-08-25T16:31:21","Valeria Efremova","5467739149","invite_members","","","Valeria Efremova","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","624","service","2020-08-25T16:31:44","Алексей Кузьменко","5047926380","invite_members","","","Andrei Andrei","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","625","service","2020-08-25T16:32:14","D","4837507807","invite_members","","","D","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","626","service","2020-08-25T16:34:24","Spl Bot","5215799292","invite_members","","","Spl Bot","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","627","service","2020-08-25T16:34:33","Katerina Makovetskaya","5329302923","invite_members","","","Katerina Makovetskaya","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","628","service","2020-08-25T16:34:53","Ольга","5093729492","invite_members","","","Ольга","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","629","service","2020-08-25T16:35:06","Hanna Tsimashenka","4645095666","invite_members","","","Hanna Tsimashenka","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","630","service","2020-08-25T16:35:15","Аркадия Укупникова","4680030482","invite_members","","","Аркадия Укупникова","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","631","service","2020-08-25T16:35:37","Katya","4669239751","invite_members","","","Katya","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","632","message","2020-08-25T16:37:02","","","","","Здравствуйте! Давайте, пожалуйста, максимально кратко как действуем и когда","","Аркадия Укупникова","4680030482","","","","","","","","","","","","","","","","","","","","","","",""
"","","","633","message","2020-08-25T16:37:07","","","","","Спасибо","","Аркадия Укупникова","4680030482","","","","","","","","","","","","","","","","","","","","","","",""
"","","","634","service","2020-08-25T16:37:22","Оксана","4847171021","invite_members","","","Оксана","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","635","service","2020-08-25T16:38:13","Nadin","4827322894","invite_members","","","Nadin","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","636","service","2020-08-25T16:38:32","Cup","4855049119","invite_members","","","Cup","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","637","service","2020-08-25T16:38:36","Andrey Frolov","4979333342","invite_members","","","Andrey Frolov","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","638","service","2020-08-25T16:38:38","Екатерина","4924484494","invite_members","","","Екатерина","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","639","service","2020-08-25T16:38:46","Кристина","5326972718","invite_members","","","Кристина","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","640","service","2020-08-25T16:38:47","Nadin","4827322894","invite_members","","","Andrei Aliohin","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","641","message","2020-08-25T16:39:10","","","","","","","Spl Bot","5215799292","","","","(File not included. Change data exporting settings to download.)","1041","402","","","","","","","","","","","","","","","","",""
"","","","642","service","2020-08-25T16:40:20","Insomnia","4658323678","invite_members","","","Insomnia","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","643","service","2020-08-25T16:40:49","Gennadii Minsk","4570799014","invite_members","","","Gennadii Minsk","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","644","message","2020-08-25T16:41:46","","","","","Куда идти чтоб ее выгнать?","","Gennadii Minsk","4570799014","","","","","","","","","","","","","","","","","","","","","","",""
"","","","645","message","2020-08-25T16:42:09","","","","","Смотрите закреп","","Надя","5369260776","","","","","","","","","","","","","","","","","","","","","","",""
"","","","646","message","2020-08-25T16:42:33","","","","","Закреп странный","","Аркадия Укупникова","4680030482","","","","","","","","","","","","","","","","","","","","","","",""
"","","","647","message","2020-08-25T16:42:41","","","","","При чем тут строительство?","","Аркадия Укупникова","4680030482","","","","","","","","","","","","","","","","","","","","","","",""
"","","","648","service","2020-08-25T16:42:48","Ольга","5093729492","invite_members","","","serge daiko","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","649","service","2020-08-25T16:42:48","Ольга","5093729492","invite_members","","","Nikita","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","650","service","2020-08-25T16:42:48","Ольга","5093729492","invite_members","","","Екатерина","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","651","service","2020-08-25T16:42:48","Ольга","5093729492","invite_members","","","Irina","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","652","service","2020-08-25T16:42:48","Ольга","5093729492","invite_members","","","Zhenya","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","653","service","2020-08-25T16:42:48","Ольга","5093729492","invite_members","","","Татьяна Казеко","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","654","message","2020-08-25T16:43:25","","","","","А где вы нашли строительство?","","Надя","5369260776","","","","","","","","","","","","","","","","","","","","","","",""
"","","","655","message","2020-08-25T16:43:29","","","","","Это ориентир, где будет человек","","Евгения","4941467272","","","647","","","","","","","","","","","","","","","","","","","",""
"","","","656","message","2020-08-25T16:43:32","","","","","А почему два чата?","","Katerina Makovetskaya","5329302923","","","","","","","","","","","","","","","","","","","","","","",""
"","","","657","message","2020-08-25T16:43:32","","","","","Это обьяснение локации, чтоб местным понятнее было","","Евгений Бульба","4748697966","","","647","","","","","","","","","","","","","","","","","","","",""
"","","","658","service","2020-08-25T16:43:46","Tatiana","4880073902","invite_members","","","Tatiana","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","659","message","2020-08-25T16:43:52","","","","","Аааа","","Аркадия Укупникова","4680030482","","","657","","","","","","","","","","","","","","","","","","","",""
"","","","660","service","2020-08-25T16:43:57","Aleksander","4769623192","invite_members","","","Aleksander","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","661","message","2020-08-25T16:44:00","","","","","Мы решили оба оставить, в разных местах собираем","","Евгения","4941467272","","","656","","","","","","","","","","","","","","","","","","","",""
"","","","662","service","2020-08-25T16:44:06","Dee","4722464708","invite_members","","","Dee","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","663","message","2020-08-25T16:44:12","","","","","Понятно)))","","Katerina Makovetskaya","5329302923","","","661","","","","","","","","","","","","","","","","","","","",""
"","","","664","message","2020-08-25T16:45:25","","","","","Так а что требуется? Прийти просто?","","Аркадия Укупникова","4680030482","","","","","","","","","","","","","","","","","","","","","","",""
"","","","665","message","2020-08-25T16:45:33","","","","","Да","","Евгения","4941467272","","","664","","","","","","","","","","","","","","","","","","","",""
"","","","666","service","2020-08-25T16:45:48","Vadzim Vidnikevich","4737001265","invite_members","","","Vadzim Vidnikevich","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","667","service","2020-08-25T16:46:13","Некая Н.","4738834381","invite_members","","","Некая Н.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","668","service","2020-08-25T16:46:29","wasili","4954130628","invite_members","","","wasili","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","669","message","2020-08-25T16:46:33","","","","","Хорошо! Завтра буду!","","Аркадия Укупникова","4680030482","","","","","","","","","","","","","","","","","","","","","","",""
"","","","670","message","2020-08-25T16:46:46","","","","","Наш любимый белорусский народ, мы за сегодня отлично потрудились и дали много информации.\n\nЕсли есть вопросы, полистайте чат\n\nАдмины отправились спать, да завтра. Вы супер","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","671","message","2020-08-25T16:46:47","","","","","🇧🇾","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","672","message","2020-08-25T16:47:02","","","","","Спасибо! Взаимно)","","Аркадия Укупникова","4680030482","","","","","","","","","","","","","","","","","","","","","","",""
"","","","673","message","2020-08-25T16:47:08","","","","","🇧🇾","","Аркадия Укупникова","4680030482","","","","","","","","","","","","","","","","","","","","","","",""
"","","","674","service","2020-08-25T16:48:57","Yauheni","4362711723","invite_members","","","Yauheni","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","675","service","2020-08-25T16:49:13","Alexander","4621151844","invite_members","","","Alexander","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","676","service","2020-08-25T16:50:16","Uladz Hrydzin","4457243887","invite_members","","","Uladz Hrydzin","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","677","service","2020-08-25T16:50:55","Sviatlans","5441181924","invite_members","","","Sviatlans","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","678","message","2020-08-25T16:50:56","","","","","🇧🇾","","The Show Must Go On","5414624234","","","","","","","","","","","","","","","","","","","","","","",""
"","","","679","message","2020-08-25T16:51:28","","","","","","","pikachu","4841980374","","","","","512","512","(File not included. Change data exporting settings to download.)","","","","","","stickers/AnimatedSticker.tgs_thumb.jpg","","sticker","🇧🇾","","","","","","",""
"","","","680","service","2020-08-25T16:51:48","Владимир","4341912502","invite_members","","","Владимир","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","681","service","2020-08-25T16:51:52","Лена Лена","5540539805","invite_members","","","Лена Лена","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","682","service","2020-08-25T16:52:09","Pavel M","4497448907","invite_members","","","Pavel M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","683","service","2020-08-25T16:52:39","Kate","4714856092","invite_members","","","Kate","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","684","message","2020-08-25T16:53:37","","","","","","","Инна","5064355548","","","","","512","512","(File not included. Change data exporting settings to download.)","","","","","","stickers/AnimatedSticker (1).tgs_thumb.jpg","","sticker","🇧🇾","","","","","","",""
"","","","685","service","2020-08-25T16:53:42","mark.","4774871200","invite_members","","","mark.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","686","service","2020-08-25T16:54:46","G","4758708606","invite_members","","","G","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","687","service","2020-08-25T16:55:04","Aleksii","5157077906","invite_members","","","Aleksii","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","688","service","2020-08-25T16:55:13","Виталий","4756577144","invite_members","","","Виталий","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","689","service","2020-08-25T16:55:54","Кунигунда Диеговна","4773744490","invite_members","","","Кунигунда Диеговна","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","690","service","2020-08-25T16:57:28","Ольга Ольга","5682531352","invite_members","","","Ольга Ольга","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","691","service","2020-08-25T16:58:25","Андрей Шоломицкий","4976791522","invite_members","","","Андрей Шоломицкий","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","692","service","2020-08-25T16:58:36","Anastasia","4541156349","invite_members","","","Anastasia","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","693","message","2020-08-25T16:59:17","","","","","","","Tasha S","4662175333","","","","","512","512","(File not included. Change data exporting settings to download.)","","","","","","stickers/AnimatedSticker.tgs_thumb.jpg","","sticker","🇧🇾","","","","","","",""
"","","","694","service","2020-08-25T16:59:32","Волшебница Мерлин","4980837247","invite_members","","","Волшебница Мерлин","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","695","service","2020-08-25T17:00:13","S","4750423920","invite_members","","","S","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","696","service","2020-08-25T17:01:17","Серый кот","4792614762","invite_members","","","Серый кот","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","697","service","2020-08-25T17:02:16","Olga","4476291938","invite_members","","","Olga","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","698","service","2020-08-25T17:03:52","lIlIlIl","5407938950","invite_members","","","lIlIlIl","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","699","service","2020-08-25T17:04:17","Алина Артёмова","4910239579","invite_members","","","Алина Артёмова","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","700","service","2020-08-25T17:04:50","𝕸 𝕯𝖟-𝕲","4984179407","invite_members","","","𝕸 𝕯𝖟-𝕲","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","701","service","2020-08-25T17:05:45","Alexandr M","4365816720","invite_members","","","Alexandr M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","702","service","2020-08-25T17:06:14","Aleksandr Projekt","4603982110","invite_members","","","Aleksandr Projekt","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","703","service","2020-08-25T17:07:32","Anya","4754739232","invite_members","","","Anya","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","704","service","2020-08-25T17:07:46","Евгений","4910177411","invite_members","","","Евгений","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","705","service","2020-08-25T17:08:08","Kate","5636727548","invite_members","","","Kate","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","706","service","2020-08-25T17:09:05","tmoha","4418591625","invite_members","","","tmoha","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","707","service","2020-08-25T17:10:28","Ludmila","4667115050","invite_members","","","Ludmila","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","708","service","2020-08-25T17:13:38",".","4682562295","invite_members","","",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","709","service","2020-08-25T17:15:48","Таня","5506268437","invite_members","","","Таня","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","710","service","2020-08-25T17:16:14","Nadya Deshuk","5192872904","invite_members","","","Nadya Deshuk","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","711","service","2020-08-25T17:16:44","Анна Руколал","4754542006","invite_members","","","Анна Руколал","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","712","service","2020-08-25T17:17:32","дешук дмитрий","5246037911","invite_members","","","дешук дмитрий","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","713","service","2020-08-25T17:19:07","А Са","4848961861","invite_members","","","А Са","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","714","service","2020-08-25T17:20:36","Andy Barton","5442869434","invite_members","","","Andy Barton","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","715","message","2020-08-25T17:20:44","","","","","🔥","","Proskurskaya Karina","4691224358","","","","","1280","720","(File not included. Change data exporting settings to download.)","video/mp4","","Белсат","","","(File not included. Change data exporting settings to download.)","","video_file","","130","","","","","",""
