"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__edited","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__text__href","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","","","","","","","","","","bold","МИНСК! 18.30! \n\nВыдвигаемся к Красному Костёлу. Собираемся рядом с ним и показываем, что фашизм в нашей стране не пройдет! \n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Если вы верующий человек — берите с собой символы вашей веры. Сегодня мы должны объединить наши молитвы за Беларусь!","","","","","","","","","","","","","","",""
"","","","9662","message","2020-08-27T11:24:20","NEXTA Live","10003210496","","","","","bold","⚡️БПС-Сбербанк ПОЛНОСТЬЮ ЗАКРЫВАЕТ все свои кредиты для физлиц!\n\n","2020-08-27T11:31:53","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Источник: ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","text_link","Onliner","","","","","","","https://people.onliner.by/2020/08/27/bps-sberbank-polnostyu-zakryl-kreditovanie-dlya-fizlic","","","","","","","",""
"","","","9663","message","2020-08-27T11:25:07","NEXTA Live","10003210496","","640","360","‼️","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","76","","","Белсат","","","","","",""
"","","","","","","","","","","","","bold","Журналістаў затрымлівалі ў жывым эфіры!","","","","","","","","","","","","","","",""
"","","","","","","","","","","","\n\nЗатрыманыя журналісты: «Белсат», ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","",""
"","","","","","","","","","","",", «Радыё Свабода», Reuters, «Наша Нiва», AP, БелаПАН, ТАСС.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Зараз журналістаў вязуць у Кастрычніцкі РАУС.","","","","","","","","","","","","","","",""
"","","","9664","message","2020-08-27T11:32:43","NEXTA Live","10003210496","","1280","720","Очень красивая акция солидарности из Сиэтла! Спасибо за поддержку, друзья! ⚪️🔴⚪️","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","46","","","","","","","","",""
"","","","9665","message","2020-08-27T11:33:59","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","720","960","По мнению столичных врачей, новые хирурги в операционных будут выглядеть именно так.","","","","","","","","","","","","","","","","",""
"","","","9666","message","2020-08-27T11:35:30","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","А возле площади Свободы продолжают собираться верующие. \n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Фото: Радио Свобода","","","","","","","","","","","","","","",""
"","","","9667","message","2020-08-27T11:40:51","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1276","956","На Кальварийской люди начинают выстраиваться в цепь.","","","","","","","","","","","","","","","","",""
"","","","9668","message","2020-08-27T11:41:06","NEXTA Live","10003210496","","720","1280","На проспекте Дзержинского в Минске в сторону протестующих врачей направляются ","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","","",""
"","","","","","","","","","","","","strikethrough","лошкипетушки","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," сотрудники ОМОН. \n\nСледим за ситуацией.","","","","","","","","","","","","","","","","",""
"","","","9669","message","2020-08-27T11:43:25","NEXTA Live","10003210496","","848","464","А с площади Свободы начинается шествие в сторону Красного Костёла!\n\nПрисоединяйтесь!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","","","","",""
"","","","9670","message","2020-08-27T11:46:16","NEXTA Live","10003210496","","1280","720","Уручье выходит к проспекту Независимости!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","","","","","","","","",""
"","","","9671","message","2020-08-27T11:47:09","NEXTA Live","10003210496","","720","1280","","text_link","На проспекте Дзержинского","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","https://t.me/nexta_live/9668","","","","","","","",""
"","","","","","","","","","",""," ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","strikethrough","лошкипетушки","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," сотрудники ОМОН задержали как минимум одного человека.","","","","","","","","","","","","","","","","",""
"","","","9672","message","2020-08-27T11:48:59","NEXTA Live","10003210496","","1280","720","","bold","Ого! Внушительная колонна людей выходит к проспекту Независимости.\n\nКонечная точка — Красный Костёл.\n\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","","","",""
"","","","","","","","","","","","Присоединяйтесь!","","","","","","","","","","","","","","","","",""
"","","","9673","message","2020-08-27T11:56:29","NEXTA Live","10003210496","","1280","720","Возле Красного Костёла сейчас так. ОМОН перекрывает проходы.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","","","",""
"","","","9674","message","2020-08-27T11:58:10","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","Возле ГУМа потрясающая атмосфера в эти минуты!","","","","","","","","","","","","","","","","",""
"","","","9675","message","2020-08-27T11:58:58","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1200","553","","bold","Минск","","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","",""
"","","","","","","","","","","",". Обстановка в Октябрьском РУВД, куда привезли журналистов, сейчас такая.","","","","","","","","","","","","","","","","",""
"","","","9676","message","2020-08-27T11:58:58","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1200","553","","","","","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","",""
"","","","9678","message","2020-08-27T12:08:02","NEXTA Live","10003210496","","1080","1920","И ещё одно задержание около метро Грушевка.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","","","","",""
"","","","9679","message","2020-08-27T12:08:42","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","Люди продолжают идти на площадь Независимости.","","","","","","","","","","","","","","","","",""
"","","","9680","message","2020-08-27T12:10:08","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1200","799","Колонна, собравшихся у архикафедрального костела Девы Марии двигается по проспекту в сторону площади Независимости.\n\nФото: Дарья Бурякина, ","","","","","","","","","","","TUT.BY новости","","","","","",""
"","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","",""
"","","","9681","message","2020-08-27T12:10:08","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","","","","TUT.BY новости","","","","","",""
"","","","9682","message","2020-08-27T12:10:09","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","","","","TUT.BY новости","","","","","",""
"","","","9683","message","2020-08-27T12:14:17","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1276","956","Очень странные дела возле Красного Костёла.\n\nОпять фашисты-чернорубашечники всех в церкви запереть хотят?\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Фото: Еврорадио","","","","","","","","","","","","","","",""
"","","","9684","message","2020-08-27T12:17:31","NEXTA Live","10003210496","","360","640","Площадь Независимости прямо в эти минуты","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","МАЯ КРАІНА БЕЛАРУСЬ","","","","","",""
"","","","9685","message","2020-08-27T12:21:47","NEXTA Live","10003210496","","1920","1072","В Минске ОМОН не пропускает пенсионеров к костёлу. Уже и помолиться старикам нельзя?\n\n","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/quicktime","77","","","","","","","","",""
"","","","","","","","","","","","","italic","Видео: Радио Свобода","","","","","","","","","","","","","","",""
"","","","9686","message","2020-08-27T12:24:20","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","ОМОН и военные окружают.","","","","","","","","","","","","","","","","",""
"","","","9687","message","2020-08-27T12:25:52","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","Фашисты уже на территории церкви.","","","","","","","","","","","","","","","","",""
"","","","9688","message","2020-08-27T12:27:26","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","Люди становятся в сцепку, чтобы не отдавать своих!","","","","","","","","","","","","","","","","",""
"","","","9689","message","2020-08-27T12:28:14","NEXTA Live","10003210496","","","","ПРЯМАЯ ТРАНСЛЯЦИЯ ЗДЕСЬ\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://youtu.be/e2cyca-Aw1A","","","","","","","","","","","","","","",""
"","","","9690","message","2020-08-27T12:31:09","NEXTA Live","10003210496","","","","Людей задерживают прямо с Библией в руках!","","","","","","","","","","","","","","","","",""
"","","","9691","message","2020-08-27T12:36:12","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1200","799","На площади Независимости начались задержания. По словам нашего корреспондента, силовики не применяют насилие, просто заводят в автозаки.\n\nФото: Дарья Бурякина, ","","","","","","","","","","","TUT.BY новости","","","","","",""
"","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","",""
"","","","9692","message","2020-08-27T12:36:13","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","","","","TUT.BY новости","","","","","",""
"","","","9693","message","2020-08-27T12:36:13","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","","","","TUT.BY новости","","","","","",""
"","","","9694","message","2020-08-27T12:36:58","NEXTA Live","10003210496","","848","464","На Кальварийской милиция пытается разгонять людей, которые выстроились в цепь Солидарности.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","71","","","","","","","","",""
"","","","9695","message","2020-08-27T12:36:58","NEXTA Live","10003210496","","720","1280","Видео: ","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","28","","","Кулуары KYKY","","","","","",""
"","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","",""
"","","","9696","message","2020-08-27T12:42:06","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","988","402","Тем временем журналистов RT отпускают на месте. \n\nДругих же журналистов уводят в микроавтобус.","","","","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","",""
"","","","9697","message","2020-08-27T13:07:57","NEXTA Live","10003210496","","720","1280","«","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","104","","","","","","","","",""
"","","","","","","","","","","","","italic","Никто вам не запрещает собираться по два человека..","","","","","","","","","","","","","","",""
"","","","","","","","","","","",".» \n\nМежду жителями жилого комплекса «Каскад» в Минске и милиционерами сегодня произошёл занятный диалог.","","","","","","","","","","","","","","","","",""
"","","","9698","message","2020-08-27T13:21:27","NEXTA Live","10003210496","","1280","720","В районе Красного Костёла в Минске как-то так. Очень много ","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","","","","","","",""
"","","","","","","","","","","","","strikethrough","лошковпетушков","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," силовиков и более 40 задержанных.","","","","","","","","","","","","","","","","",""
"","","","9699","message","2020-08-27T13:25:08","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","Фотография отлично иллюстрирует сегодняшнее «противостояние» около Красного Костёла.","","","","","","","","","","","","","","","","",""
"","","","9700","message","2020-08-27T13:29:00","NEXTA Live","10003210496","","720","1280","В центре Минска девушки скандируют: «","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","","","","","","","","",""
"","","","","","","","","","","","","italic","Каждый день!","","","","","","","","","","","","","","",""
"","","","","","","","","","","","»","","","","","","","","","","","","","","","","",""
"","","","9701","message","2020-08-27T13:33:16","NEXTA Live","10003210496","","720","1280","Минск, проспект Дзержинского. Около легендарного Зубра.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","","","","","","",""
"","","","9702","message","2020-08-27T13:41:51","NEXTA Live","10003210496","","640","360","Минская Серебрянка никогда не сдаётся! 💪🏻","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","","","",""
"","","","9703","message","2020-08-27T13:45:27","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","И Уручье тоже!","","","","","","","","","","","","","","","","",""
"","","","9704","message","2020-08-27T13:47:53","NEXTA Live","10003210496","","","","‼️ По ","","","","","","","","","","","TUT.BY новости","","","","","",""
"","","","","","","","","","","","","text_link","данным","","","","","","","https://spring96.org/be/news/99265","","","","","","","",""
"","","","","","","","","","",""," правозащитников, на площади Независимости было задержано более 70 человек. Этот список дополняется.\n\nТем временем из РУВД начинают отпускать журналистов. На данный момент отпущены Захар Щербаков и Сергей Сацюк (БелаПАН), Елена Васильева («Спутник»), Евгений Одиноков (РИА Новости).","","","","","","","","","","","","","","","","",""
"","","","9705","message","2020-08-27T13:51:35","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","Цепь Солидарности в Слободе. Люди выходят каждый вечер!","","","","","","","","","","","","","","","","",""
"","","","9706","message","2020-08-27T13:52:51","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","Минские Шабаны! ⚪️🔴⚪️","","","","","","","","","","","","","","","","",""
"","","","9707","message","2020-08-27T13:54:06","NEXTA Live","10003210496","","640","360","Центр Минска сейчас","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","36","","","","","","","","",""
"","","","9708","message","2020-08-27T14:08:37","NEXTA Live","10003210496","","2160","3840","Чтобы отметить очередные задержания честных людей (","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","","","","","","",""
"","","","","","","","","","","","","italic","а их уже насчитано более 112","","","","","","","","","","","","","","",""
"","","","","","","","","","","",") лукашисты поехали по Минску под «Саня останется с нами». Верх цинизма или идиотизма?","","","","","","","","","","","","","","","","",""
"","","","9709","message","2020-08-27T14:12:43","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","Новая Боровая!","","","","","","","","","","","","","","","","",""
"","","","9710","message","2020-08-27T15:18:38","NEXTA Live","10003210496","","720","1280","Несколько минут назад ОМОН жёстко задержал как минимум одного человека возле скульптуры зубра в Малиновке!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","","","","","","","","",""
"","","","9711","message","2020-08-27T15:39:45","NEXTA Live","10003210496","","","","","text_link","​​","","","","","","","https://telegra.ph/file/435b4547096fcb66eb641.jpg","","","","","","","",""
"","","","","","","","","","","","","bold","МАРШ МИРА И НЕЗАВИСИМОСТИ!\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Друзья, эта неделя ещё лучше показала ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","нестабильное психическое состояние узурпатора","","","","","","","","","","","","","","",""
"","","","","","","","","","","",". Весь май, июнь и июль он пугал нас Россией, искал кремлёвский след у любого кандидата, громил ""Белгазпромбанк"" и задерживал бойцов ЧВК ""Вагнер"".\n\nПосле 9 августа психопат ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","начал угрожать ввести сюда российские войска","","","","","","","","","","","","","","",""
"","","","","","","","","","","",". Он обвинял во всех смертных грехах Чехию и Украину, а боевые армейские вертолёты сбивали воздушные шары на границе с Литвой. США же заменили собой Кремль как главную угрозу.\n\nНа данный момент безумец додумался перебрасывать войска на западные границы и ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","обвинять Польшу в попытках захватить Гродненскую область","","","","","","","","","","","","","","",""
"","","","","","","","","","","",".\n\nДошло даже до нарушения религиозного мира, угроз христианам, ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","задержаниям возле церквей и костёлов.\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Мы считаем, что такие действия гос.изменника могут привести к печальным последствиям. Беларуский народ должен выйти и показать, что он выступает за мир и дружбу со всеми своими соседями. А также не позволит оккупантам разрушать суверенитет нашей страны.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","ВОСКРЕСЕНЬЕ\n\n- МИНСК, 14.00.","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," Собираемся на Площади Независимости (и на проспекте). Как всегда зовём всех соседей, родных, друзей и близких. ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","ВЫХОДИТ КАЖДЫЙ!\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Предлагаем взять с собой цветы, а также захватить креативные рукотворные подарки для Лукашенко. Пускай узурпатор посмотрит, что подарят ему беларусы на День рождения (фото самых интересных будут опубликованы).\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","- ОСТАЛЬНЫЕ ГОРОДА, 14.00.","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," Собираемся в центре своих городов согласно вашим местным планам. Чуть позже мы выложим адреса всех резиденций узурпатора, к которым вы сможете подъехать и оставить свои подарки.\n\nДавайте покажем миру, что мы выбрали нормального Президента - Светлану Тихановскую. А тот, кто позорит нашу страну на всю планету не имеет теперь отношения к беларускому народу.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","ЖЫВЕ БЕЛАРУСЬ!","","","","","","","","","","","","","","",""
"","","","9712","message","2020-08-27T17:00:01","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","751","422","","bold","Украина приостановила все контакты с Беларусью\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Об этом сообщили представители МИД Украины. Сообщается, что Киев возобновит диалог, когда убедится, что это «не нанесёт стране репутационных потерь».\n\n«","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Я могу официально об этом вам сообщить. И мы следим за развитием ситуации. И только когда мы убедимся в том, что эти контакты не будут нести репутационных, моральных, этических потерь для Украины, эти контакты будут возобновлены","","","","","","","","","","","","","","",""
"","","","","","","","","","","",". ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Контактов между президентами сейчас нет и не планируется","","","","","","","","","","","","","","",""
"","","","","","","","","","","","» — сказал глава МИД Украины Дмитрий Кулеба.\n\nТакже Украина может перенести площадку переговоров по Донбассу из Минска.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Сильно!","","","","","","","","","","","","","","",""
"","","","9713","message","2020-08-28T03:03:34","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","310","428","","bold","Чехия выделит более 500 000$ на помощь пострадавшим белорусам \n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Деньги пойдут на гуманитарную помощь пострадавшим от послевыборных протестов в Беларуси, а также на медицинскую и психосоциальную помощь. \n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","«Благодаря нашей истории, мы не можем закрывать глаза на то, что происходит в Беларуси. Белорусы должны иметь право свободно выбирать свое будущее»","","","","","","","","","","","","","","",""
"","","","","","","","","","","",", — ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","text_link","заявил","","","","","","","https://www.mzv.cz/jnp/en/issues_and_press/press_releases/x2020_08_25_czech_republic_to_provide_another_czk.html","","","","","","","",""
"","","","","","","","","","",""," министр иностранных дел Чехии Томаш Петржичек. \n\nФинансовая помощь также будет направлена на реабилитацию, поддержку независимых СМИ и некоммерческих организаций, занимающихся вопросами прав человека, и увеличение количества стипендий для белорусских студентов. Также будет оказана помощь белорусскому меньшинству в Чешской Республике и их деятельности.","","","","","","","","","","","","","","","","",""
"","","","9714","message","2020-08-28T03:14:32","NEXTA Live","10003210496","","1280","720","","italic","«Учитель — профессия, основанная на любви к детям и искренности. Давайте сделаем нашу школу такой, чтобы в неё с радостью приводили детей!»","2020-08-28T03:15:06","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","173","","","","","","","","",""
"","","","","","","","","","",""," — президент Светлана Тихановская в преддверии Дня знаний сделала видеообращение к учителям.","","","","","","","","","","","","","","","","",""
"","","","9715","message","2020-08-28T03:47:21","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1042","700","Сегодня Лукашенко приезжает на ОАО «Савушкин продукт» в Орше. По словам местных жителей, людей выгоняют даже из близлежащих кафе.\n\nТаракан боится свои 80%?","","","","","","","","","","","","","","","","",""
"","","","9716","message","2020-08-28T04:28:24","NEXTA Live","10003210496","","464","848","Около Белорусского государственного университета культуры и искусств люди попытались поговорить с министром культуры Юрием Бондарем. Пришедших интересовало почему он развалил Купаловский театр. Но адекватного диалога не получилось. Министр назвал протестующих меньшинством и убежал в спешке. Видимо аргументов у чиновника больше не осталось.","","","2020-08-28T04:48:55","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","113","","","","","","","","",""
"","","","9717","message","2020-08-28T04:34:28","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","740","820","Мингорисполком сетует, что на площади Независимости вытоптали клумбы.\n\n Вчера на газоне стоял ОМОН.","","","","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","",""
"","","","9718","message","2020-08-28T04:34:28","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1044","942","","","","","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","",""
"","","","9719","message","2020-08-28T05:07:22","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","619","899","В г. Мосты Гродненской области завтра пройдёт День города и «Дожинки-2020». Власти решили воспользоваться ситуацией и провести под шумок провластный митинг. \n\nТот случай, когда праздник — это обязаловка с пропагандистской символикой, а не приятное времяпрепровождение.","","","","","","","","","","","","","","","","",""
"","","","9720","message","2020-08-28T05:27:27","NEXTA Live","10003210496","","464","848","На ежедневную акцию Солидарности около Купаловского театра собралось уже около ста человек.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","","",""
"","","","9721","message","2020-08-28T05:27:28","NEXTA Live","10003210496","","464","848","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","44","","","","","","","","",""
"","","","9722","message","2020-08-28T05:28:16","NEXTA Live","10003210496","","854","480","Неизвестные прошедшей ночью разбили стёкла в машине Марии Василевич. Также сообщают о том, что на левой двери автомобиля появилось три сквозных дыры. \n\n","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","","","","",""
"","","","","","","","","","","","","italic","Видео: TUT.by","","","","","","","","","","","","","","",""
"","","","9723","message","2020-08-28T05:44:53","NEXTA Live","10003210496","","464","848","К театру люди принесли портреты политзаключённых.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","","9720","","","","","","",""
"","","","9724","message","2020-08-28T06:08:34","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","720","1280","В микрорайоне Уручье в Минске люди выстроились в цепь Солидарности.","","","","","","","","","","","","","","","","",""
"","","","9725","message","2020-08-28T06:57:26","NEXTA Live","10003210496","","640","352","Белорусы из Чехии, Италии, Швейцарии и Израиля провели акции Солидарности с Беларусью и прислали нам вот такие красивые видео и фото. Жыве!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","32","","","","","","","","",""
"","","","9726","message","2020-08-28T06:57:26","NEXTA Live","10003210496","","1280","720","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","152","","","","","","","","",""
"","","","9727","message","2020-08-28T06:57:26","NEXTA Live","10003210496","","352","640","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","136","","","","","","","","",""
"","","","9728","message","2020-08-28T06:57:26","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","9729","message","2020-08-28T06:57:26","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","9730","message","2020-08-28T06:57:27","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","9731","message","2020-08-28T07:06:43","NEXTA Live","10003210496","","","","⚡️Ректора ГрГМУ сняли с должности. Виктор Снежицкий ранее публично осуждал беспредел силовиков и поддерживал протестующих.\n\n","","","2020-08-28T08:18:27","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","UPD. Информация об отставке господина Снежицкого не подтверждается. Приносим свои извинения за допущенную ошибку.","","","","","","","","","","","","","","",""
"","","","9732","message","2020-08-28T07:44:11","NEXTA Live","10003210496","","1920","1080","","bold","Чистая наука!\n\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","","",""
"","","","","","","","","","","","Сотрудники НАН вышли в банных шапочках, с полотенцами и прочими купальными принадлежностями вместо флагов. \n\nПротестующие приглашают присоединяться к акциям каждый день с 12:45 до 13:45. Сбор возле ст.м. метро Академия наук (напротив кинотеатра Октябрь).","","","","","","","","","","","","","","","","",""
"","","","9733","message","2020-08-28T07:54:18","NEXTA Live","10003210496","","1080","1920","Несколько минут назад в центре Минска ","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","","","","","","","","",""
"","","","","","","","","","","","","italic","(на пересечении проспектов Независимости и Машерова)","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," сотрудниками ГАИ жёстко задержан молодой человек.\n\nПричина задержания пока неизвестна.","","","","","","","","","","","","","","","","",""
"","","","9734","message","2020-08-28T08:05:01","NEXTA Live","10003210496","","","","","bold","Лукашенко начал операцию по уничтожению промышленности в Беларуси.","","","","","","","","","Экономика Беларуси","","","","","",""
"","","","","","","","","","","","\n\nКурсы валют, установленные по итогам торгов на БВФБ на 7-8 копеек ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","ниже, чем курсы покупки валюты в отделениях банков","","","","","","","","","","","","","","",""
"","","","","","","","","","","",". \n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Причина такой ситуации следующая: к торгам на бирже не допущены покупатели валюты (которые могли бы заплатить больше). Скупают валюту на БВФБ исключительно близкие к телу диктатора структуры по заниженому курсу. ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","\n\nПродавцом валюты традиционно выступают промышленные предприятия - экспортёры. \n\nСледовательно происходит ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","вымывание оборотных средств предприятий","","","","","","","","","","","","","","",""
"","","","","","","","","","","",", так как за ""живые""  доллары и евро экспортёры получают обесцененные рубли. За которые уже ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","не могут купить сырье в необходимом объеме","","","","","","","","","","","","","","",""
"","","","","","","","","","","",". Что ведёт к остановке производственных процессов.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Сейчас во имя спасения промышленного потенциала страны нужны ... забастовки","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," ","","","","","","","","","","","","","","","","",""
